0,1,2,3,4,5
tt0193701,Vinny Murphy,"Vinny Murphy, Mark Stewart",6.2,1h 26min,A Belfast man who steals cars for a living dreams of retiring to Barcelona. Suddenly he finds himself in conflict with a crazed gangster who desires the first man's girlfriend. The two decide to settle the situation with a race with 12 of their friends. They just need to steal the cars for the race.
tt0194218,Henry Bromell,Henry Bromell,6.7,1h 28min,"Alex, a hit man, tries to get out of the family business, but his father won't let him do so. While seeking the help of a therapist, he meets a sexually charged 23-year-old woman with whom he falls in love."
tt0194519,J.D. Shapiro,"J.D. Shapiro, William Dozier",6.6,1h 25min,"Based on a true story (written by and starring the two dingbats who lived it). It's about two men who both used to be married to the same woman. Now divorced from her, they move in together to try to straighten out their lives, and end up driving each other crazy."
tt0195234,Nigel Cole,"Mark Crowdy, Craig Ferguson",6.9,1h 33min,
tt0196106,Robert Vince,"Anne Vince, Robert Vince",4.2,1h 33min,"When Jack, a sign-language-speaking chimp, makes a break for freedom, his talent for ice skating soon turns him into the local hockey team's secret weapon. But the lab officials are closing in."
tt0195945,Steve Carr,"Ice Cube, DJ Pooh",6.1,1h 38min,
tt0196216,Woody Allen,Woody Allen,6.7,1h 34min,
tt0197392,Stein Leikanger,"Odd Børretzen, Stein Leikanger",6.3,1h 28min,"Little Oddemann uses every means available to find Jesus, including his slingshot. The film takes us to Norway in the late 30's, where we meet a series of burlesque and humorous characters, whose antics convince Oddemann that growing up may be a bad idea. Yet Oddemann finds there are certain rewards to being grown-up, such as partying and chasing women, that merit clo... Leer todo"
tt0197402,Pål Jackman,Erlend Loe,6.7,1h 44min,"Daniel Jul is a 28-year-old psychiatrist still living with his mom. He and his friend Ronny have one thing in common: they like searching for metallic objects in the ground. One day they find a jewel with the name ""Janne"" imprinted. This is the beginning of something big for Daniel. His life will never be the same. He's about to discover a lot of hidden secrets about ... Leer todo"
tt0197646,Mark Gibson,Mark Gibson,4.7,1h 33min,"Lionel ""Ex"" Exley is a golf pro who returns to his hometown of New Orleans, where he befriends lawyer W. Firmin Carter. When Carter suddenly goes missing, however, the party's over for Ex, as he's the prime suspect."
tt0197858,Axel Hildebrand,Axel Hildebrand,4.6,1h 31min,Dirección
tt0197096,Gurinder Chadha,"Gurinder Chadha, Paul Mayeda Berges",6.8,1h 49min,"Four families in LA of different ethnicity (Latino, Asian/Vietnamese, African and Jewish) gather together for Thanksgiving dinner."
tt0198021,Matt Williams,"Lowell Ganz, Babaloo Mandel, Billie Letts",6.7,2h,
tt0198284,Cameron Thor,Thomas M. Kostigen,4.5,1h 36min,"4 LA women, 3 married, go to a Palm Springs resort together for a weekend of flirting etc. Consequences?"
tt0198438,Amy Goldstein,"Patrick Breen, Scott Kraft, Nadine Van der Velde",7.0,2000,"Reggie, the aspiring singer; Chart, the troubled rich boy; and Peter Parker the ex-seminarian; share an apartment in the East Village (New York City) in this story dealing with AIDS, sexuality and living in NYC of the late 80's."
tt0198386,Michael Dinner,Barry Fanaro,5.6,1h 28min,Four retired mobsters plan one last crime to save their retirement home.
tt0198903,Donald P. Borchers,"Anson Downes, Linda Favila",5.2,1h 43min,"An aimless young man turns to murder in order to satisfy the desires of his new girlfriend, a narcissistic blue jean fetishist."
tt0199290,DJ Pooh,DJ Pooh,4.7,1h 22min,"Rob has 2 strikes and 3 strikes now means 25 to life. Leaving prison, he's picked up in a stolen car later stopped by the police. Can he prove his innocence before he's caught?"
tt0199314,Gerard Stembridge,"Gerard Stembridge, Tommy Tiernan",5.9,1h 37min,"A waitress falls for a handsome customer who seduces her, her two sisters, her brother, and her brother's girlfriend."
tt0200530,Miguel Arteta,Mike White,6.6,1h 36min,An oddly naive man-child stalks his childhood best friend and tries to reconnect with their past.
tt0200316,José Maria Borrell,José Maria Borrell,5.3,2000,Dirección
tt0199358,Enzo Salvi,,,,Dirección
