,0,1
0,nm0001118,"People's Choice Awards, USA, People's Choice Award"
1,nm0001118,"People's Choice Awards, USA, People's Choice Award"
2,nm0001118,"Photoplay Awards, Gold Medal"
3,nm0005286,"Academy of Science Fiction, Fantasy & Horror Films, USA, Saturn Award"
4,nm0005286,"Academy of Science Fiction, Fantasy & Horror Films, USA, Saturn Award"
5,nm0005286,"Blockbuster Entertainment Awards, Blockbuster Entertainment Award"
6,nm0005286,"Blockbuster Entertainment Awards, Blockbuster Entertainment Award"
7,nm0005286,"Critics Choice Awards, Critics Choice Award"
8,nm0005286,"Dallas-Fort Worth Film Critics Association Awards, DFWFCA Award"
9,nm0005286,"Florida Film Critics Circle Awards, FFCC Award"
10,nm0005286,"Satellite Awards, Special Achievement Award"
11,nm0005286,"Kansas City Film Critics Circle Awards, KCFCC Award"
12,nm0005286,"Las Vegas Film Critics Society Awards, Sierra Award"
13,nm0005286,"Las Vegas Film Critics Society Awards, Sierra Award"
14,nm0005286,"Las Vegas Film Critics Society Awards, Sierra Award"
15,nm0005286,"MTV Movie + TV Awards, MTV Movie Award"
16,nm0005286,"Online Film Critics Society Awards, OFCS Award"
17,nm0005286,"ShoWest Convention, USA, ShoWest Award"
18,nm0005286,"Southeastern Film Critics Association Awards, SEFCA Award"
19,nm0005286,"Teen Choice Awards, Teen Choice Award"
20,nm0005286,"YoungStar Awards, YoungStar Award"
21,nm0005286,"YoungStar Awards, YoungStar Award"
22,nm0005286,"YoungStar Awards, YoungStar Award"
23,nm0005286,"Fangoria Chainsaw Awards, Chainsaw Award"
24,nm0005286,"Online Film & Television Association, OFTA Film Award"
25,nm0005286,"Online Film & Television Association, OFTA Film Award"
26,nm0005286,"Behind the Voice Actors Awards, BTVA Video Game Voice Acting Award"
27,nm0258117,"Bare Bones International Film & Music Festival, Gold Bone Award"
28,nm0337566,
29,nm0005054,
30,nm0512182,
31,nm0120301,
32,nm0100762,
33,nm0780470,
34,nm0302956,"BendFilm Festival, Best of Show"
35,nm0000187,"ASCAP Film and Television Music Awards, ASCAP Award"
36,nm0000187,"ASCAP Film and Television Music Awards, ASCAP Award"
37,nm0000187,"ASCAP Film and Television Music Awards, ASCAP Award"
38,nm0000187,"ASCAP Film and Television Music Awards, ASCAP Award"
39,nm0000187,"Brit Awards, Brit"
40,nm0000187,"Brit Awards, Brit"
41,nm0000187,"GLAAD Media Awards, Advocate For Change Award"
42,nm0000187,"Golden Globes, USA, Golden Globe"
43,nm0000187,"Golden Globes, USA, Golden Globe"
44,nm0000187,"Grammy Awards, Grammy"
45,nm0000187,"Kids' Choice Awards, USA, Blimp Award"
46,nm0000187,"Las Vegas Film Critics Society Awards, Sierra Award"
47,nm0000187,"Razzie Awards, Razzie Award"
48,nm0000187,"Razzie Awards, Razzie Award"
49,nm0000187,"Razzie Awards, Razzie Award"
50,nm0000187,"CinEuphoria Awards, CinEuphoria"
51,nm0000187,"Online Film & Television Association, OFTA Film Award"
52,nm0000187,"The Stinkers Bad Movie Awards, Stinker Award"
53,nm0000187,"The Stinkers Bad Movie Awards, Stinker Award"
54,nm0000187,"The Stinkers Bad Movie Awards, Stinker Award"
55,nm0000187,"iHeartRadio Much Music Video Awards, MuchMusic Video Award"
56,nm0000187,"American Music Awards, American Music Award"
57,nm0000391,"American Comedy Awards, USA, American Comedy Award"
58,nm0000391,"Blockbuster Entertainment Awards, Blockbuster Entertainment Award"
59,nm0000391,"Fantasporto, International Fantasy Film Award"
60,nm0000391,"Florida Film Critics Circle Awards, FFCC Award"
61,nm0000391,"Golden Apple Awards, Golden Apple"
62,nm0000391,"Satellite Awards, Special Achievement Award"
63,nm0000391,"Satellite Awards, Golden Satellite Award"
64,nm0000391,"London Critics Circle Film Awards, ALFS Award"
65,nm0000391,"London Critics Circle Film Awards, ALFS Award"
66,nm0000391,"National Board of Review, USA, NBR Award"
67,nm0000391,"Seattle International Film Festival, Golden Space Needle Award"
68,nm0000391,"Toronto International Film Festival, Tribute Award for Performance"
69,nm0000391,"Málaga International Week of Fantastic Cinema, Best Actor"
70,nm0000391,"Online Film & Television Association, OFTA Film Award"
71,nm0000391,"National Film Awards, UK, National Film Award"
72,nm0000973,"ALMA Awards, ALMA Award"
73,nm0000973,"ALMA Awards, ALMA Award"
74,nm0000973,"ALMA Awards, ALMA Award"
75,nm0000973,"ALMA Awards, ALMA Award"
76,nm0000973,"Blockbuster Entertainment Awards, Blockbuster Entertainment Award"
77,nm0000973,"Imagen Foundation Awards, Imagen Award"
78,nm0000973,"Imagen Foundation Awards, Imagen Award"
79,nm0000973,"Prism Awards, Prism Award"
80,nm0000973,"Screen Actors Guild Awards, Actor"
81,nm0000973,"Oaxaca FilmFest, MX, Global"
82,nm0000973,"Behind the Voice Actors Awards, BTVA People's Choice Voice Acting Award"
83,nm0000973,"Behind the Voice Actors Awards, BTVA Feature Film Voice Acting Award"
84,nm0001152,"Satellite Awards, Golden Satellite Award"
85,nm0001152,"FilmOut San Diego, US, FilmOut Festival Award"
86,nm0001152,"Williamsburg Independent Film Festival, US, Best Featured Actress"
87,nm0001152,"The Streamy Awards, Streamy Award"
88,nm0001152,"Online Film & Television Association, OFTA Television Award"
89,nm0816669,"Ft. Lauderdale International Film Festival, Spirit of the Independent Award"
90,nm0816669,"Marco Island Film Festival, Rising Star Award"
91,nm0816669,"WorldFest Houston, Special Jury Award"
92,nm0816669,"Boston International Film Festival, Best Narrative Feature"
93,nm0816669,"Character and Morality in Entertainment Awards, Camie"
94,nm0816669,"New York Latino Film Festival, Best Film"
95,nm0816669,"Oaxaca FilmFest, MX, Global"
96,nm0816669,"Bloodstained Indie Film Festival, Festival Award"
97,nm0816669,"Vancouver Badass Film Festival, Badass"
98,nm0333888,
99,nm0005497,
100,nm0002364,"Young Artist Awards, Young Artist Award"
101,nm0002364,"VC FilmFest - Los Angeles Asian Pacific Film Festival, Special Jury Prize"
102,nm0002364,"Queens World Film Festival, Filmmaker Award"
103,nm0002364,"Glendale International Film Festival, Festival Award"
104,nm0002364,"National Film Society Awards, NFS Award"
105,nm0002364,"National Film Society Awards, NFS Award"
106,nm0002364,"Behind the Voice Actors Awards, BTVA Special/DVD Voice Acting Award"
107,nm0002364,"Los Angeles Philippine Film Festival, Jury Prize"
108,nm0005260,"Giffoni Film Festival, Bronze Gryphon"
109,nm0005260,"Satellite Awards, Golden Satellite Award"
110,nm0005260,"Kids' Choice Awards, USA, Blimp Award"
111,nm0005260,"Kids' Choice Awards, USA, Blimp Award"
112,nm0005260,"Young Artist Awards, Young Artist Award"
113,nm0005260,"Young Artist Awards, Young Artist Award"
114,nm0005260,"YoungStar Awards, YoungStar Award"
115,nm0005260,"YoungStar Awards, YoungStar Award"
116,nm0005260,"New Orleans Horror Film Festival, Jury Award"
117,nm0005260,"Online Film & Television Association, OFTA Television Award"
118,nm0005260,"FilmQuest, FilmQuest Cthulhu"
119,nm0005260,"GI Film Festival - San Diego, Jury Prize"
120,nm0005260,"Horrorhaus Film Festival, HorrorHaus Award"
121,nm0000102,"Academy of Science Fiction, Fantasy & Horror Films, USA, Saturn Award"
122,nm0000102,"Blockbuster Entertainment Awards, Blockbuster Entertainment Award"
123,nm0000102,"Boston Society of Film Critics Awards, BSFC Award"
124,nm0000102,"Critics Choice Awards, Joel Siegel Award"
125,nm0000102,"Critics Choice Awards, Critics Choice Award"
126,nm0000102,"Denver International Film Festival, John Cassavetes Award"
127,nm0000102,"Ghent International Film Festival, Special Mention"
128,nm0000102,"Giffoni Film Festival, Bronze Gryphon"
129,nm0000102,"Golden Globes, USA, Golden Globe"
130,nm0000102,"Phoenix Film Festival, Copper Wing Tribute Award"
131,nm0000102,"Santa Barbara International Film Festival, American Riviera Award"
132,nm0000102,"Screen Actors Guild Awards, Actor"
133,nm0000102,"Screen Actors Guild Awards, Actor"
134,nm0000102,"Seattle International Film Festival, Career Achievement in Acting Award"
135,nm0000102,"Walk of Fame, Star on the Walk of Fame"
136,nm0000102,"Gold Derby Awards, Gold Derby TV Award"
137,nm0000178,"Satellite Awards, Golden Satellite Award"
138,nm0000178,"Hollywood Film Awards, Actress of the Year"
139,nm0000178,"National Society of Film Critics Awards, USA, NSFC Award"
140,nm0000178,"New York Film Critics Circle Awards, NYFCC Award"
141,nm0000178,"Santa Barbara International Film Festival, American Riviera Award"
142,nm0000178,"ShoWest Convention, USA, ShoWest Award"
143,nm0000178,"Young Artist Awards, Young Artist Award"
144,nm0000178,"Young Artist Awards, Young Artist Award"
145,nm0000178,"Young Artist Awards, Special Award"
146,nm0000178,"Savannah Film Festival, Outstanding Achievement in Cinema"
147,nm0000178,"Western Heritage Awards, Bronze Wrangler"
148,nm0000178,"Sarasota Film Festival, Career Achievement Award"
149,nm0000178,"Women's Image Network Awards, WIN Award"
150,nm0000178,"Behind the Voice Actors Awards, BTVA Feature Film Voice Acting Award"
151,nm0000178,"Behind the Voice Actors Awards, BTVA People's Choice Voice Acting Award"
152,nm0000178,"Almeria Western Film Festival, Grand Jury Award"
153,nm0005561,"Lone Star Film & Television Awards, Special Award"
154,nm0005561,"News & Documentary Emmy Awards, Emmy"
155,nm0005561,"Santa Barbara International Film Festival, Bruce Corwin Award"
156,nm0005561,"Oldenburg Film Festival, German Independence Honorary Award"
157,nm0005561,"Vail Film Festival, Festival Award"
158,nm0005561,"Accolade Competition, Award of Excellence"
159,nm0005561,"Red Rock Film Festival, Grand Jury Prize"
160,nm0005561,"River Bend Film Festival, US, Best Short Comedy"
161,nm0005561,"LA Indie Film Fest, Jury Award"
162,nm0005561,"High Desert International Film Festival, Festival Prize"
163,nm0005561,"High Desert International Film Festival, Festival Prize"
164,nm0005561,"High Desert International Film Festival, Festival Prize"
165,nm0005561,"Texas Film Awards, Texas Film Hall of Fame"
166,nm0038673,
167,nm0829623,
168,nm0516385,"Arizona International Film Festival, Audience Award"
169,nm0516385,"Nantucket Film Festival, Audience Award"
170,nm0809831,
171,nm0256890,"Chicago International Film Festival, Silver Hugo"
172,nm0256890,"Festróia - Tróia International Film Festival, Silver Dolphin"
173,nm0256890,"Guldbagge Awards, Guldbagge"
174,nm0256890,"Guldbagge Awards, Guldbagge"
175,nm0256890,"Karlovy Vary International Film Festival, Best Actress"
176,nm0256890,"Santa Barbara International Film Festival, Special Jury Award"
177,nm0256890,"Sochi International Film Festival, Best Actress"
178,nm0256890,"Amanda Awards, Norway, Amanda"
179,nm0256890,"Amanda Awards, Norway, Amanda"
180,nm0256890,"Sant Jordi Awards, Sant Jordi"
181,nm0256890,"Kristallen, Kristallen"
182,nm0430746,"Art Film Festival, Actor's Mission Award"
183,nm0430746,"Chicago International Film Festival, Silver Hugo"
184,nm0430746,"Chicago International Film Festival, Gold Plaque"
185,nm0430746,"Guldbagge Awards, Honorary Award"
186,nm0430746,"Guldbagge Awards, Guldbagge"
187,nm0430746,"Montréal World Film Festival, Grand Prix Special des Amériques"
188,nm0430746,"Mystfest, Career Award"
189,nm0430746,"Stockholm Film Festival, Lifetime Achievement Award"
190,nm0377631,"Guldbagge Awards, Guldbagge"
191,nm0377631,"Guldbagge Awards, Guldbagge"
192,nm0361574,
193,nm0000191,"BAFTA Awards, Scotland, BAFTA Scotland Award"
194,nm0000191,"BAFTA Awards, Scotland, BAFTA Scotland Award"
195,nm0000191,"British Independent Film Awards, Variety Award"
196,nm0000191,"Critics Choice Awards, Critics Choice Award"
197,nm0000191,"Primetime Emmy Awards, Primetime Emmy"
198,nm0000191,"European Film Awards, European Film Award"
199,nm0000191,"European Film Awards, Outstanding European Achievement in World Cinema"
200,nm0000191,"Golden Camera, Germany, Golden Camera"
201,nm0000191,"Golden Globes, USA, Golden Globe"
202,nm0000191,"Satellite Awards, Satellite Award"
203,nm0000191,"Satellite Awards, Golden Satellite Award"
204,nm0000191,"Gotham Awards, Gotham Independent Film Award"
205,nm0000191,"Hollywood Film Awards, Hollywood Film Award"
206,nm0000191,"Hollywood Film Awards, Actor of the Year"
207,nm0000191,"London Critics Circle Film Awards, ALFS Award"
208,nm0000191,"London Critics Circle Film Awards, ALFS Award"
209,nm0000191,"Monte-Carlo TV Festival, Golden Nymph"
210,nm0000191,"MTV Movie + TV Awards, MTV Movie Award"
211,nm0000191,"San Sebastián International Film Festival, Donostia Lifetime Achievement Award"
212,nm0000191,"Teen Choice Awards, Teen Choice Award"
213,nm0000191,"Empire Awards, UK, Icon Award"
214,nm0000191,"Empire Awards, UK, Empire Award"
215,nm0000191,"Empire Awards, UK, Empire Award"
216,nm0000191,"Empire Awards, UK, Empire Award"
217,nm0000191,"BAFTA/LA Britannia Awards, Humanitarian Award"
218,nm0000191,"Göteborg Film Festival, Honorary Dragon Award"
219,nm0000191,"Capri, Hollywood, Capri Ensemble Cast Award"
220,nm0000191,"St. Louis Film Critics Association, US, SLFCA Award"
221,nm0000191,"Online Film & Television Association, OFTA Film Award"
222,nm0000191,"Online Film & Television Association, OFTA Film Award"
223,nm0000191,"South African Horrorfest, Horrorfest Award"
224,nm0000191,"Order of Arts and Letters, France, Knight of the Order of Arts and Letters"
225,nm0000191,"Nevada Film Critics Society, NFCS Award"
226,nm0000191,"Critics Choice Super Awards, CCA Super Award"
227,nm0000191,"Hollywood Critics Association Midseason Awards, HCA Award"
228,nm0528462,"Biarritz International Festival of Audiovisual Programming, Golden FIPA"
229,nm0528462,"British Independent Film Awards, British Independent Film Award"
230,nm0528462,"Cherbourg-Octeville Festival of Irish & British Film, Best Actress"
231,nm0528462,"Irish Film and Television Awards, IFTA Award"
232,nm0528462,"Irish Film and Television Awards, IFTA Award"
233,nm0528462,"Flaiano International Prizes, Golden Pegasus"
234,nm0778831,"Berlin International Film Festival, EFP Shooting Star"
235,nm0778831,"BAFTA Awards, BAFTA TV Award"
236,nm0778831,"British Independent Film Awards, British Independent Film Award"
237,nm0778831,"Critics Choice Awards, Critics Choice Award"
238,nm0778831,"Irish Film and Television Awards, IFTA Award"
239,nm0778831,"London Critics Circle Film Awards, ALFS Award"
240,nm0778831,"National Society of Film Critics Awards, USA, NSFC Award"
241,nm0778831,"Capri, Hollywood, Capri European Actor of the Year Award"
242,nm0778831,"International Cinephile Society Awards, ICS Award"
243,nm0778831,"Utah Film Critics Association Awards, UFCA Award"
244,nm0778831,"Online Film & Television Association, OFTA Television Award"
245,nm0778831,"International Online Cinema Awards (INOCA), INOCA TV"
246,nm0778831,"Gold Derby Awards, Gold Derby TV Award"
247,nm0778831,"Gold Derby Awards, Gold Derby TV Award"
248,nm0778831,"Cinema World Fest Awards, Award of Excellence"
249,nm0778831,"European Cinematography Awards (ECA), November Award"
250,nm0778831,"Independent Shorts Awards, Platinum Award"
251,nm0778831,"Rome Prisma Independent Film Awards, Prisma Award"
252,nm0778831,"Crown Wood International Film Festival, Jury Prize"
253,nm0778831,"Hollywood Blood Horror Festival, October Award"
254,nm0778831,"New York Cinematography Awards, October Award"
255,nm0778831,"Vegas Movie Awards, Award of Excellence"
256,nm0778831,"Canadian Cinematography Awards, November Award"
257,nm0778831,"Los Angeles Cinematography AWARDS (LACA), October Award"
258,nm0778831,"Rome International Movie Awards, September Award"
259,nm0778831,"Rome International Movie Awards, September Award"
260,nm0778831,"Rameshwaram International Film Festival, Rameshwaram International Film Festival"
261,nm0778831,"Sweden Film Awards, Sweden Film Award"
262,nm0778831,"Across the Globe Film Festival, Across The Globe Award"
263,nm0778831,"Milan Gold Awards, May Silver Award"
264,nm0778831,"First international symbolic film festival, April-May Award"
265,nm0778831,"Robinson Film Awards, RFA October Award"
266,nm0778831,"V.i.Z Film Fest, Fall Award"
267,nm0778831,"Anatolian Short Film Festival, September Award"
268,nm0778831,"Golden Reel International Film Festival, December Award"
269,nm0778831,"Paris Short Film Awards, Jury Prize"
270,nm0778831,"Paris Film Awards, August Award"
271,nm0778831,"London Movie Awards, Honorable Mention"
272,nm0778831,"Crown Point International Film Festival, Best of Fest"
273,nm0778831,"Stockholm Film & Television Festival, Max von Sydow Award"
274,nm0778831,"Golden Horse International Film Festival, December Award"
275,nm0778831,"Future of Film Awards, January Award"
276,nm0778831,"Art Blocks International Film Festival, October Award"
277,nm0778831,"Athvikvaruni International Film Festival, December Award"
278,nm0778831,"TAMIZHAGAM INTERNATIONAL FILM FESTIVAL, Best of the Category"
279,nm0778831,"Golden Giraffe International Film Festival, Certficate of Achievement"
280,nm0778831,"Lily Indie Film Festival, Lily Film Fest Award"
281,nm0564516,
282,nm1096376,
283,nm0103258,
284,nm0397504,
285,nm0450140,
286,nm0628155,
287,nm0009411,
288,nm1100965,
289,nm1093998,
290,nm0182666,"IGN Summer Movie Awards, IGN People's Choice Award"
291,nm0182666,"CinEuphoria Awards, CinEuphoria"
292,nm1028861,
293,nm1155344,
294,nm0377580,"Danish Film Awards (Robert), Robert"
295,nm0000379,"Academy of Science Fiction, Fantasy & Horror Films, USA, Saturn Award"
296,nm0000379,"Academy of Science Fiction, Fantasy & Horror Films, USA, Saturn Award"
297,nm0000379,"Boston Society of Film Critics Awards, BSFC Award"
298,nm0000379,"Cannes Film Festival, Best Actress"
299,nm0000379,"Chicago Film Critics Association Awards, CFCA Award"
300,nm0000379,"Satellite Awards, Satellite Award"
301,nm0000379,"Kansas City Film Critics Circle Awards, KCFCC Award"
302,nm0000379,"Las Vegas Film Critics Society Awards, Sierra Award"
303,nm0000379,"Mar del Plata Film Festival, Best Actress"
304,nm0000379,"MTV Movie + TV Awards, MTV Movie Award"
305,nm0000379,"MTV Movie + TV Awards, MTV Movie Award"
306,nm0000379,"MTV Movie + TV Awards, MTV Movie Award"
307,nm0000379,"National Board of Review, USA, NBR Award"
308,nm0000379,"National Society of Film Critics Awards, USA, NSFC Award"
309,nm0000379,"Online Film Critics Society Awards, OFCS Award"
310,nm0000379,"Palm Springs International Film Festival, Ensemble Cast Award"
311,nm0000379,"Danish Film Awards (Robert), Robert"
312,nm0000379,"Screen Actors Guild Awards, Actor"
313,nm0000379,"ShoWest Convention, USA, ShoWest Award"
314,nm0000379,"Southeastern Film Critics Association Awards, SEFCA Award"
315,nm0000379,"Walk of Fame, Star on the Walk of Fame"
316,nm0000379,"YoungStar Awards, YoungStar Award"
317,nm0000379,"YoungStar Awards, YoungStar Award"
318,nm0000379,"Empire Awards, UK, Empire Award"
319,nm0000379,"Western Heritage Awards, Bronze Wrangler"
320,nm0000379,"Sant Jordi Awards, Sant Jordi"
321,nm0000379,"Fangoria Chainsaw Awards, Chainsaw Award"
322,nm0000379,"Austin Film Critics Association, AFCA Award"
323,nm0000379,"Washington DC Area Film Critics Association Awards, WAFCA Award"
324,nm0000379,"NRJ Ciné Awards, NRJ Ciné Award"
325,nm0000379,"Maui Film Festival, Pathfinder Award"
326,nm0000379,"Alliance of Women Film Journalists, EDA Award"
327,nm0000379,"Alliance of Women Film Journalists, EDA Special Mention Award"
328,nm0000379,"Critics Choice Television Awards, Critics' Choice TV Award"
329,nm0000379,"IGN Summer Movie Awards, IGN Award"
330,nm0000379,"Boston Online Film Critics Association, BOFCA Award"
331,nm0000379,"SESC Film Festival, Brazil, Critics Award"
332,nm0000379,"Oklahoma Film Critics Circle Awards, OFCC Award"
333,nm0000379,"Online Film & Television Association, OFTA Television Award"
334,nm0000379,"Ole Awards, Ole"
335,nm0000379,"Golden Schmoes Awards, Golden Schmoes"
336,nm0000379,"Women Film Critics Circle Awards, WFCC Award"
337,nm0000379,"International Online Cinema Awards (INOCA), Halfway Award"
338,nm0000379,"Phoenix Critics Circle, PCC Award"
339,nm0000379,"Madrid Fashion Film Festival, Festival Prize"
340,nm0000379,"Atlanta Film Critics Circle, AFCC Award"
341,nm0000379,"North Dakota Film Society, NDFS Award"
342,nm0000379,"San Francisco Bay Area Film Critics Circle, SFBAFCC Award"
343,nm0001001,"Academy of Science Fiction, Fantasy & Horror Films, USA, Golden Scroll"
344,nm0001001,"Florida Film Festival, Lifetime Achievement Award"
345,nm0001001,"Hollywood Film Awards, Hollywood Film Award"
346,nm0001001,"Walk of Fame, Star on the Walk of Fame"
347,nm0001001,"Golden Boot Awards, Golden Boot"
348,nm0001001,"TV Land Awards, TV Land Award"
349,nm0001001,"Action on Film International Film Festival, USA, Action on Film Award"
350,nm0440229,"Screen Actors Guild Awards, Actor"
351,nm0440229,"Screen Actors Guild Awards, Actor"
352,nm0440229,"Young Hollywood Awards, Young Hollywood Award"
353,nm0350079,"Florida Film Critics Circle Awards, FFCC Award"
354,nm0350079,"Florida Film Critics Circle Awards, FFCC Award"
355,nm0350079,"Imagen Foundation Awards, Imagen Award"
356,nm0350079,"Imagen Foundation Awards, Imagen Award"
357,nm0350079,"NAMIC Vision Awards, Vision Award"
358,nm0350079,"Screen Actors Guild Awards, Actor"
359,nm0350079,"Awards Circuit Community Awards, ACCA"
360,nm0350079,"All Def Movie Awards, All Def Movie Award"
361,nm0001505,"Chicago Film Critics Association Awards, Commitment to Chicago Award"
362,nm0001505,"Family Film Awards, Family Film Award"
363,nm0001505,"Satellite Awards, Humanitarian Award"
364,nm0001505,"Newport Beach Film Festival, Achievement Award"
365,nm0001505,"Santa Monica Film Festival, Moxie! Tribute Award"
366,nm0001505,"Venice Film Festival, Volpi Cup"
367,nm0001505,"Walk of Fame, Star on the Walk of Fame"
368,nm0001505,"Savannah Film Festival, Grand Prize"
369,nm0001505,"Capri, Hollywood, Capri Italian-American Award"
370,nm0001505,"Impact Docs Awards, Award of Excellence"
371,nm0001505,"Chicago/Midwest Emmy Awards, Chicago/Midwest Emmy"
372,nm0001505,"Los Angeles Film Awards, LAFA July Award"
373,nm0001075,"Primetime Emmy Awards, Primetime Emmy"
374,nm0001075,"News & Documentary Emmy Awards, Emmy"
375,nm0001075,"Boston Film Festival, Festival Prize"
376,nm0001075,"Western Heritage Awards, Bronze Wrangler"
377,nm0001075,"Western Heritage Awards, Bronze Wrangler"
378,nm0001075,"Maverick Movie Awards, Maverick Movie Award"
379,nm0001075,"Upper Midwest Regional Emmy Awards - National Academy of Television Arts & Sciences, Regional Emmy"
380,nm0001689,"Academy Awards, USA, Oscar"
381,nm0001689,"Academy of Science Fiction, Fantasy & Horror Films, USA, Saturn Award"
382,nm0001689,"American Comedy Awards, USA, American Comedy Award"
383,nm0001689,"Boston Society of Film Critics Awards, BSFC Award"
384,nm0001689,"Chicago Film Critics Association Awards, CFCA Award"
385,nm0001689,"Dallas-Fort Worth Film Critics Association Awards, DFWFCA Award"
386,nm0001689,"Golden Globes, USA, Golden Globe"
387,nm0001689,"Los Angeles Film Critics Association Awards, LAFCA Award"
388,nm0001689,"National Society of Film Critics Awards, USA, NSFC Award"
389,nm0001689,"Venice Film Festival, Pasinetti Award"
390,nm0001689,"Boston Film Festival, Film Excellence Award"
391,nm0001689,"Clarence Derwent Awards, Clarence Derwent Award"
392,nm0000155,"Academy Awards, USA, Oscar"
393,nm0000155,"Academy of Science Fiction, Fantasy & Horror Films, USA, Saturn Award"
394,nm0000155,"American Comedy Awards, USA, American Comedy Award"
395,nm0000155,"BAFTA Awards, BAFTA Film Award"
396,nm0000155,"CableACE Awards, CableACE"
397,nm0000155,"Casting Society of America, USA, Golden Apple Award"
398,nm0000155,"Dallas-Fort Worth Film Critics Association Awards, DFWFCA Award"
399,nm0000155,"Fantafestival, Best Actress"
400,nm0000155,"GLAAD Media Awards, Vanguard Award"
401,nm0000155,"Golden Globes, USA, Golden Globe"
402,nm0000155,"Golden Globes, USA, Golden Globe"
403,nm0000155,"Grammy Awards, Grammy"
404,nm0000155,"Hasty Pudding Theatricals, USA, Woman of the Year"
405,nm0000155,"Image Awards (NAACP), Image Award"
406,nm0000155,"Kansas City Film Critics Circle Awards, KCFCC Award"
407,nm0000155,"Kids' Choice Awards, USA, Blimp Award"
408,nm0000155,"Kids' Choice Awards, USA, Blimp Award"
409,nm0000155,"Kids' Choice Awards, USA, Blimp Award"
410,nm0000155,"Kids' Choice Awards, USA, Blimp Award"
411,nm0000155,"NAMIC Vision Awards, Vision Award"
412,nm0000155,"National Board of Review, USA, NBR Award"
413,nm0000155,"People's Choice Awards, USA, People's Choice Award"
414,nm0000155,"People's Choice Awards, USA, People's Choice Award"
415,nm0000155,"Provincetown International Film Festival, John Schlesinger Award"
416,nm0000155,"Santa Barbara International Film Festival, Ruby Award"
417,nm0000155,"ShoWest Convention, USA, ShoWest Award"
418,nm0000155,"US Comedy Arts Festival, AFI Star Award"
419,nm0000155,"Walk of Fame, Star on the Walk of Fame"
420,nm0000155,"Women in Film Crystal Awards, Crystal Award"
421,nm0000155,"Women in Film Crystal Awards, Humanitarian Award"
422,nm0000155,"Aftonbladet TV Prize, Sweden, TV Prize"
423,nm0000155,"Black Reel Awards, Black Reel"
424,nm0000155,"Gracie Allen Awards, Gracie"
425,nm0000155,"MovieGuide Awards, Grace Award"
426,nm0000155,"Made in NY Awards, MINY"
427,nm0000155,"New York Women in Film & Television, Muse Award"
428,nm0000155,"CinEuphoria Awards, CinEuphoria"
429,nm0000155,"Online Film & Television Association, OFTA Film Hall of Fame"
430,nm0000155,"The Stinkers Bad Movie Awards, Stinker Award"
431,nm0000155,"Bravo Otto, Bravo Otto Germany"
432,nm0000155,"Bravo Otto, Bravo Otto Germany"
433,nm0000155,"Essence Black Women in Hollywood, Honoree"
434,nm0000155,"Mark Twain Prize for American Humor, Mark Twain Prize"
435,nm0000155,"New Mexico Film Critics, Glenn Strange Honorary Award"
436,nm0200848,"Nika Awards, Nika"
437,nm0238454,"Nika Awards, Nika"
438,nm0238454,"Russian National Movie Awards, Georges Award"
439,nm0464475,"Sochi Open Russian Film Festival, Best Actress"
440,nm0051282,"Nika Awards, Nika"
441,nm0051282,"Nika Awards, Nika"
442,nm0051282,"Russian Guild of Film Critics, White Elephant"
443,nm0051282,"Sochi Open Russian Film Festival, Best Actor"
444,nm0560093,
445,nm0380231,"Young Artist Awards, Young Artist Award"
446,nm0492220,"Young Artist Awards, Young Artist Award"
447,nm0219301,
448,nm0000193,"Academy of Science Fiction, Fantasy & Horror Films, USA, Saturn Award"
449,nm0000193,"Hollywood Film Awards, Hollywood Film Award"
450,nm0000193,"Film Independent Spirit Awards, Robert Altman Award"
451,nm0000193,"People's Choice Awards, USA, People's Choice Award"
452,nm0000193,"People's Choice Awards, USA, People's Choice Award"
453,nm0000193,"Razzie Awards, Razzie Award"
454,nm0000193,"Razzie Awards, Razzie Award"
455,nm0000193,"Razzie Awards, Razzie Award"
456,nm0000193,"Razzie Awards, Razzie Award"
457,nm0000193,"ShoWest Convention, USA, ShoWest Award"
458,nm0000193,"MTV Movie Awards, Mexico, MTV Movie Award"
459,nm0000193,"Yoga Awards, Yoga Award"
460,nm0258250,
461,nm0196718,
462,nm1124035,
463,nm0931404,"British Independent Film Awards, British Independent Film Award"
464,nm0931404,"London Critics Circle Film Awards, ALFS Award"
465,nm0931404,"National Society of Film Critics Awards, USA, NSFC Award"
466,nm0931404,"International Cinephile Society Awards, ICS Award"
467,nm0931404,"Women Film Critics Circle Awards, Invisible Woman Award"
468,nm0001267,"Omaha Film Festival, Audience Award"
469,nm0431332,
470,nm0129071,
471,nm0000240,"Western Heritage Awards, Bronze Wrangler"
472,nm0000240,"Character and Morality in Entertainment Awards, Camie"
473,nm0000240,"Williamsburg Independent Film Festival, US, Best Breakout Director"
474,nm0005568,"Asian American International Film Festival, Asian Media Award"
475,nm0005568,"Asians On Film Festival, Best Drama"
476,nm0004911,
477,nm0006610,"Sundance Film Festival, Special Jury Prize"
478,nm0006610,"Ashland Independent Film Festival, Ashland Independent Film Award"
479,nm0000352,"Academy of Science Fiction, Fantasy & Horror Films, USA, Saturn Award"
480,nm0000352,"Sitges - Catalonian International Film Festival, Maria"
481,nm0000352,"Lone Star Film & Television Awards, Lone Star Film & Television Award"
482,nm0000352,"Nashville Film Festival, Special Award"
