,0,1
1243,nm0001447,"American Comedy Awards, USA, American Comedy Award"
1244,nm0001447,"Daytime Emmy Awards, Daytime Emmy"
1245,nm0001447,"Daytime Emmy Awards, Daytime Emmy"
1246,nm0001447,"Primetime Emmy Awards, Primetime Emmy"
1247,nm0001447,"GLAAD Media Awards, Vito Russo Award"
1248,nm0001447,"National Board of Review, USA, NBR Award"
1249,nm0001447,"People's Choice Awards, USA, People's Choice Award"
1250,nm0001447,"Screen Actors Guild Awards, Actor"
1251,nm0001447,"Walk of Fame, Star on the Walk of Fame"
1252,nm0001447,"DVD Exclusive Awards, DVDX Award"
1253,nm0001447,"GALECA: The Society of LGBTQ Entertainment Critics, Timeless Award"
1254,nm0001447,"Online Film & Television Association, OFTA Television Award"
1255,nm0001447,"Gold Derby Awards, Gold Derby TV Award"
1256,nm0000330,"Blockbuster Entertainment Awards, Blockbuster Entertainment Award"
1257,nm0000330,"Blockbuster Entertainment Awards, Blockbuster Entertainment Award"
1258,nm0000330,"CableACE Awards, ACE"
1259,nm0000330,"Daytime Emmy Awards, Daytime Emmy"
1260,nm0000330,"Primetime Emmy Awards, Primetime Emmy"
1261,nm0000330,"GLAAD Media Awards, Golden Gate Award"
1262,nm0000330,"London Critics Circle Film Awards, ALFS Award"
1263,nm0000330,"National Board of Review, USA, NBR Award"
1264,nm0000330,"People's Choice Awards, USA, People's Choice Award"
1265,nm0000330,"San Francisco International Film Festival, Peter J. Owens Award"
1266,nm0000330,"Screen Actors Guild Awards, Actor"
1267,nm0000330,"Online Film & Television Association, OFTA Television Award"
1268,nm0000330,"Online Film & Television Association, OFTA Television Award"
1269,nm0001383,"American Comedy Awards, USA, American Comedy Award"
1270,nm0001383,"American Comedy Awards, USA, American Comedy Award"
1271,nm0001383,"American Comedy Awards, USA, American Comedy Award"
1272,nm0001383,"CableACE Awards, CableACE"
1273,nm0001383,"Primetime Emmy Awards, Primetime Emmy"
1274,nm0001383,"Television Critics Association Awards, TCA Award"
1275,nm0001383,"Television Critics Association Awards, TCA Award"
1276,nm0001383,"TV Guide Awards, TV Guide Award"
1277,nm0001383,"Viewers for Quality Television Awards, Q Award"
1278,nm0001383,"Viewers for Quality Television Awards, Q Award"
1279,nm0001383,"Viewers for Quality Television Awards, Q Award"
1280,nm0001383,"Viewers for Quality Television Awards, Q Award"
1281,nm0379714,
1282,nm0951278,
1283,nm0686470,"ALMA Awards, Lifetime Achievement Award"
1284,nm0686470,"Satellite Awards, Satellite Award"
1285,nm0686470,"Imagen Foundation Awards, Imagen Award"
1286,nm0686470,"Imagen Foundation Awards, Lifetime Achievement Award"
1287,nm0686470,"Västeras Film Festival, Festival Award"
1288,nm0934902,"Primetime Emmy Awards, Primetime Emmy"
1289,nm0934902,"Image Awards (NAACP), Image Award"
1290,nm0934902,"Image Awards (NAACP), Image Award"
1291,nm0934902,"St. Louis International Film Festival, Lifetime Achievement Award"
1292,nm0001287,"Blockbuster Entertainment Awards, Blockbuster Entertainment Award"
1293,nm0001287,"Florida Film Critics Circle Awards, FFCC Award"
1294,nm0001287,"Hollywood Film Awards, Hollywood Film Award"
1295,nm0001287,"MTV Movie + TV Awards, MTV Movie Award"
1296,nm0001287,"San Diego International Film Festival, Special Achievement Award"
1297,nm0001287,"ShoWest Convention, USA, ShoWest Award"
1298,nm0000729,"Academy Awards, USA, Oscar"
1299,nm0000729,"Boston Society of Film Critics Awards, BSFC Award"
1300,nm0000729,"BAFTA Awards, BAFTA Film Award"
1301,nm0000729,"Critics Choice Awards, Critics Choice Award"
1302,nm0000729,"Chicago Film Critics Association Awards, CFCA Award"
1303,nm0000729,"Dallas-Fort Worth Film Critics Association Awards, DFWFCA Award"
1304,nm0000729,"Florida Film Critics Circle Awards, FFCC Award"
1305,nm0000729,"Gijón International Film Festival, AISGE Award"
1306,nm0000729,"Golden Globes, USA, Golden Globe"
1307,nm0000729,"Satellite Awards, Satellite Award"
1308,nm0000729,"Gotham Awards, Gotham Independent Film Award"
1309,nm0000729,"Hollywood Film Awards, Hollywood Breakthrough Award"
1310,nm0000729,"Film Independent Spirit Awards, Independent Spirit Award"
1311,nm0000729,"Irish Film and Television Awards, IFTA Award"
1312,nm0000729,"Kansas City Film Critics Circle Awards, KCFCC Award"
1313,nm0000729,"Karlovy Vary International Film Festival, President's Award"
1314,nm0000729,"Las Vegas Film Critics Society Awards, Sierra Award"
1315,nm0000729,"London Critics Circle Film Awards, ALFS Award"
1316,nm0000729,"National Board of Review, USA, NBR Award"
1317,nm0000729,"National Board of Review, USA, NBR Award"
1318,nm0000729,"National Society of Film Critics Awards, USA, NSFC Award"
1319,nm0000729,"National Society of Film Critics Awards, USA, NSFC Award"
1320,nm0000729,"New York Film Critics Circle Awards, NYFCC Award"
1321,nm0000729,"Online Film Critics Society Awards, OFCS Award"
1322,nm0000729,"Palm Springs International Film Festival, Desert Palm Achievement Award"
1323,nm0000729,"Prism Awards, Prism Award"
1324,nm0000729,"San Diego Film Critics Society Awards, SDFCS Award"
1325,nm0000729,"Santa Barbara International Film Festival, Cinema Vanguard Award"
1326,nm0000729,"Santa Barbara International Film Festival, Virtuoso Award"
1327,nm0000729,"Screen Actors Guild Awards, Actor"
1328,nm0000729,"Southeastern Film Critics Association Awards, SEFCA Award"
1329,nm0000729,"Venice Film Festival, Biografilm Award"
1330,nm0000729,"San Francisco Film Critics Circle, SFFCC Award"
1331,nm0000729,"Vancouver Film Critics Circle, VFCC Award"
1332,nm0000729,"Phoenix Film Critics Society Awards, PFCS Award"
1333,nm0000729,"Capri, Hollywood, Capri Ensemble Cast Award"
1334,nm0000729,"Austin Film Critics Association, AFCA Award"
1335,nm0000729,"Washington DC Area Film Critics Association Awards, WAFCA Award"
1336,nm0000729,"Telluride Film Festival, US, Silver Medallion Award"
1337,nm0000729,"International Cinephile Society Awards, ICS Award"
1338,nm0000729,"North Texas Film Critics Association, US, NTFCA Award"
1339,nm0000729,"St. Louis Film Critics Association, US, SLFCA Award"
1340,nm0000729,"St. Louis Film Critics Association, US, SLFCA Award"
1341,nm0000729,"Alliance of Women Film Journalists, EDA Award"
1342,nm0000729,"Detroit Film Critics Society Awards, DFCS Award"
1343,nm0000729,"New York Film Critics, Online, NYFCO Award"
1344,nm0000729,"Indiana Film Journalists Association, US, IFJA Award"
1345,nm0000729,"Iowa Film Critics Awards, IFC Award"
1346,nm0000729,"Denver Film Critics Society, DFCS Award"
1347,nm0000729,"IGN Summer Movie Awards, IGN Award"
1348,nm0000729,"Georgia Film Critics Association (GAFCA), GAFCA Award"
1349,nm0000729,"Boston Online Film Critics Association, BOFCA Award"
1350,nm0000729,"Utah Film Critics Association Awards, UFCA Award"
1351,nm0000729,"Oklahoma Film Critics Circle Awards, OFCC Award"
1352,nm0000729,"Houston Film Critics Society Awards, HFCS Award"
1353,nm0000729,"Online Film & Television Association, OFTA Film Award"
1354,nm0000729,"Village Voice Film Poll, VVFP Award"
1355,nm0000729,"Awards Circuit Community Awards, ACCA"
1356,nm0000729,"Women Film Critics Circle Awards, WFCC Award"
1357,nm0000729,"International Online Cinema Awards (INOCA), INOCA"
1358,nm0000729,"Indiewire Critics' Poll, ICP Award"
1359,nm0000729,"North Carolina Film Critics Association, NCFCA Award"
1360,nm0000729,"Phoenix Critics Circle, PCC Award"
1361,nm0000729,"Gold Derby Awards, Gold Derby Film Award"
1362,nm0000729,"Gold Derby Awards, Gold Derby Film Award"
1363,nm0000729,"Nevada Film Critics Society, NFCS Award"
1364,nm0000729,"AACTA International Awards, AACTA International Award"
1365,nm0000729,"Riviera International Film Festival, Icon Award"
1366,nm0000729,"Hawaii Film Critics Society, HFCS Award"
1367,nm0000729,"Chicago Independent Film Critics Circle Awards, CIFCC Award"
1368,nm0000729,"Seattle Film Critics Society, SFCS Award"
1369,nm0005561,"Lone Star Film & Television Awards, Special Award"
1370,nm0005561,"News & Documentary Emmy Awards, Emmy"
1371,nm0005561,"Santa Barbara International Film Festival, Bruce Corwin Award"
1372,nm0005561,"Oldenburg Film Festival, German Independence Honorary Award"
1373,nm0005561,"Vail Film Festival, Festival Award"
1374,nm0005561,"Accolade Competition, Award of Excellence"
1375,nm0005561,"Red Rock Film Festival, Grand Jury Prize"
1376,nm0005561,"River Bend Film Festival, US, Best Short Comedy"
1377,nm0005561,"LA Indie Film Fest, Jury Award"
1378,nm0005561,"High Desert International Film Festival, Festival Prize"
1379,nm0005561,"High Desert International Film Festival, Festival Prize"
1380,nm0005561,"High Desert International Film Festival, Festival Prize"
1381,nm0005561,"Texas Film Awards, Texas Film Hall of Fame"
1382,nm0899681,"Gotham Awards, Gotham Independent Film Award"
1383,nm0899681,"Paris Film Festival, Best Actor"
1384,nm0899681,"Pula Film Festival, Golden Arena"
1385,nm0000288,"Academy Awards, USA, Oscar"
1386,nm0000288,"Academy of Science Fiction, Fantasy & Horror Films, USA, Saturn Award"
1387,nm0000288,"Boston Society of Film Critics Awards, BSFC Award"
1388,nm0000288,"Boston Society of Film Critics Awards, BSFC Award"
1389,nm0000288,"Critics Choice Awards, Critics Choice Award"
1390,nm0000288,"Critics Choice Awards, Critics Choice Award"
1391,nm0000288,"Critics Choice Awards, Critics Choice Award"
1392,nm0000288,"Sitges - Catalonian International Film Festival, Best Actor"
1393,nm0000288,"Chicago Film Critics Association Awards, CFCA Award"
1394,nm0000288,"Dallas-Fort Worth Film Critics Association Awards, DFWFCA Award"
1395,nm0000288,"Dallas-Fort Worth Film Critics Association Awards, DFWFCA Award"
1396,nm0000288,"Florida Film Critics Circle Awards, FFCC Award"
1397,nm0000288,"Golden Globes, USA, Golden Globe"
1398,nm0000288,"Golden Globes, USA, Golden Globe"
1399,nm0000288,"Satellite Awards, Satellite Award"
1400,nm0000288,"Satellite Awards, Satellite Award"
1401,nm0000288,"Satellite Awards, Satellite Award"
1402,nm0000288,"Film Independent Spirit Awards, Robert Altman Award"
1403,nm0000288,"Kansas City Film Critics Circle Awards, KCFCC Award"
1404,nm0000288,"Kansas City Film Critics Circle Awards, KCFCC Award"
1405,nm0000288,"Las Vegas Film Critics Society Awards, Sierra Award"
1406,nm0000288,"London Critics Circle Film Awards, ALFS Award"
1407,nm0000288,"National Board of Review, USA, NBR Award"
1408,nm0000288,"National Board of Review, USA, Special Citation"
1409,nm0000288,"Online Film Critics Society Awards, OFCS Award"
1410,nm0000288,"Palm Springs International Film Festival, Ensemble Cast Award"
1411,nm0000288,"Palm Springs International Film Festival, Ensemble Cast Award"
1412,nm0000288,"San Diego Film Critics Society Awards, Special Award"
1413,nm0000288,"Screen Actors Guild Awards, Actor"
1414,nm0000288,"Teen Choice Awards, Teen Choice Award"
1415,nm0000288,"Young Artist Awards, Young Artist Award"
1416,nm0000288,"Empire Awards, UK, Empire Award"
1417,nm0000288,"Seattle Film Critics Awards, Seattle Film Critics Award"
1418,nm0000288,"Vancouver Film Critics Circle, VFCC Award"
1419,nm0000288,"Phoenix Film Critics Society Awards, PFCS Award"
1420,nm0000288,"Phoenix Film Critics Society Awards, PFCS Award"
1421,nm0000288,"Chlotrudis Awards, Chlotrudis Award"
1422,nm0000288,"Fangoria Chainsaw Awards, Chainsaw Award"
1423,nm0000288,"Central Ohio Film Critics Association, COFCA Award"
1424,nm0000288,"Central Ohio Film Critics Association, COFCA Award"
1425,nm0000288,"Central Ohio Film Critics Association, COFCA Award"
1426,nm0000288,"Austin Film Critics Association, AFCA Award"
1427,nm0000288,"Washington DC Area Film Critics Association Awards, WAFCA Award"
1428,nm0000288,"Telluride Film Festival, US, Silver Medallion Award"
1429,nm0000288,"North Texas Film Critics Association, US, NTFCA Award"
1430,nm0000288,"St. Louis Film Critics Association, US, SLFCA Award"
1431,nm0000288,"Alliance of Women Film Journalists, EDA Award"
1432,nm0000288,"Detroit Film Critics Society Awards, DFCS Award"
1433,nm0000288,"New York Film Critics, Online, NYFCO Award"
1434,nm0000288,"New York Film Critics, Online, NYFCO Award"
1435,nm0000288,"Indiana Film Journalists Association, US, IFJA Award"
1436,nm0000288,"Iowa Film Critics Awards, IFC Award"
1437,nm0000288,"Denver Film Critics Society, DFCS Award"
1438,nm0000288,"IGN Summer Movie Awards, IGN Award"
1439,nm0000288,"SESC Film Festival, Brazil, Critics Award"
1440,nm0000288,"Utah Film Critics Association Awards, UFCA Award"
1441,nm0000288,"Oklahoma Film Critics Circle Awards, OFCC Award"
1442,nm0000288,"Houston Film Critics Society Awards, HFCS Award"
1443,nm0000288,"Houston Film Critics Society Awards, HFCS Award"
1444,nm0000288,"Online Film & Television Association, OFTA Film Award"
1445,nm0000288,"Awards Circuit Community Awards, ACCA"
1446,nm0000288,"Awards Circuit Community Awards, Davis Award"
1447,nm0000288,"Awards Circuit Community Awards, ACCA"
1448,nm0000288,"Italian Online Movie Awards (IOMA), IOMA"
1449,nm0000288,"Golden Schmoes Awards, Golden Schmoes"
1450,nm0000288,"International Online Cinema Awards (INOCA), INOCA"
1451,nm0000288,"Nevada Film Critics Society, NFCS Award"
1452,nm0000288,"Yoga Awards, Yoga Award"
1453,nm0000288,"Russian National Movie Awards, Georges Award"
1454,nm0000288,"Hawaii Film Critics Society, HFCS Award"
1455,nm0000288,"Philadelphia Film Critics Circle Awards, PFCC Award"
1456,nm0000288,"Music City Film Critics' Association Awards, MCFCA Award"
1457,nm0857620,"Primetime Emmy Awards, Primetime Emmy"
1458,nm0857620,"Primetime Emmy Awards, Primetime Emmy"
1459,nm0857620,"Online Film & Television Association, OFTA Television Award"
1460,nm0524197,"Teen Choice Awards, Teen Choice Award"
1461,nm0524197,"IF Awards, IF Award"
1462,nm0524197,"Vail Film Festival, Contribution to Film"
1463,nm0524197,"Gold Movie Awards, Best of the Year Award"
1464,nm0756083,"Massachusetts Independent Film Festival, Festival Prize"
1465,nm6454259,
1466,nm1026113,
1467,nm1086610,
1468,nm1087332,
1469,nm1087229,"Lucerne International Film Festival, Best Feature Film"
1470,nm6454258,
1471,nm5796166,
1472,nm3046066,
1473,nm0000126,"Academy Awards, USA, Oscar"
1474,nm0000126,"Academy Awards, USA, Oscar"
1475,nm0000126,"Berlin International Film Festival, Silver Berlin Bear"
1476,nm0000126,"Critics Choice Awards, Lifetime Achievement Award"
1477,nm0000126,"César Awards, France, Honorary César"
1478,nm0000126,"CINE Competition, CINE Golden Eagle"
1479,nm0000126,"Dallas-Fort Worth Film Critics Association Awards, DFWFCA Award"
1480,nm0000126,"Dallas-Fort Worth Film Critics Association Awards, DFWFCA Award"
1481,nm0000126,"Directors Guild of America, USA, DGA Award"
1482,nm0000126,"Primetime Emmy Awards, Primetime Emmy"
1483,nm0000126,"Ghent International Film Festival, Joseph Plateau Honorary Award"
1484,nm0000126,"Golden Apple Awards, Golden Apple"
1485,nm0000126,"Golden Camera, Germany, Golden Camera"
1486,nm0000126,"Golden Globes, USA, Golden Globe"
1487,nm0000126,"Golden Globes, USA, Golden Globe"
1488,nm0000126,"Golden Globes, USA, Golden Globe"
1489,nm0000126,"Guild of German Art House Cinemas, Guild Film Award - Gold"
1490,nm0000126,"Hasty Pudding Theatricals, USA, Man of the Year"
1491,nm0000126,"Film Independent Spirit Awards, Special Distinction Award"
1492,nm0000126,"Italian National Syndicate of Film Journalists, International Silver Ribbon"
1493,nm0000126,"Las Vegas Film Critics Society Awards, Sierra Award"
1494,nm0000126,"National Board of Review, USA, NBR Award"
1495,nm0000126,"National Board of Review, USA, NBR Award"
1496,nm0000126,"Palm Springs International Film Festival, Ensemble Cast Award"
1497,nm0000126,"Palm Springs International Film Festival, Career Achievement Award"
1498,nm0000126,"People's Choice Awards, USA, People's Choice Award"
1499,nm0000126,"People's Choice Awards, USA, People's Choice Award"
1500,nm0000126,"People's Choice Awards, USA, People's Choice Award"
1501,nm0000126,"PGA Awards, PGA Award"
1502,nm0000126,"Razzie Awards, Razzie Award"
1503,nm0000126,"Danish Film Awards (Robert), Robert"
1504,nm0000126,"Screen Actors Guild Awards, Actor"
1505,nm0000126,"Screen Actors Guild Awards, Actor"
1506,nm0000126,"Walk of Fame, Star on the Walk of Fame"
1507,nm0000126,"Western Heritage Awards, Bronze Wrangler"
1508,nm0000126,"Western Heritage Awards, Bronze Wrangler"
1509,nm0000126,"Western Heritage Awards, Bronze Wrangler"
1510,nm0000126,"Western Heritage Awards, Inductee"
1511,nm0000126,"Western Heritage Awards, Bronze Wrangler"
1512,nm0000126,"American Indian Film Festival, American Indian Movie Award"
1513,nm0000126,"San Francisco Film Critics Circle, SFFCC Award"
1514,nm0000126,"Kinema Junpo Awards, Kinema Junpo Award"
1515,nm0000126,"Kinema Junpo Awards, Readers' Choice Award"
1516,nm0000126,"Mainichi Film Concours, Mainichi Film Concours"
1517,nm0000126,"Association of Polish Filmmakers Critics Awards, Golden Reel"
1518,nm0000126,"CinemaCon, USA, CinemaCon Award"
1519,nm0000126,"Jupiter Award, Jupiter Award"
1520,nm0000126,"Jupiter Award, Jupiter Award"
1521,nm0000126,"Jupiter Award, Jupiter Award"
1522,nm0000126,"Guinness World Record Award, Guinness World Record"
1523,nm0000126,"AARP Movies for Grownups Awards, Career Achievement Award"
1524,nm0000126,"Yoga Awards, Yoga Award"
1525,nm0000126,"Yoga Awards, Yoga Award"
1526,nm0000126,"Yoga Awards, Yoga Award"
1527,nm0000126,"Bravo Otto, Bravo Otto Germany"
1528,nm0000126,"Bravo Otto, Bravo Otto Germany"
1529,nm0000126,"Critics Choice Super Awards, CCA Super Award"
1530,nm0339304,"Boston Society of Film Critics Awards, BSFC Award"
1531,nm0339304,"Gemini Awards, Gemini"
1532,nm0339304,"Satellite Awards, Golden Satellite Award"
1533,nm0339304,"Film Independent Spirit Awards, Robert Altman Award"
1534,nm0339304,"Fargo Film Festival, Best Actor"
1535,nm0339304,"Naperville Independent Film Festival, NIFF"
1536,nm0339304,"Twister Alley International Film Festival, Twister Award"
1537,nm0339304,"Los Angeles Independent Film Festival Awards, LAIFF June Award"
1538,nm0238057,
1539,nm0177020,
1540,nm0000131,"Blockbuster Entertainment Awards, Blockbuster Entertainment Award"
1541,nm0000131,"Chicago Film Critics Association Awards, Commitment to Chicago Award"
1542,nm0000131,"Chicago Film Critics Association Awards, CFCA Award"
1543,nm0000131,"Satellite Awards, Special Achievement Award"
1544,nm0000131,"Walk of Fame, Star on the Walk of Fame"
1545,nm0000131,"Canadian Screen Awards, CA, Canadian Screen Award"
1546,nm0000131,"Fright Meter Awards, Fright Meter Award"
1547,nm0000131,"Almeria Western Film Festival, Grand Jury Award"
1548,nm0005013,"Berlin International Film Festival, Honorable Mention"
1549,nm0005013,"Berlin International Film Festival, EFP Shooting Star"
1550,nm0005013,"Bratislava International Film Festival, Best Actress"
1551,nm0005013,"Bratislava International Film Festival, Best Actress"
1552,nm0005013,"Zulu Awards, Zulu"
1553,nm0521974,"New York Comedy Festival, Best Short"
1554,nm0085312,"Blockbuster Entertainment Awards, Blockbuster Entertainment Award"
1555,nm0085312,"Kids' Choice Awards, USA, Blimp Award"
1556,nm0085312,"MTV Movie + TV Awards, Comedic Genius Award"
1557,nm0085312,"Phoenix Film Festival, Copper Wing Award"
1558,nm0085312,"ShoWest Convention, USA, Special Award"
1559,nm0085312,"Walk of Fame, Star on the Walk of Fame"
1560,nm0085312,"DVD Exclusive Awards, DVDX Award"
1561,nm0085312,"CinemaCon, USA, CinemaCon Award"
1562,nm0085312,"Behind the Voice Actors Awards, BTVA Feature Film Voice Acting Award"
1563,nm0085312,"NAVGTR Awards, NAVGTR Award"
1564,nm0085312,"Spike Video Game Awards, VGA"
1565,nm0085312,"Spike Video Game Awards, VGA"
1566,nm0085312,"Spike Video Game Awards, VGA"
1567,nm0085312,"Children's & Family Emmy Awards, Emmy"
1568,nm0000226,"Academy Awards, USA, Oscar"
1569,nm0000226,"Academy of Science Fiction, Fantasy & Horror Films, USA, Saturn Award"
1570,nm0000226,"ASCAP Film and Television Music Awards, ASCAP Award"
1571,nm0000226,"ASCAP Film and Television Music Awards, ASCAP Award"
1572,nm0000226,"ASCAP Film and Television Music Awards, ASCAP Award"
1573,nm0000226,"BET Awards, BET Award"
1574,nm0000226,"BET Awards, BET Award"
1575,nm0000226,"BET Awards, BET Award"
1576,nm0000226,"Blockbuster Entertainment Awards, Blockbuster Entertainment Award"
1577,nm0000226,"Blockbuster Entertainment Awards, Blockbuster Entertainment Award"
1578,nm0000226,"BAFTA Awards, BAFTA Film Award"
1579,nm0000226,"Critics Choice Awards, Critics Choice Award"
1580,nm0000226,"César Awards, France, Honorary César"
1581,nm0000226,"Golden Globes, USA, Golden Globe"
1582,nm0000226,"Grammy Awards, Grammy"
1583,nm0000226,"Grammy Awards, Grammy"
1584,nm0000226,"Grammy Awards, Grammy"
1585,nm0000226,"Heartland International Film Festival, Pioneering Spirit Award"
1586,nm0000226,"Hollywood Film Awards, Hollywood Film Award"
1587,nm0000226,"Image Awards (NAACP), Image Award"
1588,nm0000226,"Image Awards (NAACP), Image Award"
1589,nm0000226,"Kids' Choice Awards, USA, Blimp Award"
1590,nm0000226,"Kids' Choice Awards, USA, Blimp Award"
1591,nm0000226,"MTV Movie + TV Awards, MTV Generation Award"
1592,nm0000226,"MTV Movie + TV Awards, MTV Movie Award"
1593,nm0000226,"National Board of Review, USA, NBR Award"
1594,nm0000226,"Palm Springs International Film Festival, Ensemble Cast Award"
1595,nm0000226,"Palm Springs International Film Festival, Creative Impact in Acting Award"
1596,nm0000226,"People's Choice Awards, USA, People's Choice Award"
1597,nm0000226,"Razzie Awards, Redeemer Award"
1598,nm0000226,"Razzie Awards, Razzie Award"
1599,nm0000226,"Razzie Awards, Razzie Award"
1600,nm0000226,"Santa Barbara International Film Festival, Outstanding Performer of the Year Award"
1601,nm0000226,"Santa Barbara International Film Festival, Modern Master Award"
1602,nm0000226,"Sci-Fi Universe Magazine, USA, Universe Reader's Choice Award"
1603,nm0000226,"Screen Actors Guild Awards, Actor"
1604,nm0000226,"ShoWest Convention, USA, ShoWest Award"
1605,nm0000226,"ShoWest Convention, USA, ShoWest Award"
1606,nm0000226,"ShoWest Convention, USA, Special Award"
1607,nm0000226,"ShoWest Convention, USA, ShoWest Award"
1608,nm0000226,"Teen Choice Awards, Teen Choice Award"
1609,nm0000226,"Black Reel Awards, Black Reel"
1610,nm0000226,"Black Reel Awards, Black Reel"
1611,nm0000226,"Black Movie Awards, Black Movie Award"
1612,nm0000226,"NRJ Ciné Awards, NRJ Ciné Award"
1613,nm0000226,"NRJ Ciné Awards, NRJ Ciné Award"
1614,nm0000226,"NRJ Ciné Awards, NRJ Ciné Award"
1615,nm0000226,"African-American Film Critics Association (AAFCA), Beacon Award"
1616,nm0000226,"African-American Film Critics Association (AAFCA), AAFCA Award"
1617,nm0000226,"African-American Film Critics Association (AAFCA), AAFCA Award"
1618,nm0000226,"Jupiter Award, Jupiter Award"
1619,nm0000226,"Jupiter Award, Jupiter Award"
1620,nm0000226,"Women Film Critics Circle Awards, WFCC Award"
1621,nm0000226,"MTV Video Music Awards (VMA), VMA"
1622,nm0000226,"Black Film Critics Circle Awards, BFCC Award"
1623,nm0000226,"AARP Movies for Grownups Awards, Movies for Grownups Award"
1624,nm0000226,"All Def Movie Awards, All Def Movie Award"
1625,nm0000226,"iHeartRadio Much Music Video Awards, MuchMusic Video Award"
1626,nm0000226,"YouTube Creator Awards, Gold Creator Award"
1627,nm0000226,"MTV Europe Music Awards, MTV Europe Music Award"
1628,nm0000226,"American Music Awards, American Music Award"
1629,nm0000226,"American Music Awards, American Music Award"
1630,nm0000226,"American Music Awards, American Music Award"
1631,nm0000226,"American Music Awards, American Music Award"
1632,nm0000226,"LifeArt Festival, TV Award"
1633,nm0000226,"Silver Horn Film & TV Awards, Silver Horn Film & TV Award"
1634,nm0000226,"NRJ Music Awards, NRJ Music Award"
1635,nm0000226,"MOBO Awards, MOBO Award"
1636,nm0000354,"Academy Awards, USA, Oscar"
1637,nm0000354,"Berlin International Film Festival, Silver Berlin Bear"
1638,nm0000354,"Berlin International Film Festival, Silver Berlin Bear"
1639,nm0000354,"Blockbuster Entertainment Awards, Blockbuster Entertainment Award"
1640,nm0000354,"Critics Choice Awards, Joel Siegel Award"
1641,nm0000354,"Chicago Film Critics Association Awards, CFCA Award"
1642,nm0000354,"Florida Film Critics Circle Awards, FFCC Award"
1643,nm0000354,"Golden Globes, USA, Golden Globe"
1644,nm0000354,"Satellite Awards, Satellite Award"
1645,nm0000354,"Gotham Awards, Tribute Award"
1646,nm0000354,"Humanitas Prize, Humanitas Prize"
1647,nm0000354,"Las Vegas Film Critics Society Awards, Sierra Award"
1648,nm0000354,"National Board of Review, USA, NBR Award"
1649,nm0000354,"National Board of Review, USA, NBR Award"
1650,nm0000354,"National Board of Review, USA, Special Achievement Award"
1651,nm0000354,"Palm Springs International Film Festival, Chairman's Award"
1652,nm0000354,"People's Choice Awards, USA, People's Choice Award"
1653,nm0000354,"Screen Actors Guild Awards, Actor"
1654,nm0000354,"ShoWest Convention, USA, ShoWest Award"
1655,nm0000354,"ShoWest Convention, USA, ShoWest Award"
1656,nm0000354,"Walk of Fame, Star on the Walk of Fame"
1657,nm0000354,"Empire Awards, UK, Empire Award"
1658,nm0000354,"Empire Awards, UK, Empire Award"
1659,nm0000354,"Western Heritage Awards, Bronze Wrangler"
1660,nm0000354,"Western Heritage Awards, Bronze Wrangler"
1661,nm0000354,"BAFTA/LA Britannia Awards, Britannia Award"
1662,nm0000354,"Capri, Hollywood, Capri Ensemble Cast Award"
1663,nm0000354,"Central Ohio Film Critics Association, COFCA Award"
1664,nm0000354,"Houston Film Critics Society Awards, Humanitarian Award"
1665,nm0000354,"Awards Circuit Community Awards, ACCA"
1666,nm0000354,"Gold Derby Awards, Gold Derby Film Award"
1667,nm0000354,"All Def Movie Awards, All Def Movie Award"
1668,nm0000354,"Russian National Movie Awards, Georges Award"
1669,nm0000354,"Hollywood Critics Association Midseason Awards, HCA Award"
1670,nm0000234,"Academy Awards, USA, Oscar"
1671,nm0000234,"Academy of Science Fiction, Fantasy & Horror Films, USA, Saturn Award"
1672,nm0000234,"Bambi Awards, Bambi"
1673,nm0000234,"Berlin International Film Festival, Silver Berlin Bear"
1674,nm0000234,"Critics Choice Awards, Critics Choice Award"
1675,nm0000234,"Camerimage, Krzysztof Kieslowski Award"
1676,nm0000234,"Chicago Film Critics Association Awards, CFCA Award"
1677,nm0000234,"Costume Designers Guild Awards, Spotlight Award"
1678,nm0000234,"Dallas-Fort Worth Film Critics Association Awards, DFWFCA Award"
1679,nm0000234,"GLAAD Media Awards, Vanguard Award"
1680,nm0000234,"Golden Camera, Germany, Golden Camera"
1681,nm0000234,"Satellite Awards, Golden Satellite Award"
1682,nm0000234,"Gotham Awards, Tribute Award"
1683,nm0000234,"Hasty Pudding Theatricals, USA, Woman of the Year"
1684,nm0000234,"Hollywood Film Awards, Hollywood Film Award"
1685,nm0000234,"Film Independent Spirit Awards, Independent Spirit Award"
1686,nm0000234,"Film Independent Spirit Awards, Independent Spirit Award"
1687,nm0000234,"Kansas City Film Critics Circle Awards, KCFCC Award"
1688,nm0000234,"Las Vegas Film Critics Society Awards, Sierra Award"
1689,nm0000234,"Milano International Film Festival Awards (MIFF Awards), Best Actress"
1690,nm0000234,"MTV Movie + TV Awards, MTV Movie Award"
1691,nm0000234,"National Board of Review, USA, NBR Award"
1692,nm0000234,"National Society of Film Critics Awards, USA, NSFC Award"
1693,nm0000234,"Palm Springs International Film Festival, International Star Award"
1694,nm0000234,"Palm Springs International Film Festival, Indie Impact Award"
1695,nm0000234,"Palm Springs International Film Festival, Chairman's Vanguard Award"
1696,nm0000234,"Palm Springs International Film Festival, Desert Palm Achievement Award"
1697,nm0000234,"Santa Barbara International Film Festival, Outstanding Performer of the Year Award"
1698,nm0000234,"Screen Actors Guild Awards, Actor"
