0,1
tt0383929,"['Reparto y equipo', 'Reseñas de usuarios', 'Curiosidades', 'IMDbPro', 'Todos los temas', 'Black August', '2007', 'Not Rated', '1h 56min', 'PUNTUACIÓN EN IMDb', '6,4', '/10', '304', 'TU PUNTUACIÓN', 'Puntuar', ' Reproducir trailer con sonido1:44', '1 VÍDEO', '2 IMÁGENES', 'Drama', 'Añade un argumento en tu idioma', ""Inmate activist George Lester Jackson's short life became a flashpoint for revolution, igniting the bloodiest riot in San Quentin's history."", 'Dirección', 'Samm Styles', 'Reparto principal', 'Gary DourdanDarren BridgettEzra J. Stanley', 'Ver la información de la producción en IMDbPro', 'Añade a mi lista de seguimiento', '5', 'Reseñas de usuarios', '5', 'Reseñas de críticos']"
tt0385543,"['Reparto y equipo', 'Reseñas de usuarios', 'Curiosidades', 'Preguntas frecuentes', 'IMDbPro', 'Todos los temas', 'Bell Witch: The Movie', '2007', 'Not Rated', '1h 39min', 'PUNTUACIÓN EN IMDb', '3,8', '/10', '185', 'TU PUNTUACIÓN', 'Puntuar', 'Reproducir trailer2:00', '2 VÍDEOS', '4 IMÁGENES', 'Drama', 'Terror', 'Añade un argumento en tu idioma', 'In the early 1800s, A family is torn apart after attracting the demonic attention of the Bell Witch. The only hope of escaping torment is death...and this ancient spirit is more than happy to help. Every bump in the night and walk through the woods builds suspense in this old fashioned ghost story based on the historically documented 19th century Bell Witch haunting i... Leer todo', 'Dirección', 'Shane Marr', 'Guión', 'Jay GuffeyShane Marr', 'Reparto principal', 'Betsy PalmerCody NewtonJ.D. Hart', 'Ver la información de la producción en IMDbPro', 'Añade a mi lista de seguimiento', '10', 'Reseñas de usuarios', '2', 'Reseñas de críticos']"
tt0385277,"['Reparto y equipo', 'Reseñas de usuarios', 'Curiosidades', 'Preguntas frecuentes', 'IMDbPro', 'Todos los temas', 'Santouri', '2007', '1h 47min', 'PUNTUACIÓN EN IMDb', '7,5', '/10', '9,3 mil', 'TU PUNTUACIÓN', 'Puntuar', 'Drama', 'Musical', 'Romance', 'Añade un argumento en tu idioma', ""Not being able to work because of the religious country's prejudice against music, a talented Santour player has to deal with poverty, addiction and the absence of his ex-wife."", 'Dirección', 'Dariush Mehrjui', 'Guión', 'Dariush MehrjuiVahidéa Mohammadi', 'Reparto principal', 'Bahram RadanGolshifteh FarahaniMasoud Rayegan', 'Ver la información de la producción en IMDbPro', 'Añade a mi lista de seguimiento', 'Añadido por 7,9 mil usuarios', '8', 'Reseñas de usuarios', '11', 'Reseñas de críticos']"
tt0385488,"['Reparto y equipo', 'Reseñas de usuarios', 'Curiosidades', 'IMDbPro', 'Todos los temas', '13 French Street', '2007', '1h 29min', 'PUNTUACIÓN EN IMDb', '5,9', '/10', '94', 'TU PUNTUACIÓN', 'Puntuar', 'Crimen', 'Drama', 'Añade un argumento en tu idioma', 'A neo-noir tale of a man who seeks out an old friend, only to succumb to the will of a beautiful, mysterious woman.', 'Dirección', 'Jean-Pierre Mocky', 'Guión', 'Gil BrewerJean-Pierre Mocky', 'Reparto principal', 'Thierry FrémontTom NovembreNancy Tate', 'Ver la información de la producción en IMDbPro', 'Añade a mi lista de seguimiento', '1', 'Reseña de usuario']"
tt0386032,"['Reparto y equipo', 'Reseñas de usuarios', 'Curiosidades', 'Preguntas frecuentes', 'IMDbPro', 'Todos los temas', 'Sicko', '2007', 'PG-13', '2h 3min', 'PUNTUACIÓN EN IMDb', '8,0', '/10', '77 mil', 'TU PUNTUACIÓN', 'Puntuar', ' Reproducir trailer con sonido0:29', '1 VÍDEO', '34 IMÁGENES', 'Documental', 'Drama', 'Una comparación entre la altamente rentable industria del cuidado de la salud estadounidense con otras naciones e historias de terror de HMO que incluyen muertes por disparos.', 'Dirección', 'Michael Moore', 'Guión', 'Michael Moore', 'Reparto principal', 'Michael MooreTucker AlbrizziTony Benn', 'Ver la información de la producción en IMDbPro', 'RENT/BUY', 'from EUR3.99', 'Añade a mi lista de seguimiento', 'Añadido por 35,5 mil usuarios', '435', 'Reseñas de usuarios', '197', 'Reseñas de críticos', '74', 'Metapuntuación']"
tt0384683,"['Reparto y equipo', 'Reseñas de usuarios', 'Curiosidades', 'Preguntas frecuentes', 'IMDbPro', 'Todos los temas', 'What We Do Is Secret', '2007', 'R', '1h 32min', 'PUNTUACIÓN EN IMDb', '6,3', '/10', '2 mil', 'TU PUNTUACIÓN', 'Puntuar', ' Reproducir trailer con sonido1:41', '10 VÍDEOS', '5 IMÁGENES', 'Biografía', 'Drama', 'Música', 'Añade un argumento en tu idioma', 'The true-life story of Darby Crash, who became an L.A. punk icon after getting kicked out of high school and forming The Germs with a collection of friends who have little experience with their instruments or playing music.', 'Dirección', 'Rodger Grossman', 'Guión', 'Rodger GrossmanMichelle Baer Ghaffari', 'Reparto principal', 'Shane WestRick GonzalezBijou Phillips', 'Ver la información de la producción en IMDbPro', 'Añade a mi lista de seguimiento', 'Añadido por 3,3 mil usuarios', '24', 'Reseñas de usuarios', '34', 'Reseñas de críticos', '54', 'Metapuntuación']"
tt0386693,"['Reparto y equipo', 'Curiosidades', 'IMDbPro', 'Todos los temas', 'Say It in Russian', '2007', 'PG', '1h 25min', 'PUNTUACIÓN EN IMDb', '6,3', '/10', '172', 'TU PUNTUACIÓN', 'Puntuar', 'Drama', 'Romance', 'Suspense', 'Añade un argumento en tu idioma', 'Jacqueline, a Paris society hostess (Faye Dunaway) introduces a fellow American, businessman Andrew Lamont (Steven Brand) to a beautiful young Russian girl, Daria Larina (Agata Gotova), while he is on vacation in Europe. She is the kind of woman who will turn the eye of every man when she walks into a room. Andrew is fascinated by her, as Jacqueline knew he would be. ... Leer todo', 'Dirección', 'Jeff Celentano', 'Guión', 'Jeff CelentanoKenneth EadeAgata Gotova', 'Reparto principal', 'Rade SerbedzijaSteven BrandAgata Gotova', 'Ver la información de la producción en IMDbPro', 'Añade a mi lista de seguimiento']"
tt0388182,"['Reparto y equipo', 'Reseñas de usuarios', 'Curiosidades', 'Preguntas frecuentes', 'IMDbPro', 'Todos los temas', 'El rey de California', 'Título original: King of California', '2007', 'PG-13', '1h 33min', 'PUNTUACIÓN EN IMDb', '6,6', '/10', '24 mil', 'TU PUNTUACIÓN', 'Puntuar', 'Reproducir trailer2:22', '2 VÍDEOS', '64 IMÁGENES', 'Comedia', 'Drama', 'Un padre inestable que tras salir de una institución psiquiátrica intenta convencer a su hija de que hay oro español enterrado en algún lugar bajo los suburbios.', 'Dirección', 'M. Cahill', 'Guión', 'M. Cahill', 'Reparto principal', 'Michael DouglasEvan Rachel WoodWillis Burks II', 'Ver la información de la producción en IMDbPro', 'Añade a mi lista de seguimiento', 'Añadido por 18,9 mil usuarios', '74', 'Reseñas de usuarios', '50', 'Reseñas de críticos', '63', 'Metapuntuación']"
tt0389790,"['Reparto y equipo', 'Reseñas de usuarios', 'Curiosidades', 'Preguntas frecuentes', 'IMDbPro', 'Todos los temas', 'Bee Movie', '2007', 'A', '1h 31min', 'PUNTUACIÓN EN IMDb', '6,1', '/10', '178 mil', 'TU PUNTUACIÓN', 'Puntuar', 'POPULARIDAD', '3188', '173', ' Reproducir trailer con sonido1:32', '13 VÍDEOS', '99+ IMÁGENES', 'Animación', 'Aventura', 'Comedia', 'Barry es una abeja que acaba de terminar la universidad y está decepcionado con su carrera como hacedor de miel. Cuando descubre que los humanos se comen la miel, decide demandarlos.', 'Dirección', 'Simon J. SmithSteve Hickner', 'Guión', 'Jerry SeinfeldSpike FerestenBarry Marder', 'Reparto principal', 'Jerry SeinfeldRenée ZellwegerMatthew Broderick', 'Ver la información de la producción en IMDbPro', 'RENT/BUY', 'from EUR3.99', 'Añade a mi lista de seguimiento', 'Añadido por 116 mil usuarios', '377', 'Reseñas de usuarios', '192', 'Reseñas de críticos', '54', 'Metapuntuación']"
tt0393329,"['Reparto y equipo', 'Reseñas de usuarios', 'Curiosidades', 'Preguntas frecuentes', 'IMDbPro', 'Todos los temas', 'Go Go Tales', '2007', 'Unrated', '1h 36min', 'PUNTUACIÓN EN IMDb', '5,8', '/10', '1,5 mil', 'TU PUNTUACIÓN', 'Puntuar', 'Comedia', 'Drama', 'Añade un argumento en tu idioma', ""A screwball comedy centered on a Manhattan go-go dancing club, where a financial struggle between the owner, his accountant and his silent partner brother threatens the business's future."", 'Dirección', 'Abel Ferrara', 'Guión', 'Abel FerraraScott Pardo', 'Reparto principal', 'Willem DafoeBob HoskinsMatthew Modine', 'Ver la información de la producción en IMDbPro', 'Añade a mi lista de seguimiento', 'Añadido por 3,3 mil usuarios', '8', 'Reseñas de usuarios', '39', 'Reseñas de críticos', '61', 'Metapuntuación']"
