id_film,Direccion,Guion,Puntuacion_IMDB,Puntuacion_Rottem,Duracion,Argumento
tt0366762,Charlie Loventhal,Charlie Loventhal,3.6,20%,1h 18min,"Lonely aspirants on the LA singles scene hook up at their local grocery store, where they can see and be seen by some of their dubiously eligible fellow singles, all the while hoping for one magical relationship that will finally click..."
tt0367085,Jessy Terrero,"Bo Zenga, Chuck Wilson",4.5,18%,1h 26min,
tt0366555,Rolfe Kanefsky,Rolfe Kanefsky,5.4,34%,1h 27min,"Several college kids spend the night in a spooky mansion in an attempt to pledge fraternities and sororities. A deranged ""professor"" begins murdering them. They must figure why, and also if one or more of them are working with the killer."
tt0366551,Danny Leiner,"Jon Hurwitz, Hayden Schlossberg",7.0,34%,1h 28min,
tt0366777,Danny Boyle,Frank Cottrell Boyce,6.8,88%,1h 38min,
tt0367097,Richard Day,Richard Day,6.6,45%,1h 36min,"In 1950's Hollywood, movie star Guy Stone must marry a studio secretary in order to conceal his homosexuality. Sally has no idea her marriage is a sham, though, and turns Guy's life upside-down. Then he falls in love."
tt0367631,Angela Robinson,Angela Robinson,5.4,42%,1h 31min,
tt0367631,Angela Robinson,Angela Robinson,5.4,42%,1h 31min,
tt0366137,Daniel Burman,"Marcelo Birmajer, Daniel Burman",6.9,83%,1h 39min,"In Buenos Aires, the twenty and something year old Jewish-Argentinean Ariel Makaroff has left the University of Architecture and spends his time wandering through the downtown gallery where his mother has a lingerie shop and his brother runs an importation business, trying to get his Polish passport and move to Europe. Ariel has never understood why his father left hi... Leer todo"
tt0366416,Lars Büchel,"Lars Büchel, Ruth Toma",6.9,87%,1h 51min,A theater director loses his sight in an accident and must learn to live without his eyes. He and the blind woman assigned to help him go on a funny and romantic adventure that will change both their lives.
tt0366151,Henrik Normann,Henrik Normann,4.5,63%,17min,Dirección
tt0368305,Neil Widener,Neil Widener,6.9,63%,1h 10min,"Genesee is tired of spending everyday fishing in her neighborhood with her three best friends--Patton, Chris, and Stock Exchange. She wants an adventure! Her wish is granted when the crew stumbles upon an Indian arrowhead that magically levitates, pointing to an unseen target. The gang decides to follow the mysterious 'compass,' unaware that it carries an ancient curs... Leer todo"
tt0368305,Neil Widener,Neil Widener,6.9,42%,1h 10min,"Genesee is tired of spending everyday fishing in her neighborhood with her three best friends--Patton, Chris, and Stock Exchange. She wants an adventure! Her wish is granted when the crew stumbles upon an Indian arrowhead that magically levitates, pointing to an unseen target. The gang decides to follow the mysterious 'compass,' unaware that it carries an ancient curs... Leer todo"
tt0368249,Sue Heel,"Sue Heel, Martin Herron",5.1,24%,1h 44min,An Italian temptress arrives at a school in Newcastle to teach a group of Geordies about the art of romance.
tt0366701,Aleksi Salmenperä,"Tuomo Hutri, Pekko Pesonen, Aleksi Salmenperä",6.1,48%,1h 42min,"Longtime couple Venla and Antero come to a serious impasse: After years with Antero, Venla wants to start a family, but her boyfriend, worried that parenthood will stifle his speed-skating career, secretly gets a vasectomy. Determined to have a child, Venla seeks help from a female fertility doctor, a decision that breeds new possibilities for the prospective mother w... Leer todo"
tt0368259,Andy Humphries,Andy Humphries,4.6, 0%,1h 22min,
tt0366747,Gaizka Urresti,Benjamín Zafra,5.6, 8%,2004,Dirección
tt0366962,Amin Yoma,Amin Yoma,5.3, 8%,1h 25min,
tt0367232,Dave Thomas,Dave Thomas,5.4,52%,1h 30min,Follows the misadventures of a group of young interns at a hospital/medical school - dealing with the pressures of school and love.
tt0367659,Alex Turner,"Josh Stoneman, Alex Turner",6.6,52%,17min,"A young upwardly mobile couple from New York City hit and kill a homeless man, and then wonder what to do with the body."
tt0368566,Hervé Palud,"Igor Aptekman, Hervé Palud",4.4,52%,1h 25min,"Patrick Lechat learns that his father, the famous writer Jo Lechat, whom he never knew, has just died leaving a colossal fortune. ""Good thing!"" Patrick Lechat and his family are currently in a very bad situation."
tt0368555,Jordan Hawley,Jordan Hawley,5.7,60%,1h 35min,"A writer decides to leave Los Angeles to restart his life but before leaving, he meets the woman of his dreams and his plans quickly go awry."
tt0368834,,,,55%,,Ver la información de la producción en IMDbPro
tt0369359,"Conor Mc, Mahon","Conor Mc, Mahon",4.7,37%,1h 20min,"An infection spreads from slaughtered animals to humans, which causes the dead to rise and feed on the living."
tt0369359,"Conor Mc, Mahon","Conor Mc, Mahon",4.7,37%,1h 20min,"An infection spreads from slaughtered animals to humans, which causes the dead to rise and feed on the living."
tt0368769,Soo-Hyun Kim,Soo-Hyun Kim,4.2,37%,1h 56min,"Jang Su-ro lives in the slums of Korea with his three sons 963, Dog Nose and So-and-So, who just got out of prison. While So-and-So's loyalties to his mob boss and biological family are put to the test when he finds that his family's home is slated to be demolished by the mob's developers, the rest of the family's life is complicated with the arrival of Sun-yi, Jang's... Leer todo"
tt0368933,Garry Marshall,"Meg Cabot, Gina Wendkos, Shonda Rhimes",5.8,26%,1h 53min,
tt0368668,Philippe Haïm,"Ramzy Bedia, Michel Hazanavicius, Eric Judor",3.2,13%,1h 26min,
tt0371753,Bradley Battersby,"Bradley Battersby, Tom Hughes",6.8,80%,1h 34min,A Mexican day laborer in southern California gets mixed up with two redneck outlaws who hire him as a driver.
tt0371246,James L. Brooks,James L. Brooks,6.4,54%,2h 11min,
tt0371599,Marc-Andreas Bochert,"Claudia Boysen, Dieter Schramm",6.7,54%,1h 30min,Dirección
tt0370919,Gábor Herendi,Gábor Harmat,5.5,54%,1h 49min,"Hungarian Vagabond is the funny and adventurous time travel of the seven Hungarian chieftains from the ninth century until nowdays. Full of cultural and historical references depicted in a satyrical leporello, Gábor Herendi's second movie is a hilarious costume comedy with stylish music and cast representing leading Hungarian actors."
tt0370778,Iren Koster,"Iren Koster, Tracey Silvers",8.1, 0%,2004,Dirección
tt0371878,"John Mc, Kay","Julian Fellowes, P.G. Wodehouse",5.8,51%,1h 37min,"Set in the 1930s, an American with a scandalous reputation on both sides of the Atlantic must do an about-face in order to win back the woman of his dreams."
tt0371092,Dominique Deruddere,Guy Zilberstein,5.0,80%,1h 22min,"A psychoanalyst gives a strange advice to a mechanic whose marriage is falling apart: to take the blame for a murder, any murder, to impress his beautiful and indifferent wife, and his patient does just that."
tt0373074,Stephen Chow,"Stephen Chow, Kan-Cheung Tsang, Xin Huo",7.7,91%,1h 39min,
tt0373074,Stephen Chow,"Stephen Chow, Kan-Cheung Tsang, Xin Huo",7.7,91%,1h 39min,
tt0372472,Janne Kuusi,"Aleksi Bardy, Teijo Eloranta, Sari Havas",5.5,91%,1h 54min,Small town butchers and florists grow tired of local sausage factory owner. They want to teach him a lesson but things get out of hand.
tt0372588,Trey Parker,"Trey Parker, Matt Stone, Pam Brady",7.2,77%,1h 38min,
tt0372588,Trey Parker,"Trey Parker, Matt Stone, Pam Brady",7.2,77%,1h 38min,
tt0372884,Q. Allan Brocka,Q. Allan Brocka,5.8,19%,1h 30min,"After getting dumped by his slutty girlfriend, Caleb falls in love with Gwen. However, thanks to Caleb's roommate, Gwen thinks he's gay and sets him up with her roommate, Marc."
tt0371683,James Ronald Whitney,James Ronald Whitney,4.5,19%,1h 37min,"In the style of many reality shows, six people (three men and three women) vie for a cash prize of $10,000 by performing risqué stunts and offering up scintillating confessionals on camera."
tt0372334,David Duchovny,David Duchovny,6.8,10%,1h 37min,
tt0372824,Christophe Barratier,"Georges Chaperot, René Wheeler, Noël-Noël",7.8,68%,1h 37min,
tt0372359,Veikko Aaltonen,"Veikko Aaltonen, Kari Hotakainen",6.1,68%,1h 51min,Matti Virtanen is trying to get his family back by buying a house.
tt0373152,Eric Schaeffer,Eric Schaeffer,7.0,56%,2h 14min,Five seemingly unrelated people decide to take huge risks in their personal lives in an effort to find happiness.
tt0373024,Dan Harris,Dan Harris,7.1,35%,1h 51min,Members of a dysfunctional family react differently to the suicide of the eldest son.
tt0373356,Phil Mulloy,,7.0,84%,10min,Dirección
tt0373173,Norman Macera,Norman Macera,5.4,84%,2004,"Small town filmmaker is haunted by a persistent killer who wishes to inspire by reeking havoc on the lives of local college students. As the body count rises and the terror spreads throughout the community, Ron Louden must combat his fear and the ever imposing threat of the maniac who has only his worst interest at heart. Thrust into the limelight of this grizzly affa... Leer todo"
tt0373409,Moon Unit Zappa,Moon Unit Zappa,6.5,80%,20min,Knitting never looked scarier.
tt0374021,Chris Kennedy,Chris Kennedy,6.4, 0%,1h 40min,A burly Australian fisherman moonlights as a hit man while trying to keep his family together in this hilarious comedy.
tt0374062,Jeff Stephenson,"Dan Krier, Jeff Stephenson",6.3,00%,15min,"When 20-somethings Brad and Tina decide to take the plunge, and move in together, they quickly discover it's not easy. Much to Brad's dismay, his best friend, Scotty, predicted the inevitable battle of the sexes."
tt0373906,Dante Lam,"Kin Chung Chan, Hing-Ka Chan",5.5,00%,1h 39min,"(Cantonese with English subtitles) Hotshot police officers Aaron Kwok and Eason Chan are both full of talent and ego. So when their boss decides to put them both together on a ""special"" project, all they do is bicker. Before long, they're put to the test as a duo when a dangerous jewelry thief manages to disappear with plenty of loot. Will the two keep their egos in c... Leer todo"
tt0373906,Dante Lam,"Kin Chung Chan, Hing-Ka Chan",5.5,41%,1h 39min,"(Cantonese with English subtitles) Hotshot police officers Aaron Kwok and Eason Chan are both full of talent and ego. So when their boss decides to put them both together on a ""special"" project, all they do is bicker. Before long, they're put to the test as a duo when a dangerous jewelry thief manages to disappear with plenty of loot. Will the two keep their egos in c... Leer todo"
tt0374018,Paddy Breathnach,Pearse Elliott,6.4,79%,1h 25min,"Three losers leave town owing $50k to a bookie. They go on a journey involving drinking, gambling on greyhounds, and hiring prostitutes, leading them into further debt and misadventures."
tt0374086,Börkur Gunnarsson,Börkur Gunnarsson,5.9,40%,1h 22min,"It's a story about the small things in life and relationships, things that everybody knows and has experienced. When people forget to brush their teeth before they go to work, they leave bread on the butter knife, they use too much milk to their coffee, they pour milk over their lovers head in anger, , they despise affairs, except their own affairs. It's about the sma... Leer todo"
tt0374128,Zdravko Sotra,Miodrag Andric,6.5,40%,1h 45min,"During 1941 in Belgrade, two well-known thieves try to carry out the biggest robbery of Nazi authorities ever."
tt0374358,Giulio Manfredonia,"Danny Rubin, Harold Ramis, Valentina Capecci",6.5,64%,1h 30min,"Filippo (Antonio Albanese) is a star on the Italian TV. He works for a documentary series about wild animals and nature. He is sent to Tenerife (Spain) to shot an issue about the local stork. It is the 13th of August. After he did his job is time to leave, but the ferry couldn't operate. He has to spend the night in the island. The day after is again the 13th of Augus... Leer todo"
tt0374277,Ian Iqbal Rashid,"Ian Iqbal Rashid, Ken Chubb",6.4,37%,1h 31min,A gay Canadian living in London has his perfectly crafted life upset when his devoutly Muslim mother comes to visit.
tt0375040,Frédéric Auburtin,"Frédéric Dard, Laurent Touil-Tartour",3.5, 0%,1h 35min,"While a terrorist epidemic strikes the world leaders, the commissaire San-Antonio and his partner Lieutenant Bérurier must escort the French ambassador to a British hotel. But after a negligence of Bérurier (one more little sex affair), San-Antonio powerlessly witnesses the ambassador's abduction, organized by a gorgeous Italian girl. Back in Paris, San-Antonio is dis... Leer todo"
tt0375040,Frédéric Auburtin,"Frédéric Dard, Laurent Touil-Tartour",3.5, 0%,1h 35min,"While a terrorist epidemic strikes the world leaders, the commissaire San-Antonio and his partner Lieutenant Bérurier must escort the French ambassador to a British hotel. But after a negligence of Bérurier (one more little sex affair), San-Antonio powerlessly witnesses the ambassador's abduction, organized by a gorgeous Italian girl. Back in Paris, San-Antonio is dis... Leer todo"
tt0374583,Agnès Jaoui,"Agnès Jaoui, Jean-Pierre Bacri",6.8,88%,1h 50min,"A french girl gifted with a great voice, has a complex about her weight and her appearance."
tt0376873,Jorge Fernando,Rene Belmonte,5.3,36%,1h 30min,"The story of two neighboring couples and the marital problems caused by the unexpected arrival of two important personages of their past. The first couple, Carlos and Ana, live on the seventh floor of a building. Ana feels she's entitled to more love than her husband is willing to give. Suddenly, an old friend, Tomás, reappears after many years away and stays at their... Leer todo"
tt0374627,Gérard Pirès,"Alexandre Coquelle, Matthieu Le Naour",4.0,36%,1h 30min,Two spies are undercover to track down a nuclear missile while distracting a vilain trying to get world's domination
tt0374627,Gérard Pirès,"Alexandre Coquelle, Matthieu Le Naour",4.0, 0%,1h 30min,Two spies are undercover to track down a nuclear missile while distracting a vilain trying to get world's domination
tt0376003,S.J. Suryah,S.J. Suryah,6.5,36%,3h 20min,It is the Tamil remake of 'Big'. SJ Suryah is a young man with an immature mind. He falls in love with Simran and gets married to her. The troubles that they encounter form the story.
tt0374639,Zak Penn,Zak Penn,6.5,63%,1h 34min,
tt0376006,Alan Brown,Alan Brown,5.4,39%,1h 23min,"Living among fusty academics, an unusual young man gets between a high school history teacher and his wife."
tt0375911,Sherry Hormann,Benedikt Gollhardt,6.7,39%,1h 46min,"After their most recent loss, a soccer team discovers its goalie is gay and casts him out. He retaliates by bringing back an all-gay team for a game to prove who's better."
tt0375063,Alexander Payne,"Rex Pickett, Alexander Payne, Jim Taylor",7.5,97%,2h 7min,
tt0376874,Ken Kwapis,Ken Kwapis,5.1,42%,1h 36min,Disparate individuals rationalize their infidelities.
tt0375145,Roger Paradiso,Roger Paradiso,3.7,25%,1h 50min,A comedy about two Italian families from different sides of the tracks. What can go wrong does go wrong in this comedy about an Italian-American wedding.
tt0374900,Jared Hess,"Jared Hess, Jerusha Hess",7.0,72%,1h 36min,
tt0376890,John Sayles,John Sayles,6.0,48%,2h 8min,The discovery of a corpse threatens to unravel a bumbling local politician's campaign for governor of Colorado.
tt0375976,"Nacho Pérez de la Paz, Jesús Ruiz","Daniela Fejerman, Cayetana Guillén Cuervo, Inés París",5.4,48%,1h 42min,Dirección
tt0376089,Shawn Ku,"Shawn Ku, Ann, Marie Milazzo",7.8,76%,25min,"In this twisted musical comedy, Mortie falls in love with the corpses who come through his morgue until a vulnerable nurse teaches him to love a woman who is alive."
tt0375173,Charles Shyer,"Bill Naughton, Elaine Pope, Charles Shyer",6.2,48%,1h 43min,
tt0378259,Colette Burson,Cherien Dabis,6.9,48%,16min,"Goth-girl Cindy admires beautiful Laurie from afar, until the night when she dresses as a boy for the prom. Will this gender-bending Cinderella find true love when she leaves behind her little black boot?"
tt0376177,"Dominic Harari, Teresa Pelegri","Dominic Harari, Teresa Pelegri",6.8,48%,1h 33min,A mismatched couple discovers that whatever can go wrong will go wrong during a family visit in this warm comedy.
tt0377057,Joel Zwick,"Mitchell P Ganem, Adam-Michael Garber",5.1,37%,1h 30min,A fugitive Pink Lady rep hooks up with a bored ad exec as she's trying to avoid going down for the murder of several Elvis impersonators.
tt0377071,Kurt Hale,"John E. Moyer, Kurt Hale",4.2,49%,1h 22min,Greg and Nelson are two complete opposites on a mission to complete their Home Teaching on the last day of the month--even if it kills them.
tt0377051,Juan Calvo,Juan Calvo,5.2,47%,1h 42min,"2 unlike Spaniards end by accident in a matchmaking TV show, where they win a honeymoon and EUR253,000 if married."
tt0377038,Scott S. Anderson,Scott S. Anderson,7.5,73%,1h 52min,"Two pairs of Mormon missionaries from America live in a beaten-up apartment in the Dutch city of Haarlem. Their personalities are distinctly different. Appropriately, the most responsible one, Elder Johnson, is the District Leader and oversees their efforts. His companion, the vain Elder Van Pelt, seeks to become the assistant to the mission president (the top post av... Leer todo"
tt0377087,Nadine Monfils,"Patrick Ligardes, Nadine Monfils",5.0,73%,1h 37min,"In Brussels, the corpses of young women were discovered buried behind the graves of collectors of paintings. Each of them lacks the right forearm."
tt0376720,Jonathan Segal,"Todd M. Camhe, Jonathan Segal",4.7,32%,1h 37min,"When a young accountant is devastated after discovering his inspiringly beautiful girlfriend is cheating on him, his best friend, who's engaged to a girl he doesn't love, convinces him to go on a ""run"" and sleep with as many women as he can to get over his heart break."
tt0378072,Kunal Kohli,"Siddharth Anand, Kunal Kohli",7.0,86%,2h 23min,A novel look at the eternal battle of the sexes and the trials and tribulations of Karan and Rhea and their attempts to understand each other.
tt0377744,"Sergio Arau, Sergio Guerrero","Sergio Arau, Yareli Arizmendi, Sergio Guerrero",4.8,27%,1h 40min,
tt0377088,"Huck Botko, Andrew Gurland","Huck Botko, Andrew Gurland",6.1,61%,1h 32min,A documentarian funds an N.Y.C. doorman's East Asian mail-order bride in exchange for the right to film the experience.
tt0378898,Isabelle Broué,"Isabelle BrouéCaroline Thivel, Hélène Woillot",5.4,84%,1h 22min,"A beautiful, self-centered young woman's life turns upside down when she suddenly ""loses her clitoris"" (i.e. her ability to have an orgasm)."
tt0378417,Matthias Dinter,Matthias Dinter,5.6,40%,1h 29min,"Three not-so-cool school friends decide to try a old voodoo ritual. Later, they die in a car accident, but live on as zombies. But being a zombie has advantages, too..."
tt0379184,Brant Sersen,"Brant Sersen, Brian Steinberg",6.2,53%,1h 31min,"Caught cheating and banned for ten years, Bobby Dukes, paintball's first superstar, returns to reclaim his title and erase the memory of his tainted past."
tt0379306,Mike Barker,"Oscar Wilde, Howard Himelstein",6.4,38%,1h 33min,
tt0381487,Fabien Onteniente,Fabien Onteniente,3.1,16%,1h 24min,A hilariously wild comedy set in the sizzling nightlife of Ibiza - starring Rupert Everett.
tt0380281,Manuel Gómez Pereira,"Yolanda García Serrano, Carlos Molinero, Joaquín Oristrell",6.0,16%,1h 30min,"Looking for a job divorced Jorge meets Hortensia, also divorced, at her work. They soon become romantically involved which led to many problems that needed to be worked out."
tt0381066,Jay Dahl,Jay Dahl,7.2,22%,7min,Jay Dahl's energetic short comedy chronicles the trials of a one-eyed teenager engaged in an epic athletic contest with a two-eyed rival.
tt0380344,Pierre Falardeau,"Pierre Falardeau, Julien Poulin",4.7,40%,1h 45min,Dirección
tt0380609,Dylan Kidd,"Helen Schulman, Dylan Kidd",6.1,55%,1h 37min,
tt0381270,Yvan Attal,Yvan Attal,6.4,59%,1h 40min,Is the love compatible with coupledom? And what of freedom and fidelity? These are some of the questions facing two married men.
tt0381707,Keenen Ivory Wayans,"Keenen Ivory Wayans, Shawn Wayans, Marlon Wayans",5.8,15%,1h 49min,
tt0379918,Anna Reeves,Anna Reeves,6.5,56%,1h 31min,A love story about a young man who runs away up an isolated Australian river and gets a job with eighth generation oyster famers.
tt0378451,"Anil, Babu Pisharadi",Kalavoor Ravikumar,3.8,56%,2004,"Ramankutty, a teacher with good reputation agrees to marry his uncle's daughter. His reputation goes for a toss when he changes his mind and take interest in another cousin."
tt0379071,Péter Bergendy,Béla RigóZsuzsanna Rácz,5.4,56%,2h 7min,"Kata, in her 20s, loses her boyfriend and her job on the same day. She's been indulging in fantasies of a more thrilling romantic life, and the cold water of being alone and unemployed doesn't entirely dampen her imagination. She's egged on by three girlfriends who get together to talk about men and sex. Kata has possibilities: she meets David, a medical student; ther... Leer todo"
tt0378947,Woody Allen,Woody Allen,6.4,51%,1h 39min,
tt0379487,Nick Castle,"Mark Brown, Duane Martin, Tisha Campbell",5.4,70%,1h 30min,Romance and drama occur after a pop superstar falls for an audience member -- a seat filler posing as an attorney -- at a music awards show.
tt0381104,Étienne Chatiliez,"Étienne Chatiliez, Laurent Chouchan, Carole Jimenez",4.9,43%,1h 38min,"Christophe is simple-minded, Chrystèle is unfaithful. Yet, they love each other. Hired as servants in various homes where they steal from their employers, this unusual couple lives a happy, carefree life."
tt0378453,Juan Taratuto,"Cecilia Dopazo, Juan Taratuto",6.6,71%,1h 45min,"Javier, a depressed surgeon, desperately seeks a new love after his wife leaves him."
tt0380349,Alain Berbérian,"Christian Clavier, Michel Delgado, Pétillon",5.8,47%,1h 32min,
tt0380349,Alain Berbérian,"Christian Clavier, Michel Delgado, Pétillon",5.8,47%,1h 32min,
tt0379265,Pete Jones,Pete Jones,6.4,61%,1h 39min,"Bobby, the youngest boy in an Irish Catholic family, is gay and his coming out to his brothers and the family's way of dealing with the news is the basis of this film."
tt0379900,Brendan Cleaves,"Brendan Cleaves, Alex Cox, Christopher Cox",7.1,21%,1h 11min,"The Myster Crew take you into their wierd little world, with more comedy sketches, and more madness."
tt0380277,Lance Rivera,"Queen Latifah, Shakim Compere, Darryl French",3.8, 5%,1h 37min,
tt0380687,Jeff Lieberman,Jeff Lieberman,5.3,83%,1h 40min,A naive young boy unknowingly becomes the pawn of a serial killer.
tt0379266,Hal Salwen,Hal Salwen,5.8,33%,1h 23min,"Gwen, Connie, Fran, and Wanda are best friends, high on life. Well, not Wanda. She's the least beautiful one, with the least interesting personality, who's lost her job, and who's always getting dumped by men. But then she meets Duane, the most wonderful man in the world, and he's madly in love with her. He's handsome, successful etc. The other girls don't get it. And... Leer todo"
tt0380420,Ryan Shiraki,Ryan Shiraki,5.2,32%,1h 32min,A horny college freshman feigns being gay to be near the beautiful co-ed of his desires.
tt0381008,Patrick Timsit,Jean-Carol LarrivéPatrick Timsit,2.8,90%,1h 34min,"A lawyer, Édouard Barnier, will try to convince the American embassy to grant American nationality to a young Frenchman, Francis Farge, who considers himself more American than French."
tt0381437,Dan Povenmire,Kyle Baker,5.3,00%,6min,Porky Pig tries to retrieve his daughter from a wild concert.
tt0381077,Maurice Barthélémy,Maurice Barthélémy,5.7,18%,1h 22min,Spoof documentary comedy set in 1969 about the worlds worst boxer.
tt0380538,Alejandro Lozano,"Tony Dalton, Alejandro Lozano, Kristoff Raczynski",7.4,53%,1h 39min,
tt0380538,Alejandro Lozano,"Tony Dalton, Alejandro Lozano, Kristoff Raczynski",7.4,53%,1h 39min,
tt0381466,Hella Joof,"Lotte Andersen, Jannik Johansen, Hella Joof",5.6,50%,1h 32min,"A small Danish church choir gets a breath of fresh air when a convalescing, American gospel choir leader/ minister helps them form a worthy gospel choir."
tt0381442,"Tristan Aurouet, Gilles Lellouche","Alain Attal, Philippe Lefebvre, Gilles Lellouche",6.2,63%,1h 45min,
tt0382028,Ed Bye,William Osborne,1.9,16%,1h 15min,The Fat Slags from Viz hit the big time and become celebrities.
tt0381720,Melanie Mayron,"Michael Amo, Adrian Humphreys",4.8,30%,1h 27min,"When a son-in-law threatens to end his sons visits with his grandfather, grandpa 'cracks' and hires a hit man to make the son-in-law ""disappear"". The problems is, the hit man couldn't hurt a fly---and grandpa is no murder mastermind."
tt0382067,"Bill Kopp, Peter Shin","Chris Headrick, Bill Kopp, Dan Povenmire",6.3,50%,6min,Bugs can't seem to lose at Sam's casino. Then Sam realizes that Bugs has been cheating -- he has rabbit's feet.
tt0382295,Sven Unterwaldt Jr.,"Bernd Pfarr, Pit Knorr, Hans Zippert",4.8,47%,1h 35min,"The Seven Dwarves live deep within a female-free-zone of the Enchanted Forest, but they cannot resist the innocent charms of Snow White when she enters their world. So when the evil queen (Nina Hagen) abducts her, it is up to the dwarves to save her life."
tt0382561,Leslie Small,"Andrea Allen-Wiley, Sherri A. Mc, Gee, Devon Greggory",5.0,17%,1h 45min,"Peaches, a hair stylist from Baltimore, and her estranged sister, Angela, the owner of an upscale salon in Beverly Hills, get reacquainted when Peaches decides to attend a celebration for Angela in LA. The reunion is bittersweet and worsens when Angela finds out that Peaches is on the run from the IRS and has only a few days to pay $50,000 in back taxes. After some hi... Leer todo"
tt0382330,Kay Pollak,"Anders Nyberg, Ola Olsson, Carin Pollak",7.5,83%,2h 13min,
tt0383184,Martin Asphaug,Eirik Ildahl,5.7,36%,1h 43min,"Andreas has everything a man can wish for. A wonderfull wife, a big house on the country and a great job. But a sudden car accident puts him in a wheelchair. He is paralysed in his legs and he is also now impotent. Will his marriage work?"
tt0382854,Miklós Jancsó,"Ferenc Grunwalsky, Gyula Hernádi, Miklós Jancsó",5.0,36%,1h 30min,The 5th and final adventure of Kapa & Pepe.
tt0382966,David M. Rosenthal,"David M. Rosenthal, Joseph M. Smith",5.3,33%,1h 22min,Two bumbling but determined three-day film school graduates enter the Montreal World Film Festival with a feature film that doesn't exist.
tt0383020,Kira Muratova,"Sergey Chetvertkov, Yevgeni Golubenko, Arkadiy Frantsevich Koshko",7.6,80%,2h 34min,"A young piano tuner befriends two rich old-ladies, and plots, with the help of his girlfriend, to betray their trust and steal from them."
tt0382644,Róbert Koltai,"Péter Horváth, Róbert Koltai",5.0,39%,1h 34min,Dirección
tt0382574,Thomas R. Bond II,Thomas R. Bond IIRomy J. Sharf,6.5,39%,2h,The son of America's most eccentric billionaire is committed to a mental institution by his stepmother so she can obtain his inheritance. But Bob escapes wreaking hilarious vengeance and havoc on LA.
tt0383531,Laura Paglin,Laura Paglin,6.9,39%,1h 15min,"Cleveland. 1973. Marv, the owner of an old neighborhood Jewish deli, must stay open 24 hours to cater to a new generation of clientèle, but straight-laced neighborhood do-gooders want to close him down. Meanwhile inside, hippies, bikers and crusty old Jewish men, caught in the throes of changing times and culture clash, fight over turf and yearn for a waitress to take... Leer todo"
tt0383025,Laurent Tirard,"Laurent Tirard, Grégoire Vigneron",6.7,75%,1h 30min,"Raphael is a ghostwriter who takes a job writing for famous footy player Kevin. To his delight and his girlfriend, Murials horror, Kevins current girlfriend is an old (easily rekindled) flame of Raphaels. A freak accident leaves a close friend dead and Raphael is forced to reconsider his priorities."
tt0385074,Javier Domingo,"Javier Domingo, Sancho Gracia",6.4,75%,1h 30min,"César, vigorous in his 60s, runs a vineyard near Barcelona. The week he learns his vines have worms, a former associate calls: César is a retired hit man and the call blackmails into one final murder - of an accountant exposing political corruption. César tells his daughter, who's about to marry, that he'll be back soon - and goes to the flat in the city set up for hi... Leer todo"
tt0385592,Jimmyo Burril,Jimmyo Burril,4.4,53%,1h 23min,"A young woman, traumatized after witnessing the murder of her parents as a young girl, grows up to be a serial killer whom gets her inspiration for killing from horror films."
tt0383966,Jeanne Labrune,"Richard Debuisne, Jeanne Labrune",6.2,53%,1h 27min,"My first is a moth (exasperating). My second is a mute (enigmatic). My third is a house (disturbing). My whole is a film, in the form of a fantasy about suspicion and its opposite: trust."
tt0384116,Ömer Faruk Sorak,Cem Yilmaz,8.0,78%,2h 7min,
tt0384257,Ryan Miningham,"John Fordham, Ryan Miningham",5.8,78%,1h 34min,"High school football hero Carter Simms (Doug Callan) is living the ""high life"" in the big city."
tt0384488,"Michael Mc, Gowan","Michael Mc, Gowan",7.3,65%,1h 38min,"Saint Ralph is the unlikely story of Ralph Walker, a ninth-grader who outran everyone's expectations except his own in his bold quest to win the 1954 Boston Marathon."
tt0385267,Paul Weitz,Paul Weitz,6.5,82%,1h 50min,
tt0385677,Pieter Kramer,Mischa Alexander,5.8,47%,1h 35min,"10 years after her failed marriage, recently-fired mother Ellis ""El"" Vermeulen (Linda de Mol) and her preteen son Thijsje (Hylke de Haan) get peanuts while her ex spends everything on his new flame, Mirella. She finally takes Susan's (Dame Joan Collins) amoral course ""How To Marry A Millionaire"" and actually gets socialites interested, including hunk Gijs (Chris Tates... Leer todo"
tt0383388,Kenneth Bi,Kenneth Bi,6.4,47%,1h 46min,"Fearing her son could be gay, a conservative mother takes in a French foreign exchange student, who ends up teaching the family a lot about life, acceptance, and love."
tt0383717,"Daniel Mac, Ivor","Daniel Mac, Ivor",6.6,71%,1h 39min,"A day-in-the-life dark comedy concerning a group of islanders, their respective secrets, and one man's plan to kill himself quietly."
tt0384576,Torsten Wacker,"Kerim Pamuk, Daniel Schwarz",5.8,67%,1h 35min,"In order to get money quickly, Elviz founds the first Turkish-language telephone sex hot line in Hamburg, and it's successful."
tt0385534,Karri V. Bowman,"Karri V. Bowman, Camilla Rantsen",7.7,80%,1h 14min,"Celebrity do-gooder, Emma Caulfield, finally finds her passion."
tt0384504,Alice Wu,Alice Wu,7.4,88%,1h 31min,
tt0384037,Vic Sarin,Brigitte Talevski,5.5,67%,1h 42min,
tt0088751,"Wayne Berwick, Ted Newsom",Ted Newsom,5.2,22%,1h 40min,"A brain-dead sheriff, a stolid secret agent and a sexy scientist team with a grumpy retired monster fighter to battle a 60 foot, three-eyed cross between man and dinosaur."
tt0146272,Mikey Jackson,Mikey Jackson,4.6,67%,1h 16min,"Neil, a punk rock vegetarian, is being forced to go into the family butcher business. He decides to save the world instead."
