id_film,Direccion,Guion,Puntuacion_IMDB,Puntuacion_Rottem,Duracion,Argumento
tt0147486,Tom Putnam,"Michael S. Harbour, Jeff Malmberg, Tom Putnam",4.1,67%,1h 30min,"Steven Byzinsky is convinced he's a blaxploitation superhero. Like Shaft, Dolemite and Black Belt Jones before him, he's keeping' the streets safe for the brother and trying to stay one step ahead of The Man. There's only one problem: Steven's white."
tt0160127,"Mc, G","Ryan Rowe, Ed Solomon, John August",5.6,16%,1h 38min,
tt0168504,Scott Wiper,Scott Wiper,5.6,37%,1h 41min,A Chicago cop quits the force and finds himself threatened by the Mafia.
tt0179987,Nicolas Wadimoff,"Nicolas Wadimoff, Moussa Maaskri, Louis Bélanger",6.1, 0%,1h 40min,"Une station-service au bord de l'autoroute. Abdou, jeune fugueur, se lie d'amitié avec Georges, le pompiste Arabe. Georges profite d'une ultime et violente dispute avec son patron pour plaquer son boulot et accompagner le petit Abdou jusqu'à Marseille. L'enfant souhaite y voir un match de la coupe du monde de football. La tête pleine de rêves et les poches vides, ils ... Leer todo"
tt0181836,Craig Mazin,James Gunn,5.7,47%,1h 22min,The sixth or seventh best superhero team in the world pursue their rightful place in the harshly competitive world of toy tie-ins and fighting evil.
tt0183869,Gérard Krawczyk,Luc Besson,6.5,70%,1h 28min,
tt0184894,Tom Dey,"Miles Millar, Alfred Gough",6.6,80%,1h 50min,
tt0193701,Vinny Murphy,"Vinny Murphy, Mark Stewart",6.2,49%,1h 26min,A Belfast man who steals cars for a living dreams of retiring to Barcelona. Suddenly he finds himself in conflict with a crazed gangster who desires the first man's girlfriend. The two decide to settle the situation with a race with 12 of their friends. They just need to steal the cars for the race.
tt0208003,Raja Gosnell,"Darryl Quarles, Don Rhymer",5.2,30%,1h 39min,
tt0212346,Donald Petrie,"Marc Lawrence, Katie Ford, Caryn Lucas",6.3,41%,1h 49min,
tt0211938,Antoine Fuqua,"Andrew Scheinman, Adam Scheinman, Tony Gilroy",5.7,26%,1h 59min,
tt0212879,Lloyd Kaufman,"Trent Haaga, Patrick Cassidy, Gabriel Friedman",5.9,60%,1h 49min,
tt0221197,Christopher Coppola,"Richard L. Albert, Mike Allred, Robert Cooper",4.4,18%,1h 38min,"Two G-Men, returning from hell, must perform good deeds to save themselves from a doomed fate."
tt0150021,James Keach,"Billy Bob Thornton, Tom Epperson, Karl Schanzer",4.5,20%,1h 38min,An actor discovers the dark side of private investigating when he takes on an assignment in rural Oregon with a crusty P.I.
tt0163764,Kenny Griswold,"Kenny Griswold, Bill Kerig",5.9,49%,1h 34min,Net Worth details the serio-comic story of four friends who learn the value of friendship as they embark on a thirty day contest to achieve the highest net worth in a new city with no cash and no connections.
tt0181739,"Bobby Farrelly, Peter Farrelly",Marc Hyman,6.3,56%,1h 35min,
tt0193364,Sheldon Lettich,"Les Weldon, Jean-Claude Van Damme",4.6,13%,1h 29min,
tt0201694,Lionel C. Martin,"Tony De, Camillis, Louis J. Pearlman",2.6,50%,1h 33min,A twenty-something tennis instructor/gigolo gets embroiled in a scheme involving seduction and insider trading.
tt0207198,Gregor Schnitzler,"Stefan Dähnert, Anne Wild",6.7,50%,1h 41min,"6 anarchists place a time bomb in a West Berlin building in 1987. It's a dud. It blows up in 2000. Only 2 remain anarchists. How can the 6 steal evidence from a police ""fortress"" and avoid 8 years prison?"
tt0212867,Darin Ferriola,Darin Ferriola,4.8,35%,1h 45min,"Two thieves down on their luck get hired to steal the Rock of Lazarus, an ancient relic capable of returning evil souls to earth."
tt0219179,Ashby Richardson,Ashby Richardson,7.2,65%,18min,Dirección
tt0227194,Shashilal K. Nair,"Sanjay Chhel, Raaj Kumar Dahima, Manoj Lalwani",5.5,43%,2h 49min,"When a cop's partner is killed in the line of duty, he assumed guardianship of his orphaned children while investigating the murder."
tt0227984,Ronny Yu,Stel Pavlou,6.3,25%,1h 33min,
tt0227538,Robert Rodriguez,Robert Rodriguez,5.6,93%,1h 28min,
tt0231402,Simon Wincer,"Paul Hogan, Matthew Berry, Eric Abrams",4.8,11%,1h 35min,"Australian Outback adventurer Mick ""Crocodile"" Dundee travels to Los Angeles with his young son while his longtime companion suspects foul play at a movie studio."
tt0233142,Demian Lichtenstein,"Richard Recco, Demian Lichtenstein, Kevin Bernhardt",6.0,54%,2h 5min,
tt0238948,George Gallo,"Graham Greene, Guy Elmes, Denis Freeman",5.4,12%,1h 28min,
tt0239395,Lawrence Guterman,"John Requa, Glenn Ficarra",5.1,53%,1h 27min,
tt0245891,Eric Hannah,"Eric Hannah, Craig Detweiler",5.7,43%,1h 33min,"As four lifelong friends, Will, Bryan, Matt, and Corey, are on the road trip they've been planning their whole lives, Corey's beloved grandfather unexpectedly dies. When going to claim Corey's inheritance, the gang meets Matt's beautiful cousin Jessie and embark on a hilarious, extreme sports-filled adventure."
tt0246500,Chris Ver Wiel,Chris Ver Wiel,6.3,23%,1h 32min,"This is a comedy about mistaken identities, a hitman who sees everything in terms of the movies, and a twenty-year-old diamond heist."
tt0246438,"Thomas Jahn, Til Schweiger",Jürg Brändli,5.1,23%,1h 35min,Four buddies and wannabee crooks fails a drug deal. The drug lord is not pleased. He gives them five days to raise the lost money.
tt0250687,Jerry Zucker,Andy Breckman,6.5,45%,1h 52min,
tt0250720,John Whitesell,"George Gallo, Gregory Poirier, Dan Baron",5.4,23%,1h 34min,"A mailman takes care of a dog that, unbeknownst to him, is an FBI drug-sniffing superdog that has escaped from the witness protection program after becoming the target of an assassination."
tt0253126,Mel Smith,"Kim Fuller, Georgia Pritchett",6.1,20%,1h 26min,A nurse eavesdrops with a friend on a cell phone conversation that describes a bank heist. She and the friend then conspire to blackmail the robbers for two million dollars.
tt0252223,Stefan Ruzowitzky,"Digby Wolfe, Joseph Manduke, June Roberts",4.8, 7%,1h 39min,"A mismatched team of British Special Services agents led by an American must infiltrate, in disguise, a female-run Enigma factory in Berlin and bring back the decoding device that will end the war."
tt0256341,Robert Vernon,Robert Vernon,5.5,62%,1h 29min,"A couple come into contact with stolen mob money, gamble it away, and end up on the run from gangsters."
tt0257231,Santiago Segura,Santiago Segura,6.4,69%,1h 39min,
tt0258038,Louis C.K.,Louis C.K.,5.3,27%,1h 21min,
tt0264792,Matthew George,"Lachy Hulme, Matthew George",4.9,10%,1h 36min,"Christopher Skase. He ruled Australia and stole a fortune, fleeing to the coast of Spain. No one could touch him. No one could stop him. Until Peter Dellasandro and a small force of men swore they'd bring him down."
tt0266915,Brett Ratner,"Ross La, Manna, Jeff Nathanson",6.7,51%,1h 26min,
tt0268397,John A. Davis,"John A. Davis, David N. Weiss, J. David Stem",6.1,74%,1h 24min,
tt0120912,Barry Sonnenfeld,"Lowell Cunningham, Robert Gordon, Barry Fanaro",6.2,38%,1h 28min,
tt0120870,Gary Dean Orona,"Tyke Caravelli, Tane Mc, Clure, Gary Dean Orona",5.2,38%,Not Rated,"Trapped in a lover's triangle of lust, greed, and betrayal we follow one woman's journey to discover her true self... Magic, where everything is an Illusion... and nothing is as it seems."
tt0157472,Jonathan Frakes,"Rob Hedden, Andy Hedden, J. David Stem",5.2,29%,1h 34min,
tt0180052,Ron Underwood,Neil Cuthbert,3.9, 5%,1h 35min,
tt0207826,John Bolton,John Bolton,5.7,00%,1h 46min,"A bittersweet teen drama - doubling as an outrageous action-comedy - about a group of graduating Vancouver high school students facing their fears, their futures and each other while playing a no-holds-barred, spy-vs.-spy style water gun game."
tt0212204,Lee Demarbre,Ian Driscoll,6.1,50%,27min,"Harry Knuckles (code name Spanish Fly) must stop his nemesis who has kidnapped his daughter and poisoned her. Harry and his partner, Santo must find the serum that can save her and stop the ancient Aztec Mummy and it's evil zombies that pursue."
tt0221637,J.A. Steel,J.A. Steel,5.9,50%,1h 24min,A female cop's sister is kidnapped by the Asian mafia and she has 24 hours to save her.
tt0220792,Joel Gordon,,7.2,86%,1h 23min,"In this action comedy feature film, 'Superbob' utilizes his highflying karate mastery and investigative techniques to tackle the ruthless Big Yard. As time races on 'Superbob' must rescue his son Dante, who has been kidnapped by Big Yard. Big Yard operates a child smuggling ring and 'Superbob' must save Dante or lose his son forever."
tt0235280,Kevin Campbell,Kevin Campbell,2.8,30%,1h 31min,"Four perky, clueless cheerleaders from the Happy Valley High Hamsters are mistakenly blamed by the meddling Church Ladies for the invasion of the ""Internet smut"" into their children's bedrooms. The Church Ladies hire Stephen, a sexually ambiguous teacher from the local Parochial Reform School, to teach the cheerleaders a lesson. But the cheerleaders have more than Ste... Leer todo"
tt0235553,"Kantz, Ben Ramsey","Ben Ramsey, Kantz",5.0,65%,1h 25min,"A hitman falls in love with the boss's girlfriend, who may just be his next target."
tt0240468,Steve Oedekerk,Steve Oedekerk,6.2,13%,1h 21min,
tt0264333,Stefan Schwartz,"Bill Britten, Richard Crawford",6.6,40%,1h 36min,
tt0272036,John Carl Buechler,"Robert Boris, Dennis A. Pratt, Matthew Jason Walsh",2.8,38%,1h 20min,An Antarctic drilling station is under attack by a mysterious killer. Will anyone survive?
tt0271367,Ellory Elkayem,"Ellory Elkayem, Randy Kornfield, Jesse Alexander",5.5,48%,1h 39min,
tt0275947,Martyn Burke,"William Porter, Steve Mackall",5.1,13%,1h 37min,"A woman who has just discovered she is the daughter of a murdered Mafia chieftain seeks revenge, with the aide of her father's faithful bodyguard."
tt0277744,Mark Malone,Mark Malone,5.2,27%,1h 34min,
tt0278295,Kevin Bray,"Ronald Lang, Ice Cube",5.8,31%,1h 35min,"Bounty hunter Bucum chases bail-jumper Reggie, who runs right into the scene of a diamond heist and murder and gets shot at as well. Later they become partners in their pursuit of the $20M in diamonds and lottery ticket. Their women join."
tt0279493,Malcolm D. Lee,"John Ridley, Michael Mc, Cullers",5.9,78%,1h 26min,
tt0281108,Djamel Bensalah,"Djamel Bensalah, Gilles Laurent",3.5,82%,1h 34min,"In exchange for a sum of four million dollars that must be paid to them by Carlito, the boss of the Mafia in Saint-Denis, Tacchini, Sami, Yaya and Kader pretend to be top athletes and engage in a raid worldwide."
tt0280486,Joel Schumacher,"Gary M. Goodman, David Himmelstein, Jason Richman",5.6,10%,2h 5min,
tt0280490,Scott Roberts,Scott Roberts,6.0,40%,1h 42min,"3 brothers are in and out of prison in connection with heists planned by their lawyer et al. He gets them out for the heists and ""looks after"" the money and one's wife."
tt0280974,Uwe Janson,Jens Urban,4.7,29%,1h 35min,"The Surgeon Steffen is innocently accused of the murders of women that have taken place in the city in recent months. Attempts to clear his identity are hampered by the fact that he has recently been sitting and watching his colleague Katharina from a distance in her home. To put everything right, he takes the police's talkative psychologist hostage and sets out in se... Leer todo"
tt0282481,Gerry Lively,Rolfe Kanefsky,5.1,77%,1h 35min,"A private detective, a young woman, bank robbers and crooked cops all embark on a chase for a piece of paper that will lead them to three million dollars."
tt0283957,"Alain Berbérian, Frédéric Forestier","Alexandre Coquelle, Manuel Delilez, Thomas Langmann",5.9,38%,1h 47min,"It is the story of two types: Moltes a criminal in prison and Reggio one of the guards. Crazy adventures happen when following a winner ticket to Africa, they competes in a rally and are chased by the Turk, a sworn enemy of Moltes."
tt0284490,Tom Dey,"Jorge Saralegui, Keith Sharon, Alfred Gough",5.5,67%,1h 36min,
tt0286152,"Drew Daywalt, David Schneider","Drew Daywalt, Patrick Kiely, David Schneider",6.2,20%,1h 41min,A crook quietly plots his revenge against the boss who murdered his brother while working for him.
tt0287717,Robert Rodriguez,Robert Rodriguez,5.3,75%,1h 40min,
tt0289408,"Craig Mc, Cracken","Charlie Bean, Lauren Faust, Craig Mc, Cracken",6.5,64%,1h 13min,
tt0287497,Josh Olson,Josh Olson,2.9,60%,1h 24min,Horror tale of insects which eat their victims from the inside out.
tt0289616,James Bruce,"Matthew Goodman, Paul Sampson",4.5,20%,1h 31min,"Two long lost brothers and one hacker take on the CIA and the Mob. Dodging multiple hit squads, they try to stay one step ahead of the army of agents and Wise Guys gunning to get them whacked."
tt0289877,Damon Stout,Damon Stout,,65%,,"Quick cash, fake diamonds, and a triple-cross... When an out of work Gulf War vet (Leo) is offered some quick cash as a bodyguard, he jumps at the chance. His job is to escort a diamond courier from the airport to a large wholesaler in L.A. ...simple enough. Unfortunately for Leo, the security boss (Sal) who hired him plans to steal the diamonds. Add two corrupt detec... Leer todo"
tt0290095,Kevin Donovan,"Phil Hay, Matt Manfredi, Michael J. Wilson",5.4,65%,1h 38min,
tt0292886,Álex de la Iglesia,Jorge GuerricaechevarríaÁlex de la Iglesia,6.3,45%,2h 4min,
tt0295178,Jay Roach,"Mike Myers, Michael Mc, Cullers",6.2,53%,1h 34min,
tt0297181,Betty Thomas,"Morton S. Fine, David Friedkin, Marianne Wibberley",5.4,15%,1h 37min,
tt0299556,Julien Magnat,"Stéphane Kazandjian, Julien Magnat",4.4,48%,1h 34min,"Heroines Mallory, Vena Cava and Talking Tina fight the fallen angel Abaddon and his accomplices vampire Lady Valentine and succubus Morphine."
tt0301167,Takashi Miike,"Hitoshi Ishikawa, Yoshinobu Kamo, Toshiki Kimura",5.6,42%,1h 29min,The ace cop of a totalitarian police force and a drifting android play their parts in a post-apocalyptic society. They are destined to fight. Their encounter will change them forever.
tt0303267,Diego Arsuaga,"Diego Arsuaga, Beda Docampo Feijóo, Fernando Javier León Rodríguez",6.8,71%,1h 34min,"Three old man, a little boy training to protect an old patrimony, La ""33"", the last train."
tt0172156,Michael Bay,"George Gallo, Marianne Wibberley, Cormac Wibberley",6.6,32%,2h 27min,
tt0203536,Craig Singer,Robert Dean Klein,4.6,64%,1h 40min,
tt0245803,Paul Hunter,"Ethan Reiff, Cyrus Voris",5.5,23%,1h 44min,
tt0257568,"David Mc, Nally","Steve Bing, Barry O'Brien, Scott Rosenberg",4.5, 8%,1h 29min,
tt0271337,Coline Serreau,Coline Serreau,4.6,14%,1h 30min,"Marie (and her three fathers) are taking A-levels. Marie passes. She spends the summer in the country with her mother Sylvia, who has returned from America with her Californian husband who has two sons. Marie falls in and out of love for the first time in front of her alarmed fathers, who see Marie's innocence slipping away at frightening speed, and their relationship... Leer todo"
tt0271444,Harry O'Reilly,"Christopher Lynn, Harry O'Reilly",4.9,14%,1h 30min,"Johnny, a small time criminal in his late thirties, has been trying to get ahead his whole life. Sure, hes managed to scrape up enough money over the years to refurnish his entire apartment, but he hasnt been able to do much else. Andrea, Johnnys girlfriend, knowing all too well of his situation and not happy about it, offers him a chance to better himself. He can wor... Leer todo"
tt0274166,Peter Howitt,"Neal Purvis, Robert Wade, William Davies",6.2,14%,1h 29min,
tt0274523,Tony Markes,"Pamela Chais, Diana Levitt, Douglas K. Stuart",4.2,14%,1h 25min,"When a young woman (Lanza) is swindled by a handsome con (Rowe), veteran detective Phil Hannafin (Murray) manages a group of misfit trainees in a race to find him."
tt0278422,Francis Stokes,Francis Stokes,5.5,14%,1h 34min,"Harold Buttleman, small town tuxedo salesman, thinks he's the next great daredevil stuntman. He's not."
tt0275692,Danny Comden,Danny Comden,5.3,52%,1h 39min,"Sol Goode has led an easy life thanks to his charm, good looks, and quick wit, but now he faces eviction and the threat of having to get a real job. He also meets the most beautiful woman he's ever seen - but she can see through his lines."
tt0277171,Bill Fishman,Howard Kaylan,6.3,40%,1h 30min,"The Turtles, a California rock band, tours England for the first time, meeting Frank Zappa, the Beatles and Jimi Hendrix."
tt0282667,Darryl Fong,Darryl Fong,5.1,53%,1h 27min,"The chosen one from China's mystical Shur-Li Temple embarks on a hilarious quest in this high-kicking spoof of kung-fu films from director Darryl Fong. The champion fighter, Art Chew (Michael Chow Man-Kin), is sent to America by his master on a mission to find a mystical peach that holds the power of eternal life. Assisted by a distant cousin, his best friend, Roy Lee... Leer todo"
tt0283426,Steve Trenbirth,"Karl Geurs, Carter Crocker, Evan Spiliotopoulos",5.3,18%,1h 12min,
tt0282141,Charles de Meaux,Charles de Meaux,5.6,18%,1h 30min,Dirección
tt0282718,Tara Judelle,"Tara Judelle, David Garber, Joey Merholz",3.5,18%,1h 35min,"4 women fast from men for 100 days. No talking to, no touching of, no flirting with, and above all: no sex with men. When $1 million is offered to the first man who can break the fast, all hell breaks loose."
tt0282543,Mike Bencivenga,"Richard Levine, Mike Bencivenga",6.2,35%,1h 33min,"Tulley, a once-promising literary star now biding his time as an advertising copy editor, moves from cynicism to acceptance as he secretly hopes to write a great novel only to learn that his life of booze will end all too soon."
tt0284163,"Lisa Michele Mc, Tigue","Lisa Michele Mc, Tigue",8.3,35%,3min,Dirección
tt0281707,Roman Vávra,"Milos Macourek, Roman Vávra, Ondrej Sulaj",5.7,35%,1h 38min,"In the land of King Dobromil (Josef Somr) honest labor, decency, honesty and respect among people has become a thing of the past. Instead the country is gradually succumbing to Hell's force and, thus, those who have some remnants of decency prefer to flee. Slightly befuddled herbalist Apollonia (Iva Janzurová) has a dream that the land is rescued by an unknown 'saviou... Leer todo"
tt0284674,"Adam Freeman, Pauly Shore","Pauly Shore, Kirk Fox",4.4,54%,1h 22min,"Hollywood's Pauly Shore loses everything, fakes his own death, and gets caught."
tt0285209,John Henderson,"Gaby Hauptmann, John Henderson, Sharon von Wietersheim",4.0,54%,1h 36min,A woman goes in search of an impotent man.
tt0285327,"Clint Cowen, Norman Korpi","Clint Cowen, Norman Korpi",6.6,54%,1h 24min,"You're invited to the wackiest wedding since Robert Altman last threw the rice, where no one is polite and everyone ""acts"" real. What is truth, and what is fiction? How does one discern reality from pretense? These are serious questions, but if you're looking for answers à la Japanese abstraction, German expressionism or Swedish nihilism, keep looking, because The Wed... Leer todo"
tt0285156,Lawrence Gay,Lawrence Gay,4.9,53%,1h 25min,Three groomsmen try to hook up with the wedding's bridesmaids.
tt0286788,Dennie Gordon,"William Douglas-Home, Jenny Bicks, Elizabeth Chandler",5.8,36%,1h 45min,
tt0287086,"Luke Cresswell, Steve Mc, Nicholas","Luke Cresswell, Steve Mc, Nicholas",5.4,36%,1h 31min,"Two English twins, who despise each other, start rival vacuum cleaner companies across the street from each other."
tt0286244,Sylvain Chomet,Sylvain Chomet,7.7,94%,1h 20min,
tt0286947,Gavin Grazer,"Joe Wein, Max Wein",5.9,20%,1h 35min,By chance 3 employees rob their bank the same weekend.
tt0288244,Mike Deeney,"Steve Barrett, Mike Deeney",1.6,20%,1h 29min,"Spring break in Mexico takes an unexpected turn as three goofy guys, four gorgeous girls and a mysterious hitchhiker cross paths south of the border."
tt0288045,Gordon Chan,"Alfred Cheung, Bennett Davlin, Gordon Chan",5.2,17%,1h 28min,
tt0289889,Marleen Gorris,Katherine Fugate,6.1,57%,1h 36min,A young woman escapes her wildly eccentric family in search for a life of normalcy.
tt0291001,Noah Stern,Noah Stern,7.8,57%,1h 16min,An immature rock star's life and career begin to fall apart.
tt0292527,Bala Rajasekharuni,Bala Rajasekharuni,5.7,40%,1h 40min,"Green Card Fever is the story of a young man in the United States who overstays his visa in the pursuit of a ""Green Card"". He naively muddles through an underworld of illegal immigrants, immigration lawyers and the INS, and the love of an American girl of Indian origin."
tt0290831,"Sean Anderson, William Preston Robertson",William Preston Robertson,7.2,40%,2003,An examination of the punk ukulele movement.
tt0291542,Martin Provost,"Marc Abdelnour, Philippe Lasry, Martin Provost",6.6,40%,1h 32min,"The 20-year-old Juliette tries to come to terms with an unexpected pregnancy, despite a lack of support from the father of the child and from her mother."
tt0291993,Stavros Kazantzidis,"Stavros Kazantzidis, Allanah Zitserman",4.6,40%,1h 40min,A comedy about a horse trainer.
tt0293452,Bryan Lewis,Steven Baer,5.2,40%,1h 34min,
tt0294412,Nathan S. Garfinkel,Nicolle Nattrass,,20%,,"Trixie Veronica, the world's oldest living Brownie shares her views about being involved in one of the most powerful organized associations in existence."
tt0293672,Bertrand Blier,Bertrand Blier,5.1,43%,1h 26min,"A father arrives at his son's house one evening. They begin talking about women, love, relationships and things turn awkward fast."
tt0295159,Mircea Daneliuc,Mircea Daneliuc,5.7,43%,1h 56min,"Titi and Marius, two friends who fought together during the revolution of 1989, follow very different social and political paths in its aftermath."
tt0295182,Bill Carleton,"Bill Carleton, Amy Chilcote",4.3,43%,1h 27min,"Alex Starbuck has it all... a high paying job, a beautiful home, and a wardrobe that any woman would die for. But there's a glitch in her portable, hard-driven life. While her job is stressful, the only physical release she receives from her hi-tech husband Mark are numerous emails. Things become hilariously complicated when Alex has a romantic encounter with Graeme, ... Leer todo"
tt0295711,Jonathan Coder,Jonathan Coder,6.3,74%,Unrated,Fraud Feathers and Fairies (one of the stories from the 'Red Rock' trilogy of stage plays) is based on the California gold rush era in the mythical town of Red Rock. We follow the wacky exploits of the town's inhabitants from sassy saloon girls and Amazonian behemoth parrots to hypnotist dentists and 400-pound tooth fairies.
tt0295289,Chris Koch,"Greg Glienna, Pete Schwaba, Matt Tarses",5.6,74%,1h 41min,
tt0295721,Gérard Krawczyk,Luc Besson,5.8,51%,1h 30min,
tt0298482,Vincenzo Natali,"Vincenzo Natali, Andrew Miller, David Hewlett",6.1,40%,1h 30min,"After a terrible day, two good friends and housemates find the outside world converted into a featureless and empty white void."
tt0296037,Brian Cox,"David Davis, Brian Cox, Arthur Egeli",4.6,31%,1h 30min,"Richard (Sean Blakemore) spends most time writing love-poems about women he never met. Joslyn (Portia Reeler) is a gangsta rap fan who's father own a music label, so needless to say Richard is not her type. But will that stop him?"
tt0296245,Mario Caniglia,Mario Caniglia,,31%,,Dirección
tt0295718,Marc Gracie,"Dave O'Neil, Mark O'Toole",5.8,58%,1h 28min,"Tony Stilano and Trev Spackneys both own, live over and work in adjoining take-away fish shops in Melbourne. Although they have fallen into a habitual rivalry based on a cause long forgotten, the pair unite when the multinational fast-food outlet ""Burgies"" unveils a new store directly opposite the twin fish & chips shops."
tt0298737,Mark Whiting,"August Hall, Mark Whiting",6.3, 6%,16min,"On the eve of Halloween, 1938, CBS radio reported UFO's in the skies over the United States. That same night, two notorious criminals escaped the maximum security prison at Macatawa... They were never seen again. Apple Jack is a high brow story about low brow people caught in a divine intervention."
tt0299045,Brad T. Gottfred,Brad T. Gottfred,6.2, 6%,1h 38min,A man believes his life is a movie watched by an audience only he can see.
tt0298089,Jan Gogola Jr.,Jan Gogola Jr.Pavel Klusák,6.4,",1%",1h 28min,"The story of National Class, real space in real time. Narodni trida, the persistent presence of the street, which, however, is not present - its essential film presence is then a negation of presence, it is a missing presence."
tt0297871,Robert Schwentke,Robert Schwentke,6.9,",1%",1h 27min,A man who loses a very personal part of his body to cancer decides he wants it back in this offbeat black comedy.
tt0299859,Misti Barnes,"Misti Barnes, Steve Voldseth",5.4,",1%",1h 36min,"As the presenter of tabloid news show 'Probe', Bob Smith stoops to new lows to expose stories at any cost. When covering the lives of three high-flying women vying for the 'Woman of Distinction' award in broadcasting, he hopes to break through the glossy facade and reveal secrets all three women strive to keep hidden...even if that means inventing a few secrets himsel... Leer todo"
tt0299930,Martin Brest,Martin Brest,2.6, 6%,2h 1min,
tt0300069,Stuart Gillard,"Nicholas Di, Bella",5.7,40%,1h 34min,"Randy Quaid stars in this uplifting, action-packed coming-of-age story about an aspiring racer with a need for speed, a passion for the racetrack and a hunger for victory!"
tt0300634,Bob Cesca,Bob Cesca,7.8,40%,1h 46min,A documentary film crew follows the lives of several knee-jerk patriots as they enter a radio contest during the early days of the War on Terrorism.
tt0300471,David Dobkin,"Alfred Gough, Miles Millar",6.2,66%,1h 54min,
tt0301357,Wolfgang Becker,"Bernd Lichtenberg, Wolfgang Becker, Achim von Borries",7.7,91%,2h 1min,
tt0301417,Ted Emery,"Andrew Jones, Rick Kalowski",5.6,62%,1h 28min,A meat worker is accidentally nominated to run for Parliament and realises that to save the meat works he has to get elected. All that stands in his way is every other politician in the country and his own fear of public speaking.
tt0301181,Gary Hardwick,"James Iver Mattson, B.E. Brauner, Gary Hardwick",6.0,43%,1h 45min,Eva doesn't let her 3 sisters' men push them around. She's always butting in. How to pacify Eva? Find her a man. The men pay a playboy to be that man. The problem is - he falls in love with Eva.
tt0300968,John Putch,"Rodney Lee Conover, Jeffrey Hause, David Hines",4.6, 0%,1h 30min,"In these times of enlightened sexual politics, Ted Davis is a scoring machine. He's got the rap, the charm and his little black book weighs several pounds. Ted has become a guru to his buddies who can only aspire in awe to his greatness. This is a man's man, a ladies man, a super-hero: He's Ted Davis: ""BachelorMan"" When the woman of his dreams, ""Heather"" moves in next... Leer todo"
tt0302361,Mark Illsley,Michael Bacall,5.9,67%,1h 28min,"Centers on four college friends who become small-time bookies, only to find their world spinning dangerously out of control when their greed attracts the attention of organized crime."
tt0302297,David Mickey Evans,David H. Steinberg,4.7,67%,1h 30min,
tt0302886,Todd Phillips,"Court Crandall, Todd Phillips, Scot Armstrong",7.0,60%,1h 28min,
tt0303146,Michael Kreihsl,Eva Spreitzhofer,5.7,60%,1h 30min,"Tacky novels illustrator Rüdiger lives divorced with more then half custody of pre-teen son Max and gave up dating as parenthood scares flirters, but florist buddy Jürgen arranged a blind date behind his back, instructing to keep silent about Max. College lecturer Marlene, who didn't score a date since she got her pre-teen daughter, was similarly tricked by mate Pauli... Leer todo"
tt0304906,Luiz Carlos Lacerda,Luiz Carlos Lacerda,4.7,60%,1h 34min,"A light-hearted and high-spirited story, full of spice, sensuality and romance, Viva Zapato tells the tale of Dolores, a beautiful Cuban dancer who decides to leave her failing marriage and open a restaurant by the beach with her aunt from Brazil. When her aunt sends her a pair of shoes instead of the money to start up the restaurant, she angrily sells the useless gif... Leer todo"
tt0303251,Anthony Mir,"Gary Eck, Anthony Mir, Akmal Saleh",6.1,79%,1h 39min,Small-town police fear for their lives after a set of serial murders with a Village People connection.
tt0304912,Nelson Denis,Nelson Denis,7.5,91%,1h 30min,Vote For Me! is a political comedy set in East Harlem: the story of a 70-year old Puerto Rican super who runs for Congress and wins.
tt0304056,Stephan Winkler,"Moritz Gerber, Stephan Winkler",7.5,91%,37min,Dirección
tt0305206,"Shari Springer Berman, Robert Pulcini","Harvey Pekar, Joyce Brabner, Shari Springer Berman",7.4,94%,1h 41min,
tt0305178,Ra'anan Alexandrowicz,"Ra'anan Alexandrowicz, Sami Duenias",7.4,91%,1h 31min,During his journey to Jerusalem young James learns the meaning of being Israeli.
tt0305574,Ringo Lam,"Mike Cassey, Ringo Lam",5.8, 0%,1h 41min,"A policewoman has always had the worst luck in love. On a trip to Malaysia, she finally meets the man of her dreams. However, her Perfect Man might not be all he appears to be."
tt0305224,Peter Segal,David Dorfman,6.2,42%,1h 46min,
tt0303898,Verena S. Freytag,"Verena S. Freytag, Grit Neuber",7.1,42%,1h 37min,"Johanna, a feisty 17-year-old German girl with dreams of becoming a fashion designer, discovers her biological father is Turkish. Without telling him of their relationship, she gets a job at his elegant restaurant and disaster follows."
tt0305357,"Mc, G","Ivan Goff, Ben Roberts, John August",4.9,41%,1h 46min,
tt0305583,Helmut Schleppi,Geert Heetebrij,6.0,46%,1h 34min,Two brothers need household help after their Ma passes away. They decide to join a romance tour to Russia to find and bring home a traditionally minded wife.
tt0305568,Gérard Krawczyk,"Luc Besson, Jean Cosmos",5.7,14%,1h 37min,
tt0306047,David Zucker,"Craig Mazin, Pat Proft, Shawn Wayans",5.5,35%,1h 24min,
tt0304638,Thomas Haden Church,"Thomas Haden Church, David Denney",6.0,79%,1h 29min,An independent film about a road trip to find a magical forest of marijuana.
tt0306040,Jean-Claude Biette,Jean-Claude Biette,6.5,79%,1h 32min,"The title reflects the brand of a financial institution, the bank of the Saltim family: Frederic, the younger brother, runs the family bank; his brother Bruno rejected the position of executive director, and chose to fund a theatrical company. A net of family members, friends, and acquaintances seems to swirl around the banking brothers, who are both trying to control... Leer todo"
tt0304601,Eric Guirado,"Michel Fessler, Eric Guirado, Pierre Schoeller",6.4,79%,1h 35min,A mayor wants to get rid of homeless people who blacken his Christmas.
