id_film,Direccion,Guion,Puntuacion_IMDB,Puntuacion_Rottem,Duracion,Argumento
tt0357668,"Rocco De, Villiers","Gregory C. Haynes, Jason de, Villiers, Rocco De, Villiers",6.8,50%,1h 58min,
tt0364970,Mathieu Kassovitz,"Maurice G. Dantec, Mathieu KassovitzÉric Besnard",5.5, 7%,1h 30min,
tt0365675,Nikolai Müllerschön,Nikolai Müllerschön,6.3,17%,1h 46min,
tt0367882,Steven Spielberg,"David Koepp, George Lucas, Jeff Nathanson",6.2,17%,2h 2min,
tt0371746,Jon Favreau,"Mark Fergus, Hawk Ostby, Art Marcum",7.9,94%,2h 6min,
tt0373051,Eric Brevig,"Michael D. Weiss, Jennifer Flackett, Mark Levin",5.8,60%,1h 33min,
tt0400426,Uwe Boll,"Michael Roesch, Peter Scheerer, Masaji Takei",3.2,12%,1h 35min,
tt0411477,Guillermo del Toro,"Guillermo del Toro, Mike Mignola",7.0,86%,2h,
tt0411475,Larry Bishop,Larry Bishop,5.0,10%,1h 24min,
tt0411272,Jean-François Richet,"Abdel Raouf Dafri, Jean-François Richet",7.4,68%,2h 13min,
tt0416236,Mark Waters,"Karey Kirkpatrick, David Berenbaum, John Sayles",6.5,81%,1h 36min,
tt0421073,David Ayer,"James Ellroy, Kurt Wimmer, Jamie Moss",6.8,38%,1h 49min,
tt0425637,John Woo,"John Woo, Khan Chan, Cheng Kuo",7.3,90%,2h 25min,
tt0426592,Craig Mazin,Craig Mazin,4.7,16%,1h 15min,
tt0425061,Peter Segal,"Tom J. Astle, Matt Ember, Mel Brooks",6.5,16%,1h 50min,
tt0427355,Michael Mandell,Michael Mandell,,17%,,Two New York City detectives find themselves the suspects in their own investigation.
tt0431842,Omar Shargawi,"Mogens Rukov, Omar Shargawi",6.8,17%,1h 30min,"An Arabic tale that takes place in Copenhagen, Denmark. About ancient religious hatred, about love, punishment, guilt and redemption, about being responsible for one's own actions and refusing a path of violence. Jamil stands in the middle. He is fighting the war of his life; a war within himself."
tt0441773,"Mark Osborne, John Stevenson","Jonathan Aibel, Glenn Berger, Ethan Reiff",7.6,87%,1h 32min,
tt0443274,Pete Travis,Barry L. Levy,6.6,87%,1h 30min,
tt0443649,Roland Emmerich,"Roland Emmerich, Harald Kloser",5.1, 9%,1h 49min,
tt0443559,John Madden,"Hossein Amini, Elmore Leonard",6.0,38%,1h 35min,
tt0447166,Matt Vancil,Matt Vancil,7.3,80%,1h 45min,"Lodge, a gaming geek, takes his playing very seriously, unlike his babyish friends who'd rather be immature. He decides to shake things up by introducing two unconventional people to their group."
tt0448157,Peter Berg,"Vy Vincent Ngo, Vince Gilligan",6.4,42%,1h 32min,
tt0449994,Ashutosh Gowariker,"Haidar Ali, Ashutosh Gowariker, K.P. Saxena",7.5,79%,3h 33min,"A sixteenth century love story about a marriage of alliance that gave birth to true love between a great Mughal emperor, Akbar, and a Rajput princess, Jodha."
tt0450314,Lexi Alexander,"Nick Santora, Art Marcum, Matt Holloway",5.9,79%,1h 43min,
tt0452608,Paul W.S. Anderson,"Paul W.S. Anderson, Robert Thom, Charles B. Griffith",6.4,41%,1h 45min,
tt0452645,Geoff Searle,Geoff Searle,8.2,30%,2008,"After being exposed to concentrated madness, a young film maker has 48 hours to escape from his own imagination before going insane forever."
tt0454402,Rick Jacobson,Timothy Cogshell,4.1,66%,1h 30min,Would-be drug dealers are caught between the police and the Mafia.
tt0456978,Kôbun Shizuno,"Buronson, Tetsuo Hara",6.8,64%,1h 23min,"Ken is backstabbed by Shin (Fist of The South Star) who kidnapped his love, and claimed Kens powers to stop conflict . So Ken now almost dead , goes through the post apocalyptic wasteland to learn to fight for the innocent ,and reclaim his title as the legendary fighter ."
tt0462401,Bryan Michael Stoller,Bryan Michael Stoller,5.3,71%,1h 37min,"An astronomer discovers the Dream Galaxy and with it, the girl of his dreams."
tt0462465,"Howard Mc, Cain","Dirk Blackman, Howard Mc, Cain",6.2,71%,1h 55min,
tt0462499,Sylvester Stallone,"Art Monterastelli, Sylvester Stallone, David Morrell",7.0,38%,1h 32min,
tt0467197,John Moore,"Beau Thorne, Sam Lake",5.3,16%,1h 40min,
tt0468569,Christopher Nolan,"Jonathan Nolan, Christopher Nolan, David S. Goyer",9.0,94%,2h 32min,
tt0467017,José Iván Santiago,"Angel M. Sanjurjo, George Rivera, Edgar Soberón Torchia",5.2, 0%,1h 47min,"A young drug dealer falls in love while facing disruption among the men in his gang, and being offered a career as a Reggaetón singer."
tt0469925,Fabien Pruvot,"Fabien Pruvot, Bianca Roe",6.8, 0%,2008,"Code name ""Japan"" is a contract killer on a job. Accustom to staying in hotels, Japan find himself jet-lagged in the middle of the night and forced to eat in the hotel restaurant, room service been closed. There, he meets a man, Alfred. Alfred was recently evicted from their marital home by his now ex-wife and now lives at the hotel. A loner befriends another loner, a... Leer todo"
tt0477812,Dennis Petersen,Frederik Meldal Nørgaard,4.7, 0%,1h 25min,"Sonny, Richael, Steen and Patric dream of doing the perfect heist, but all have very different ideas about how it's done right. The tension rises as they have to spend a night in jail - after yet another failed heist. However, as the night progresses they have to come to terms with each other, in order to plan the perfect heist."
tt0478268,Frank Durant,"Frank Durant, Vin Fraioli",6.8, 0%,1h 30min,"""Solitaire"" is a story of thievery and the lengths that a group of young criminals will go through in order to do exactly that. Stars the legendary Marilyn Chambers"
tt0479651,K.S. Ravikumar,"Kamal Haasan, Madhiyalagan Subbiah, Atul Tiwari",7.3,58%,3h 8min,
tt0481494,Frank Michels,Frank Michels,3.0,33%,1h 40min,"A billionaire has 8 hours to get his wife back, with help from armchair combat professionals."
tt0483607,Neil Marshall,Neil Marshall,5.9,33%,1h 53min,
tt0485782,Tom Shell,Ramesh Thadani,2.6,81%,1h 36min,Will is a hippie college student who finds himself in the middle of a battle between vampires and a group of warlocks called Sentries; but when he's bitten by a seductive vampire he's forced to come to terms with his new state of being...
tt0489099,Doug Liman,"David S. Goyer, Jim Uhls, Simon Kinberg",6.1,15%,1h 28min,
tt0490210,Ram Gopal Varma,Prashant Pandey,6.7,43%,2h 5min,An even more powerful gang emerges to wipe out Sarkar from the playground. A power plant proposal becomes a cause for greater political turmoil around him. What happens to the Family?
tt0489048,Ralph E. Portillo,Pamela Smith,4.6,43%,1h 49min,A 1940's period drama about a small-town family of grifters including a beautiful daughter haunted by childhood trauma.
tt0490170,Harry Baweja,"Harry Baweja, Bhavani Iyer, Mayur Puri",2.6,23%,3h,"With the help of his uncle, a man travels to the future to try and bring his girlfriend back to life."
tt0490181,Simon Hunter,Philip Eisner,5.2,17%,1h 51min,
tt0493464,Timur Bekmambetov,"Michael Brandt, Derek Haas, Chris Morgan",6.7,17%,1h 50min,
tt0494249,Pascal Caubet,"Pascal Caubet, Maxime Lemaitre",2.9,11%,1h 35min,"How would you react if three years after the death of your father, you receive a letter signed by him inviting you to visit an abandoned house in the middle of nowhere in China? Curious in nature, you decide to set off on this adventure. Here's the snag, when you arrive in front of the house (which looks more like a bunker), you realize that there are other visitors s... Leer todo"
tt0492881,Jesse V. Johnson,Rick Yune,4.5,25%,1h 30min,"In Bangkok, an assassin who turns down a job that hits too close to home finds himself targeted by the elite members of his profession."
tt0499448,Andrew Adamson,"Andrew Adamson, Christopher Markus, Stephen Mc, Feely",6.5,66%,2h 30min,
tt0756707,Jonathan M. Dillon,Ian Shorr,5.6,52%,1h 44min,"In the seedy underground of illegal prizefighting, a corrupt boxing promoter is embroiled in a dangerous fight-fixing scheme with his female prizefighter."
tt0758774,Ridley Scott,"William Monahan, David Ignatius",7.0,55%,2h 8min,
tt0762137,Malcolm Martin,Malcolm Martin,4.8,27%,1h 32min,"After a lost fight, a fighter wants back in the ring, seeking revenge on the fighter who knocked him out. When he comes toe to toe with him, he'll make sure his fists do the talking."
tt0765432,Uli Edel,"Bernd Eichinger, Uli Edel, Stefan Aust",7.3,85%,2h 30min,
tt0770752,Andy Tennant,"John Claflin, Daniel Zelman, Andy Tennant",5.7,11%,1h 52min,
tt0780500,Mikey Hilb,"Mikey Hilb, Glenn Zoller, John Protass",4.5,47%,1h 36min,Best friends set out to be the first people to ski a dangerous Alaskan peak.
tt0783532,Ralph Ziman,Ralph Ziman,7.3,77%,1h 59min,A young hoodlum's rise from a small-time criminal to a powerful crime entrepreneur during the turbulent years before and after the fall of apartheid.
tt0783538,J. Neil Schulman,J. Neil Schulman,2.2,44%,1h 56min,"In this action comedy, Jack Goldwater, an IRS agent on loan to the Federal Air Marshal Service, is relieved of field duty after insulting a powerful U.S. Senator, and finds himself exiled to a humiliating desk job in Nevada as the federal receiver managing a legal brothel in tax default, where -- with the help of the brothel Madam, Lady Magdalene -- he uncovers an Al ... Leer todo"
tt0785035,"Tony Jaa, Panna Rittikrai","Tony Jaa, Panna Rittikrai, Ek Iemchuen",6.2,49%,1h 38min,
tt0790810,Mark Duncan,"Jon Bloom, Natalie Downing, Mark Duncan",5.3,49%,1h 25min,"In the near apocalyptic future, The Silverstone Corporation is trying to take over Dockland, the valuable waterfront property under the firm rule of Bishop, but the takeover won't be easy...who will win this battle???"
tt0790786,Antony Szeto,"Dennis Chan, Ho-Leung Lau",5.8,33%,1h 44min,"Ten years ago, five students joined a martial arts school and learned the disciplines of Wushu and the bonds of friendship. Today, both will be put to the test after they and a former student stumble into a child kidnapping ring."
tt0795362,Will James Moore,Will James Moore,8.8,33%,2008,Joe's a suburban convenience store clerk with big dreams of becoming a cowboy so he packs his boots and relocates to South Texas to learn from the real deal. His idea of the mythic cowboy is quickly shattered however when he finds himself holed up in a town that survives on a human smuggling trade.
tt0800080,Louis Leterrier,"Zak Penn, Stan Lee, Jack Kirby",6.6,33%,1h 52min,
tt0800308,Ed Harris,"Robert Knott, Ed Harris, Robert B. Parker",6.7,76%,1h 55min,
tt0808339,Jérôme Salle,"Julien Rappeneau, Jérôme Salle, Jean Van Hamme",6.4,50%,1h 48min,
tt0811080,"Lana Wachowski, Lilly Wachowski","Lilly Wachowski, Lana Wachowski, Tatsuo Yoshida",6.1,50%,2h 15min,
tt0814022,"Danny Pang, Oxide Chun Pang","Jason Richman, Oxide Chun Pang, Danny Pang",5.3, 9%,1h 39min,
tt0815096,Sean Robinson,"Barrie Robinson, Sean Robinson, Mark York",6.0, 9%,1h 33min,"To fight crime, a new hero is created, but there are a few small glitches to iron out."
tt0817538,Steven Brill,"Kristofor Brown, Seth Rogen, John Hughes",5.7,27%,1h 50min,
tt0818226,Lance Doty,"Max Brand, Lance Doty",5.1,45%,1h 50min,Tale of vengeance -- outlaw style -- as Red Pierre hunts down legendary gunman Bob McGurk to avenge the murder of his Mother and Father.
tt0822802,Phenomenon,"Dan Garcia, Jason Hewitt",2.3,45%,1h 30min,"New Orleans has the No. 1 per capita murder rating in the nation. A decade earlier the city was dubbed the ""Murder Capital of the Country."" Drugs and violence controlled the streets, taking a toll on the city's law enforcement, neighborhoods and its people. Illustrating this dark chapter in the city's history is ""Death Toll""."
tt0827181,K.C. Bascombe,Gregory Rosati,5.1,83%,1h 37min,"A modern day Bonnie and Clyde - with a twist - that follows two lovers down a path of destruction, mayhem, and murder as they live in a world where it is acceptable to take whatever they want with murderous consequences."
tt0826523,Julian M. Kheel,"Brett Halsey, Julian M. Kheel",5.1,50%,1h 26min,"Three teams of criminals share the same Brooklyn block, but each exists in a separate genre of film. The Amateurs are trapped in a 1970's anti-hero movie. The Sputniks live in black and white. The Moolies can't escape their rap video life."
tt1077074,Cesar Apolinario,"Cesar Apolinario, Mac Cruz, Cris Lim",6.5,78%,1h 50min,"Cris and Jason are two policemen with two opposite personalities and philosophies-Cris is the epitome of the rare, near-extinct breed of honest cops while Jason is the basurero, the legman/front man who does the dirty work of his district's high officials. Despite their contrasting natures, the two forge an unlikely friendship during their Special Weapons And Tactics ... Leer todo"
tt1081942,Chee Keong Cheung,"Chee Keong Cheung, Oliver Morran",4.5,78%,1h 35min,It Is A 2008 Hong Kong British Action Martial Arts Film.
tt1082064,Stephen Manuel,"Andreas Brune, Sven Frauenhoff",3.8,78%,1h 34min,"A young couple on the run takes the owner of a posh villa hostage after being surrounded by police, only to find that their ace in the hole is a dangerous serial killer."
tt1082881,Shawn Seet,Rai Fazio,5.8,78%,1h 45min,"This is a contemporary story set in Perth, Western Australia. Anthony Argo is a young Italian/Australian boxer, being pushed to the limit by his Sicilian father-trainer, Joe. Joe wants Anthony to achieve the success in the ring that he was denied as a young man. When Anthony meets Kate, he begins to see his life - and the role violence - in a different light. He loses... Leer todo"
tt1084697,Amir Valinia,"Tony Faia, Dan Garcia, Sheldon Robins",2.5,78%,1h 23min,Set in post hurricane New Orleans. A brutal Mexican drug lord busts out of jail to retrieve the $15 million that his girlfriend is hiding. Can he find the girl and the cash before the cops track him down?
tt1087472,John Poague,David Stever,2.9,78%,1h 20min,"Cooper O'Neil's life changes when his former FBI partner arrives DOA with a thumb drive that's the key to a diabolical plot headed by a madman with an ax to grind. Welcome to Safehouse, where friends can be enemies and games can be deadly!"
tt1087833,Mike Eschmann,"Florian Gärtner, Jakob Hilpert, Rudolph Jula",3.9,78%,1h 34min,"When super-tough Instructor Schmidt tries to turn young German boys into men, his female military boss calls his leadership skills into question."
tt1087474,Danny Lerner,"Les Weldon, Danny Lerner",2.5,78%,1h 28min,"Traveling to Venice to investigate his father's mysterious death, famous archaeologist and diver David (Stephen Baldwin) unearths a killer secret that lies beneath the Venetian waters."
tt1091202,Tak Sakaguchi,"Akira Miyashita, Tak Sakaguchi",5.5,78%,1h 50min,"Otokojuku 1st-year student leader, carrying a grudge on this school, now leads the evil army of Kanto Gogakuren school, is ready for a pay back. He conspires to take over Otokojuku and sets out to their school ground. The Otokojuku principle, Heihachi Edajima, appears and utters: ""No personal vendetta is allowed on the grounds of Otokojuku, but it's a different story ... Leer todo"
tt1091987,Jose 'Kaka' Balagtas,"Manny Pacquiao, Jose 'Kaka' Balagtas, Rod Santiago",4.3,78%,1h 50min,Dirección
tt1091989,Oleg Pogodin,Oleg Pogodin,6.0,78%,2h 1min,"Yegor Kremnyov, a Russian special intelligence agent, is tasked with bringing in Mikhail Shering, the secretary of a mobster, to testify."
tt1092278,Sebastian Mantilla,"Sebastian Mantilla, Bianca Smanio",8.5,78%,1h 29min,"The last day of the Spanish redeployment in the Iraq war, a Spanish soldier gets trapped in an ambush, leading her to fight a new war."
tt10933106,Joshua Steele,Joshua Steele,,78%,,"The tragic story of the rise and fall of a legendary voodoo murderer, named Jim Kessel."
tt1095423,"Thorbjørn Christoffersen, Craig Frank","Nikolaj Arcel, Claus Deleuran, Rasmus Heisterberg",5.7,78%,1h 30min,"A privately funded Danish mission to find resources on Saturn replaces navigator last minute with incompetent Per. His ex tries to warn them. Unfortunately, there are aliens on Saturn who are interested in Earth's water."
tt10963922,Enrique Murillo,,,78%,,Dirección
tt1097011,Martijn Berndsen,Martijn Berndsen,,78%,,Dirección
tt10983382,Sebastian Klinger,Sebastian Klinger,,78%,,Dirección
tt1105741,Renji Panicker,Renji Panicker,4.8,78%,2h 34min,A dedicated police officer investigates the death of a drug baron in spite of pressures from above and corruption within his police force
tt1105742,David Winning,"Gary Dauberman, Ethlie Ann Vare",4.0,78%,1h 30min,"A young girl finds out some disturbing supernatural truths about her father, who has been a suspect to multiple murder cases."
tt1105727,Grant Harvey,"Blaine Hart, Barry Kloeble, Josh Miller",4.3,78%,1h 30min,"FREEZER BURN is an action comedy - aimed at a young male audience. Disguised as executives from a Dutch Oil Company, Aliens from outer space buy a local farming company and promise to create jobs for the failing farming town. Their goal is to use crop circles to heat up the temperature of the earth and eventually turn the entire planet into a Club-Med for extra-terres... Leer todo"
tt1114725,Samir Karnik,"Aseem Arrora, Samir Karnik",5.7,78%,2h 19min,"Two boys travel a thousand miles to deliver three letters as a part of their film school assignment. However, little do they know that the journey they have embarked upon will give a new meaning to their life."
tt1117379,Timothy Friend,Timothy Friend,4.3,78%,1h 31min,"After a heist goes wrong, outlaw couple Bonnie and Clyde crash a mansion inhabited by the recently revived Dracula. When gangsters meet vampires, there's bloody hell to pay."
tt0205380,Lawrence D'Souza,Talat Rekhi,4.2,78%,2h 50min,A love triangle forms after a male finds his best friend has married his sweetheart.
tt0312958,Peter Van Lengen,"Talina Tinoco, Peter Van Lengen",5.3,78%,1h 30min,"After finding his grandfather's Shaolin medallion, Braulio gets mixed up with Mexican gangsters whom end his peace, he'll handle this mess the old fashioned way - Yet his greatest rival is also the deadliest Kung Fu beauty in all of China."
tt0346631,Ben Ramsey,Michael Andrews,6.7,78%,1h 33min,
tt0365929,Dominic Sena,"Jon Hoeber, Erich Hoeber, Chad Hayes",5.5,78%,1h 41min,
tt0373340,Clayton Miller,"Bradley Day, Clayton Miller",5.9,78%,1h 25min,"While at camp, Alex Sterling and his friends have stumbled upon an old journal left behind by his deceased grandfather where they learn of the existence of a legendary medallion believed to have originally belonged to the Biblical King Solomon. Many adventures follow as they uncover clues leading to the final resting place of the medallion."
tt0375568,David Bowers,"Osamu Tezuka, David Bowers, Timothy Harris",6.2,51%,1h 34min,
tt0409459,Zack Snyder,"Dave Gibbons, David Hayter, Alex Tse",7.6,65%,2h 42min,
tt0417741,David Yates,"Steve Kloves, J.K. Rowling",7.6,84%,2h 33min,
tt0421237,Bob Ahmed,Bob Ahmed,3.1,84%,1h 30min,"When a female assassin is sent to the US to kill the last living heir to the modern day Himalayan Kingdom, royal solider is also sent to protect her. When he is face to face with the assassin his duty to the Kingdom becomes compromised. As they battle, secrets are uncovered and the line between good and evil is erased. Only one mission can be completed and only one pe... Leer todo"
tt0433362,"Michael Spierig, Peter Spierig","Michael Spierig, Peter Spierig",6.4,69%,1h 38min,
tt0435716,Jeremy Alter,Anton Pardoe,4.4,69%,1h 39min,"Against the backdrop of a noirish dreamscape, a tortured man returns to the city he swore he would never return to, in order to save the woman he has always loved yet can never have."
tt0436339,Hoyt Yeatman,"Cormac Wibberley, Marianne Wibberley, Hoyt Yeatman",5.1,22%,1h 28min,
tt0438894,Ajay Chandhok,"Shabbir Ahmed, Yunus Sajawal",3.4,22%,2h 3min,Two men abduct a woman who wants to alienate them from their friend.
tt0438488,"Mc, G","John Brancato, Michael Ferris",6.5,22%,1h 55min,
tt0447160,"Kieron Estrada, Jo, Jo Henrickson","Jo, Jo Henrickson",8.1,22%,1h 29min,"Los Angeles, 2525: The future is here. And the Latinos are pissed. A truce is shattered when a drive-by shooting rocks the barrios of the desolate City of Angels."
tt0450336,Joel Schumacher,David Kajganich,5.3,22%,1h 30min,
tt0448011,Alex Proyas,"Ryne Douglas Pearson, Juliet Snowden, Stiles White",6.2,35%,2h 1min,
tt0450405,Paul Weitz,"Paul Weitz, Brian Helgeland, Darren Shan",5.8,35%,1h 59min,
tt0457355,Jimmy Nickerson,"Sholom Gelt, Glen Hartford, Nicholas Siapkaris",5.1,35%,1h 36min,A washed-up trainer takes a self-destructive young boxer under his wing.
tt0457400,Brad Silberling,"Chris Henchy, Dennis Mc, Nicholas, Sid Krofft",5.3,26%,1h 42min,
tt0458525,Gavin Hood,"David Benioff, Skip Woods",6.5,38%,1h 47min,
tt0465580,"Paul Mc, Guigan",David Bourla,6.1,38%,1h 51min,
tt0471041,Scott Mann,"Gary Young, Jonathan Frank, Nick Rowntree",6.0,38%,1h 35min,
tt0472033,Shane Acker,"Pamela Pettler, Shane Acker, Ben Gluck",7.0,57%,1h 19min,
tt0480451,Joseph E. De Leo,Joseph E. De Leo,5.5,57%,1h 17min,"Tom, a brooding male escort, meets a stunning young woman (Zara) at a bar. Believing her to be a new client he takes her to a hotel. Following their sexual encounter however, she reveals that she is a prostitute and demands to be paid for her time. Tom refuses to pay, prompting Zara's Pimp (Lou) to to systematically harass and torture Tom in an attempt to recoup the m... Leer todo"
tt0484474,Jason Figgis,Jason Figgis,6.6,57%,1h 37min,"The violent story of Jay and Jonnie Linski, two Polish-Irish brothers who try to come to terms with the brutal murder of their youngest sibling, Danny. The story follows the terrible hallucinatory visions that haunt bare-knuckle fighter Jonnie, as he battles with his own demons and a personal investigation into those responsible for the killing. As all his close relat... Leer todo"
tt0492890,Craig Clyde,"Bryce W. Fillmore, Craig Clyde",4.9,57%,1h 22min,
tt0499549,James Cameron,James Cameron,7.9,82%,2h 42min,
tt0765010,Jim Sheridan,"David Benioff, Susanne Bier, Anders Thomas Jensen",7.1,64%,1h 45min,
tt0796366,J.J. Abrams,"Roberto Orci, Alex Kurtzman, Gene Roddenberry",7.9,64%,2h 7min,
tt0806203,David PastorÀlex Pastor,"Àlex Pastor, David Pastor",6.0,64%,1h 25min,
tt0806027,Chris Nahon,"Chris Chow, Kenji Kamiyama, Katsuya Terada",5.2,64%,1h 31min,"A vampire named Saya, who is part of a covert government agency that hunts and destroys demons in a post-WWII Japan, is inserted in a military school to discover which one of her classmates is a demon in disguise."
tt0804539,Terence Daw,Terence Daw,4.2,64%,1h 30min,A TV documentary crew arrive on a remote island in the Philippines to film a survival special. Their back-to-the-wild adventure proves to be more terrifying than they ever could have imagined.
tt0808151,Ron Howard,"David Koepp, Akiva Goldsman, Dan Brown",6.7,64%,2h 18min,
tt0810821,Sticky Fingaz,Sticky Fingaz,5.1,64%,1h 30min,"Bad blood between two urban crime families explodes into an all-out turf war in this gritty, hard-hitting drama set to rap and starring music legend Sticky Fingaz."
tt0810089,Jovan B. Todorovic,"Jovan B. Todorovic, Bogdan Petkovic, Kosta Pesevski",6.7,64%,1h 22min,"The film is about Vlada Vasiljević, a citizen of Belgrade, who in 1979 stole a white Porsche 911 Targa S, and for about ten evenings taunted the police with his reckless driving."
tt0825231,Brad Simonsen,Brad Simonsen,7.6,64%,2009,Dirección
tt0834001,Patrick Tatopoulos,"Danny Mc, Bride, Dirk Blackman, Howard Mc, Cain",6.5,29%,1h 32min,
tt0838232,Harald Zwart,"Scott Neustadter, Michael H. Weber, Steve Martin",5.6,29%,1h 32min,
tt0841103,Sean Gallimore,Sean Gallimore,4.0,29%,1h 29min,"A down-on-his-luck martial artist is given a chance to earn a large cash prize in a secret fighting contest. Each contestant gets a ring. When two ring-bearers cross paths in the designated small-town battle-zone, they must fight."
tt0851515,Hao Ning,"Siwei Cui, Hong Jiang, Hao Ning",7.4,29%,1h 39min,"Assassins, scammers, gangsters, cops, a washed-up bicycle racer, and a body continually cross paths; usually with negative outcomes."
tt0860837,James Anthony Cotton,James Anthony Cotton,6.8,29%,1h 57min,A disturbed sculptor assumes the identity of a small town priest and designs a game of divine madness for a unsuspecting town.
tt0860906,"Masayuki, Kazuya Tsurumaki, Hideaki Anno","Hideaki Anno, Yôji Enokido, Shinji Higuchi",7.9,29%,1h 52min,
tt0862467,Nicolas Winding Refn,"Nicolas Winding Refn, Roy Jacobsen, Matthew Read",6.0,29%,1h 33min,
tt0872253,Steven Bratter,"Steven Bratter, Craig Forrest, Phil Perlson",5.7,29%,1h 30min,"America hasn't suffered another terrorist attack on her home soil since 9/11...until now! This sci-fi action thriller follows Jordan Tyler, a former expert in the U.S military's top-secret psychic spy program. After his ominous visions of an airborne bio-terror attack on the U.S. become reality, Jordan and his scientist wife Cici, race against the clock to stop an inc... Leer todo"
tt0887769,T. Hariharan,"M.T. Vasudevan Nair, Manisha Korde, Manoj Santoshi",7.7,29%,3h 15min,"Kerala Varma Pazhassi Raja is a 2009 Malayalam historical drama film based on the life of Pazhassi Raja, a Hindu king who fought against the British in the 18th century."
tt0891592,Andrzej Bartkowiak,"Justin Marks, Takashi Nishiyama, Hiroshi Matsumoto",3.7,29%,1h 36min,
tt0892082,"Rider Mc, Dowell","Rider Mc, Dowell",7.0,29%,1h 31min,"A copycat serial killer is stalking Manhattan. When an old friend of NYPD undercover cop, Willy Diaz, aka 'The Mercy Man,' is murdered, Diaz embarks on an odyssey through the city's mean streets to catch the killer."
tt0892392,Brent Huff,"Gary M. Lumpp, Vladimir Rajcic",3.1,29%,1h 37min,"This action, thriller, is set in Belgrade, Chicago and Kosovo, chronicles the complicated relationship and reunion of estranged brothers, Alex and Peter and the forbidden love of a Serbian Soldier and a young Muslim woman. Alex believing his father to be at death's door and in need of a bone marrow transplant, ventures from Serbia to Chicago to find his brother Peter ... Leer todo"
tt0892782,"Rob Letterman, Conrad Vernon","Maya Forbes, Wallace Wolodarsky, Rob Letterman",6.4,29%,1h 34min,
tt0913354,Nimród Antal,James V. Simpson,5.7,29%,1h 28min,
tt0918541,Abigail Steinberg,"Terry Rossio, Jay Krishan, Amber Dawn Lee",8.3,29%,2009,"Chrissy, the gum chewing hit woman has a dirty laundering job to finish. When things fall apart, and we find out she isn't who we thought, everyone must look for a sign from God, so that murder doesn't spoil the whites. When the sign happens everyone scrambles to determine if it's a sign from GOD or life on it's own terms."
tt0963178,Tom Tykwer,Eric Warren Singer,6.5,29%,1h 58min,
tt0965375,Jeff Celentano,Vincent Campanella,4.8,29%,1h 33min,A troubled lawyer takes on a high profile murder case that forces him to come to terms with his own past.
tt0970452,M.J. Bassett,"M.J. Bassett, Robert E. Howard",6.1,29%,1h 44min,
tt0972759,Neil Stephens,Bruce Weinfeld,4.9,29%,1h 30min,A jock and a social misfit accidentally switch bodies after a freak accident.
tt0975699,Eugene Baldovino,Eugene Baldovino,3.7,29%,1h 20min,"MINTY is a youthful, raven haired, punk rock, feminist, female super heroine, that gets her super powers from eating chocolate (which is a good source of antioxidants). One day Minty's agent, BIG BOSS, an older and honorable gentlemen, is taken hostage by DOCTOR BRAIN BENDER, the evil neuro-scientist. Minty then fights her way up various perverse floors of Doctor Brai... Leer todo"
tt0977658,"John Will Clay, Turner Clay","John Will Clay, Turner Clay",2.7,29%,1h 47min,When a prototype weapon is stolen from a government facility a software engineer unknowingly becomes involved when he receives the key disk needed for detonation. With no help from authorities he is forced to team up with a suspended FBI agent to stop the group of criminals from destroying a major US city.
tt0986263,Jonathan Mostow,"Michael Ferris, John Brancato, Robert Venditti",6.3,29%,1h 29min,
tt0990359,Pierre Laffargue,"Lucio Mad, Gábor Rassov, Marco Cherqui",5.2,29%,1h 55min,"A Senegalese bank-robber born and raised in France is getting over a disastrous heist. As he considers going straight, his cousin calls him from Dakar with an easy opportunity."
tt0988045,Guy Ritchie,"Michael Robert Johnson, Anthony Peckham, Simon Kinberg",7.6,29%,2h 8min,
tt0997038,Jesse V. Johnson,Jesse V. Johnson,5.3,29%,1h 35min,"A mob enforcer is set up for a fall, but when he slips the trap he snaps and seeks retribution, living up to his moniker: The Butcher."
tt1003034,Ian Fitzgibbon,Mark O'Rowe,6.3,29%,1h 28min,A gangster named Perrier looks to exact his revenge on a trio of fugitives responsible for the accidental death of one of his cronies.
tt1009019,Garrett Bennett,"Steve Edmiston, Victor Kepler, Shaun Mc, Carthey",4.3,29%,1h 32min,CIA agent Tommy Sparrow is forced into retirement by an injury - and makes it his final mission to win back the love of the daughter he walked out on years ago.
tt1010055,"Takashi Miike, Eisuke NaitôHatsuki Yokoo","Tatsuo Yoshida, Masashi Sogo, Kôhei Kiyasu",6.0,29%,1h 51min,A toy shop owner/hero and his assistant/heroine battle a leather-clad vixen and her minions to prevent them from acquiring the pieces of a mystical skull.
tt1013752,Justin Lin,"Chris Morgan, Gary Scott Thompson",6.5,29%,1h 47min,
tt1020543,Kyle Rankin,Kyle Rankin,5.8,29%,1h 31min,"A slacker awakes to find himself weak and wrapped in a webbing; after realizing that the world has been taken over by giant alien insects, he wakes a ragtag group of strangers and together they fight for survival."
tt1020885,Phil Claydon,"Stewart Williams, Paul Hupfield",5.1,29%,1h 26min,"Their women having been enslaved by the local pack of lesbian vampires thanks to an ancient curse, the remaining menfolk of a rural town send two hapless young lads out onto the moors as a sacrifice."
tt10217800,"Murilo Cumin, Martin Baptistão Neto","Murilo Cumin, Martin Baptistão Neto",,29%,,An old evil rises again and the global world church needs to find a new warrior to save the world through a tournament.
