id_film,Direccion,Guion,Puntuacion_IMDB,Puntuacion_Rottem,Duracion,Argumento
tt0445946,Bruce Beresford,"Stephen Katz, John Darrouzet",5.6, 0%,1h 36min,
tt0446059,Ronny Yu,"Chris Chow, Richard Epcar, Chi-Long To",7.6, 0%,1h 44min,
tt0447999,Michael Damian,"Janeen Damian, Michael Damian",5.5,36%,1h 42min,"A road trip to Los Angeles inadvertently leads a young man from Wyoming into a wild maze of psychotic hit-men, racy women, jewel thieves and a salsa band."
tt0449010,Stefen Fangmeier,"Peter Buchman, Christopher Paolini",5.1,16%,1h 44min,
tt0451134,Iren Koster,Iren Koster,3.3,29%,1h 25min,Be careful what you wish for. Six college guys think they are going to a whore house and end up in a Horror house.
tt0450232,Richard Donner,Richard Wenk,6.6,55%,1h 42min,
tt0452597,Daniel Zirilli,Daniel Zirilli,3.1,16%,1h 31min,A group of female criminals use their smarts and their sex appeal to pull off a series of heists that help fund their lavish lifestyle.
tt0455362,Nicholas Mastandrea,"Bob Conte, Peter Wortmann",5.1,27%,1h 31min,
tt0455829,Gautham Vasudev Menon,"Dasaradh, Meghana Karthik, Gautham Vasudev Menon",7.9,27%,2h 54min,
tt0454824,Tony Bill,"Phil Sears, Blake T. Evans, David S. Ward",6.5,27%,2h 20min,
tt0453467,Tony Scott,"Bill Marsilii, Terry Rossio",7.1,27%,2h 6min,
tt0456413,"Abhay Chopra, Vikram Chopra","Vikram Chopra, Sohail Khan, Mayur Puri",3.5,59%,2h 20min,"Four college friends starts an underground fight club in order to earn quick money, nevertheless they become suspects of a murder of a man, who turns out to be the mob boss' brother."
tt0455991,Christian Viel,"John Fallon, Christian Viel",4.4,40%,1h 18min,"Ex-undercover cop turned biker Rane, witnesses the brutal murder of his pregnant wife by his crew who have learned about his old policemen days. Upon his exit from the hospital, he arms himself to the teeth and goes on an substance fueled, psychotic rampage, in the name of retribution."
tt0456020,Vondie Curtis-Hall,"Vondie Curtis-Hall, Darin Scott, Michael Mahern",5.8,28%,1h 37min,An ex-convict (Tyrese) gets tangled up with a gang after his car is hijacked with his son inside.
tt0454602,Lionel Bailliu,Lionel Bailliu,6.1,27%,1h 43min,
tt0456980,Takahiro Imamura,"Buronson, Tetsuo Hara, Nobuhiko Horie",6.7,64%,1h 35min,"After a nuclear explosion, the survivors must hide from the terrible Sauzer, who wants to dominate the world. Kenshiro is the only hope"
tt0455933,James Marquand,"James Mc, Martin, James Marquand",5.3,50%,1h 50min,"Tom is an ex-boxer at a run down nightclub in this modern Western. His boss, a battle hardened veteran recognizes his fighting abilities and teaches him how to be a ""peace keeper"" at the club. Trouble rides into town to settle a score, tension escalates and Tom is forced to question his new loyalties."
tt0457495,Geoffrey Sax,Anthony Horowitz,5.1,36%,1h 33min,
tt0457342,"Jim Carroll, Jason Kerr",Jim Carroll,1.9,18%,1h 30min,"Abducted couples are victims of medical experiments that mutate their minds with supernatural abilities. As their mental capacities increase, so does the danger from something evil that is not of flesh and blood."
tt0457418,Chava Cartas,"Carlos González Sariñana, Carolina Rivera",4.4,18%,2006,Two brothers from Mexico City travel to to Las Vegas to catch the U.S. Motocross Open.
tt0457290,Daniel Millican,Daniel Millican,3.9,12%,1h 36min,"When millionaire businessman Ted Billings (Glenn Morshower) double-crosses his partners in a weapons deal, he decides to hire some protection. Billings enlists mercenary-for-hire Eugene ""Vash"" Vasher (Lou Diamond Phillips), and soon Vash is fighting off assaults on his boss from all sides, but he doesn't even like Billings, who has a hidden agenda. Among the shoot-out... Leer todo"
tt0458509,Dominic Jackson,"Marc Coronado, Dominic Jackson",1.9,12%,1h 15min,"Three hit men and a young recruit come out of hiding to do one final job that promises to be a huge payday. Their last hit, which was a setup, went totally wrong. Their new assignment comes from a mysterious Vegas casino owner, who has now encountered severe legal problems. They are instructed to blow up his casino without any casualties, in order to extinguish all ev... Leer todo"
tt0458349,Axel Sand,"Andreas Brune, Sven Frauenhoff, Sabine Leipert",5.1,32%,1h 37min,
tt0459516,K. Selvaraghavan,"Balakumaran, K. Selvaraghavan",8.4,90%,2h 48min,"After running away from his home, Kumar falls in with a gang and slowly rises through the ranks of the criminal underworld."
tt0459967,"Anna Kelchevskaya, Vladimir Kilburg, Georgi Toidze","Vladimir Kilburg, Igor Porublyov, Aleksandr Veledinskiy",3.9,90%,1h 45min,"A young seismologist, who lives in Amsterdam, along with a popular journalist, accidentally become the participants of a deadly game, lead by an international syndicate that plans to take over the power (with the help of a seismological weapon) in the republics of the former Soviet Union. Russian Secret Services, that provide security for the heads of the summit of th... Leer todo"
tt0460012,Alexander Atanesyan,"Alexander Atanesyan, Vladimir Kunin",6.0,90%,1h 37min,A group of Soviet juvenile prisoners is selected for a deadly operation against Nazi Germany.
tt0460843,Blake Calhoun,"Blake Calhoun, Steve Mahone",3.7,90%,1h 48min,An army vet searching for the truth comes face to face with the man he thinks tortured him seven years ago. But how can he be sure? With limited resources and few details he must take down his torturer and expose the unsettling truth.
tt0460838,Stephen Patrick Walker,Stephen Patrick Walker,3.4,90%,1h 30min,"Evildoers have taken over the town of Learsi, until a justice-seeker named Buddy Colt comes riding into town, and recruits a team of desperadoes known as the ""Judges"" to help him gain retribution for the annihilation of his brother."
tt0460484,Ernesto Díaz Espinoza,Ernesto Díaz Espinoza,5.5,50%,1h 33min,The leader of a Chilean gang uses martial arts to protect a girl from a bully.
tt0460703,Daniel Zirilli,"D. Glase Lomond, Daniel Zirilli",2.7,20%,1h 28min,"Three beautiful and brilliant college students, Brooke (Lacey Toups), Elle (Christina Morris), and Pieti (Sheena Chou) find a lucrative way to put their mathematical skills to the test: high-stakes poker."
tt0461200,Imran Khalid,"Nisar Akhtar, Bobby Khan, Khalid Majid",4.7,66%,2h 26min,Dirección
tt0461323,"Ravinddra Khare, Indra Kumar","Milap Zaveri, Tushar Hiranandani",3.4,38%,2h 10min,A blind man Pyare and his deaf friend Mohan fall in love with twin sisters Preeti and Priya. But their relationships spiral into chaos when the sisters get falsely implicated in a murder case and the men have to find a way to save them.
tt0461703,James Isaac,"James De, Monaco, Todd Harthan, James Roday Rodriguez",4.5,13%,1h 50min,
tt0461936,Farhan Akhtar,"Salim Khan, Javed Akhtar, Farhan Akhtar",7.1,13%,2h 58min,"Vijay is recruited by a police officer to masquerade as his lookalike Don, the leader of an international gang of smugglers. Things go wrong when the officer is killed and Vijay is left to fend for himself."
tt0462667,Jérôme Cornuau,"Xavier Dorison, Fabien Nury, Jérôme Cornuau",5.8,41%,2h 5min,"The film, set in 1912, is about the exploits of France's first motorized police brigade."
tt0464913,Michel Hazanavicius,"Jean-François Halin, Jean Bruce, Michel Hazanavicius",7.0,76%,1h 39min,
tt0465676,Xiaogang Feng,"Gangjian Qiu, William Shakespeare, Heyu Sheng",6.4,42%,2h 11min,"A loose adaptation of Hamlet, ""The Night Banquet"" is set in an empire in chaos. The Emperor, the Empress, the Crown Prince, the Minister and the General all have their own enemies they would like to finish off at a night banquet."
tt0465670,M.J. Bassett,Dario Poloni,6.1,33%,1h 33min,"Juvenile delinquents are sent to a small British island after a fellow prisoner's death, where they have to fight for survival."
tt0463985,Justin Lin,Chris Morgan,6.0,33%,1h 44min,
tt0465440,Jay Craven,"Jay Craven, Howard Frank Mosher, Ken Chubb",4.9,52%,1h 58min,"Forced to smuggle whiskey in an attempt to save a family, Quebec Bill (Kris Kristofferson) and his son embark on an unforgettable trip through the vast reaches of the wilderness."
tt0473024,Preston A. Whitmore II,Preston A. Whitmore II,2.2, 2%,1h 35min,The lives of a gifted athlete and his best friend change when they take a fateful trip to Los Angeles. The young hopefuls must use every skill at their command to topple the reigning street ball champions from their thrones.
tt0473365,Damian Chapa,"Damian Chapa, Carlton Holder",4.3,31%,1h 25min,A disgruntled I.R.A. member (Chapa) becomes Ireland's biggest threat to the peace process.
tt0473609,Rafael Edholm,"Rafael Edholm, Björn Olofsson",4.7,35%,1h 30min,Jojo is out of money and must work for his stepfather's shady car dealership to pick up a car that belongs to a Russian gangster.
tt0471862,Prabhu Deva,"M.S. Raju, Paruchuri Venkateswara Rao, Gopalakrishna Paruchuri",5.8,64%,2h 40min,"A young woman, who has trained for a ceremonial dance, unexpectedly disappears. A stranger with a secret past arrives in town and offers to teach the dance to the woman's younger sister."
tt0472043,Mel Gibson,"Mel Gibson, Farhad Safinia",7.8,65%,2h 19min,
tt0473371,"Ernest Dancy, Shaan Davis","Ernest Dancy, Shaan Davis",5.3,65%,1h 35min,"Knuckle game is a movie that chronicles the lives of two men, Terry and Preme. It shows how these two people, both from different parts of town became well known as the two best fighters in their respective hoods. It depicts how lies, deceit and trickery lead them into this under ground fighting tournament that takes place in the inner city of New York. As if it were ... Leer todo"
tt0475394,Joe Carnahan,Joe Carnahan,6.6,31%,1h 49min,
tt0475378,"Hugh Hannah, Eli Harris, Dalana Lee",Eli Harris,4.9,31%,1h 20min,"In Westlyn City, Treyman Lewis is a thriving Realtor who is haunted by his past in nightmares. Vonda Lewis, his wife, who is a high powered attorney attempts to help him cope with his dreams, but is unsuccessful. Meanwhile, the city is ran by a corrupt business man and politician, John Grazier, who is becoming uneasy. Lately there is a new string of murders, rumor has... Leer todo"
tt0475276,Paul Greengrass,Paul Greengrass,7.6,90%,1h 51min,
tt0473444,Yimou Zhang,"Zhihong Bian, Yu Cao, Nan Wu",7.0,66%,1h 54min,
tt0475306,Gaspar Hernandez III,Gaspar Hernandez III,4.4,66%,1h 53min,"A weekend of darkness entraps a small group of lowlifes held up at a secluded bordello, as their leader transgresses slowly into total insanity..."
tt0477337,Filipp Yankovskiy,"Yevgeni Danilenko, Konstantin Syngayevsky",4.8,66%,1h 48min,"A young boy's dreams of glory and war turn into a bitter nightmare as his father's kingdom is overrun by an invading army. Lost and alone in the woods, he finds an ancient sword that promises him the ability to claim his vengeance."
tt0476888,Deepak Tijori,"Kamal Pandey, Yunus Sajawal, Ali Shah",3.2,36%,2h 17min,"Three disabled friends - deaf Tom, blind Dick and dumb Harry - get caught up in a whirlwind adventure involving two beautiful girls, a kidnapping and a ton of cash."
tt0475944,Renny Harlin,J.S. Cardone,5.2,36%,1h 37min,
tt0477327,Anton Sivers,Arkadiy Tigay,4.9,36%,1h 45min,"Li has nothing, she does not even have a name. They love each other madly, but they belong to system."
tt0477349,Andrey Kavun,"Aleksandr Bushkov, Dmitriy Zverkov",6.0,36%,2h 47min,"Agent of special department ""Piranha"" Kirill Mazur and his colleague Olga go to the far north with the assignment to liquidate an underwater secret weapon lab in the guise of a mutual vacation. All of a sudden, they find themselves in the world where civilization laws are forgotten, and this deadly weapons are kept by gangsters who are controlled by a new ""master of t... Leer todo"
tt0476582,"Kazuhiro Kunishi, Gou Suzuki","Kazuhiro Kunishi, Gou Suzuki",,21%,,Dirección
tt0476861,Raman Kumar,"Robin Bhatt, Akarsh Khurana, Akash Khurana",3.8,60%,1h 57min,An Indian soldier tries to exact revenge on those who had wronged him is backed by the emotional support of two women.
tt0479046,"Asger Leth, Milos Loncarevic",Asger Leth,6.9,78%,1h 25min,"Documents the violent lives of gang leaders in Haiti's worst slum, focusing on two brothers loyal to then-President Aristide."
tt0479219,Franklin Guerrero Jr.,"Eric Williford, Franklin Guerrero Jr.J. Michael Whalen",4.2,21%,1h 30min,"The 8th Plague is the story of a woman named Launa who is investigating the disappearance of her sister, Nikki. Nikki had gone camping in the mountain town of Halcyon Springs and never came back. Becoming more and more frustrated, Launa realizes that she must find her sister on her own with the help of Mason, a mysterious local man with a shadowed past. Their search l... Leer todo"
tt0479143,Sylvester Stallone,Sylvester Stallone,7.1,78%,1h 42min,
tt0479874,Sam Akina,Sam Akina,4.8,43%,1h 55min,"A hard boiled tale of bloody revenge that interweaves the stories of nine criminals. Hector Gonzales, a ruthless kingpin who has risen through the ranks over the last ten years and now stands on the verge of ruling the city; Bill Nguyen, a Vietnamese mafia boss; Abe Shanks, a black market organ dealer; Johnny Tran, a young Dai Ca within Nguyen's Viet mafia; Tommy Two ... Leer todo"
tt0479884,"Mark Neveldine, Brian Taylor","Mark Neveldine, Brian Taylor",6.9,62%,1h 28min,
tt0481544,David Worth,Larry Felix Jr.,4.2,26%,1h 27min,"In a world where street gangs collide with the law, neighborhood friends, Raymond and Gabriel, must decide which side of the battle to join. This will be the ultimate fight - the one for power, family, and HONOR."
tt0479647,Erik Canuel,"Leila Basen, Alex Epstein, Patrick Huard",6.7,80%,1h 57min,
tt0479537,David Von Ancken,"David Von Ancken, Abby Everett Jaques",6.6,57%,1h 55min,
tt0481390,Alister Grierson,"Alister Grierson, John Lonie",6.1,71%,1h 32min,A bitter battle is fought between Australian and Japanese soldiers along the Kokoda trail in New Guinea during World War II.
tt0481509,Martin Holland,"Martin Holland, Carol Anne Strange",2.7,71%,1h 39min,"Stel, a humanoid alien, teams up with a British soldier Private John Marrettie. They engage on an action-packed adventure to find a top-secret file, which holds information on advanced energy production, captured space crafts, and their alien pilots, including Stel's missing father, Arakawa, who's been shot down and imprisoned on Earth by Core, a human paramilitary gr... Leer todo"
tt0480854,Hans Herbots,Pierre De Clercq,5.9,42%,1h 57min,"After an over-cocky inter-forces 'anti-terrorism' game in which he damaged the minister's car, Belgian Army special ops diver Rick Symons is transferred to the Navy. Alas, in Koksijde base's rescue unit, rivalry among both Seaking helicopter crews is as dangerously blind. Rick has a stormy hate-love-relationship with female medic Alex Breynaert. And his past, an incid... Leer todo"
tt0482930,Wilson Yip,"Yuk Long Wong, Edmond Wong",6.1,64%,1h 34min,Three young martial arts masters emerge from the back streets of Hong Kong to help the powerless fight injustice.
tt0483559,Vijay Milton,"Cheran, Vijay Milton",5.3,64%,2h 37min,"Mano loves Jo but when he realises that Jo is in love with Prem, he decides to help her in winning Prem's love. They succeed in their plan to separate Prem from his girlfriend Nandini."
tt0483977,Surender Reddy,"Vakkantham Vamsi, Marudhuri Raja, Surender Reddy",5.4,12%,2006,"A quick-tempered auto-mechanic is desperate to reconcile with his pacifist father; but a threat from a blood-thirsty mobster forces him to fight for the sake of his family, friends, and love."
tt0484195,Nobuyuki Takahashi,Kazuma Toyoda,6.1,75%,1h 56min,Three high school students decide to challenge the legendary surf at Shonan Beach.
tt0484964,Rodolfo Ledo,"Salvador Valverde Freire, Salvador Valverde Calvo",2.0,75%,1h 32min,Three friends at a beach resort work together to stop a gang from making a potion that can manipulate people's desires.
tt0485552,Kim Seong-soo,Han Ji-hoon,6.3,60%,2h 4min,Hot-blooded district attorney Jin-woo and undisciplined cop Do-young want the same thing; justice. Their methods are completely different but they team up to catch and prosecute a powerful mafia boss and politician YOO.
tt0486569,Steven R. Monroe,Michael Worth,3.8,17%,1h 30min,"A lonely tow-truck driver gets caught in a deadly struggle between a pair of bank robbers with a beautiful hostage, local cops, and a monster that has come down from the Arizona mountains to eat human flesh."
tt0485920,Gil Medina,"Jeff Hawker, Gil Medina",3.2,17%,1h 30min,"An undercover cop, accused of a crime he did not commit, regains his freedom and decides to take revenge."
tt0485976,Benny Chan,"Jackie Chan, Benny Chan, Alan Yuen",6.6,70%,2h 16min,"Thongs and Octopus accept a job from their landlord: kidnap a baby. Soon, the baby awakens strong paternal feelings in the two crooks, leading to complications when it comes to handing him over to his possibly crazy gang boss grandfather."
tt0485922,Major Ravi,Major Ravi,7.2,70%,2h 10min,Based on a real life incident that happened during the Kargil War.
tt0485861,I.V. Sasi,"T. Damodaran, Mohan Nair, S.N. Swamy",3.1,70%,2h 41min,"Mammootty plays a duel role of a police inspector Balram and a smuggler Taradas, both are enemies. They fight until they both have a common enemy."
tt0486739,Sang H. Kim,Sang H. Kim,6.8,70%,1h 27min,A peace-seeking Zen master is drawn into a web of revenge by the son of his former student.
tt0485863,Chi Leung 'Jacob' Cheung,"Chi Leung 'Jacob' Cheung, Ken'ichi Sakemi, Sentaro Kubota",6.7,72%,2h 13min,
tt0487156,Brian Trenchard-Smith,"Paula Goldberg, Anna Lorenzo",3.6,22%,1h 28min,
tt0488164,María Lidón,Adela Ibañez,3.0, 6%,1h 22min,
tt0488121,David Gleeson,David Gleeson,6.5,67%,1h 33min,"An African immigrant bank security guard turns the tables on Dublin's nastiest criminals when they force him to be the ""inside man"" on a bank robbery"
tt0488906,Sanjay Gupta,"Vishal Dadlani, Sanjay Gupta, Anwar Maqsood",4.9,60%,1h 56min,"A man, taken and locked up for 14 years without any sane reason, is suddenly released, and has 4 days to figure out why this was done to him."
tt0489745,Iván Kapitány,"Gábor Olivér Buss, Zoltán Gergely, Iván Kapitány",5.6,60%,1h 45min,"Tamás is taken hostage during a gas station robbery. Quite an eccentric company comes together and no one is who they say they are, while the Football World Cup sometimes interferes and an unknown container also appears."
tt0488414,Vishal Bhardwaj,"Vishal Bhardwaj, Robin Bhatt, Abhishek Chaubey",8.0,90%,2h 35min,
tt0488584,"Kô Matsuo, Yoshiyuki Tomino","Hajime Yatate, Yoshiyuki Tomino",6.8,90%,1h 39min,"In the trilogy's final saga, alliances are made and broken as the AEUG, Titans and Axis initiate an all-out war for control of the Earth Sphere."
tt0488962,Lance W. Dreesen,Lance W. Dreesen,5.2,33%,1h 35min,"After being attacked by a werewolf, a teenager believing it may have been his stepfather attempts to expose him."
tt0490172,S. Janardhanan,S. Janardhanan,3.0,33%,2006,"Isahak, a fisherman and football player, falls in love with Devi. But their married life is shattered when Devi gets arrested for murder on their wedding night."
tt0491775,A. Karunakaran,"A. Karunakaran, Radha Mohan, Darling Swamy",7.1,33%,2h 32min,An orphan working as a Pizza delivery boy and the daughter of a caste-based politician are forced to get married in an unforeseen situation.
tt0493409,Jeff Burr,Mitch Gould,4.7,23%,1h 24min,"Two small time drug-dealers cross paths with a female-assassin, a monster hunter, a Japanese swordsman and even the Devil himself at a gentlemen's club housing murderous she-demons."
tt0493465,Takashi Miike,Hisao Maki,5.1,00%,1h 24min,A member of the Yakuza is imprisoned for violent behaviour including fighting another group of thugs. There he meets another man and the two become friends. Once released the friend is back into illicit activities and begins making money off the eastern mafia prompting that group's head to put a price on his head that leads to his death. The Yakuza member seeks to ave... Leer todo
tt0495044,K.S. Ravikumar,"Uttaranshy Pareek, K.S. Ravikumar, Sujatha",5.1,31%,2h 47min,"Saravana (Silambarasan) and Krishna (Krishna) are close buddies in college. Saravana sees a video tape of Krishna's sister Sadhana (Jyothika) studying in London and falls in love with her. So to meet her, Saravana goes with Krishna to a village near Tirunelveli where he finds that there is a bloody war going on between two warring caste groups. Krishna's brother Sound... Leer todo"
tt0495034,Rohit Shetty,Neeraj Vora,7.5,74%,2h 30min,Four runaway crooks take shelter in a bungalow which is owned by a blind couple.
tt0495032,Anurag Basu,"Mahesh Bhatt, Girish Dhamija, Anurag Basu",7.2,83%,2h 3min,"Simran, who relocates to Seoul, is distraught when Daya, a gangster, re-enters her life. She has to make a choice between him and her lover Akash, who is a singer at an Indian restaurant."
tt0493452,"Frank van Geloven, Edwin Visser","Frank van Geloven, Edwin Visser",5.2,87%,1h 30min,"After her father gets killed in an automobile accident, Kristel Lodema discovers that he was investigating an old mine where convicted child killer Andries Martiens died back in 1857. Kristel decides to check out the mine along with a group of young adults. However, the mine turns out to be haunted by the dangerous, murderous spirit of Martiens."
tt0493264,Serdar Akar,"Raci Sasmaz, Bahadir Özdener",5.7,75%,2h 2min,"The film covers through fiction real-life events like the occupation of Iraq, the execution of Daniel Pearl, the Hood event and the Abu Ghraib torture scandal."
tt0493430,Jeff Tremaine,"Jeff Tremaine, Johnny Knoxville, Bam Margera",7.0,75%,1h 32min,
tt0493389,"Srinivasa Rao Bhimaneni, Gridhar, Sippy","Srinivasa Rao Bhimaneni, Perarasu, Abburi Ravi",4.9,57%,2h 55min,This is the story of a brother who wanted to give his sister the best of everything.. a pure sentiment story on family.
tt0494744,Ronnie Ricketts,"Lito Mena, Ronnie Ricketts",8.0,57%,1h 47min,"Revolves around the life of two siblings who grew up in different worlds: Alex a taxi driver who moonlights as an underground street fighter and Sarah a United States bred teenager who just got back in the Philippines with their mother. Through Boogie, an aspiring rapper, he met Sarah and their mother without knowing they were the family he has searched long and hard ... Leer todo"
tt0496318,"La, Faye Baker","La, Faye Baker",8.3,57%,1h,"The 60-minute docudrama, Hollywood At Its Best highlights the personal and professional lives of five of Hollywood's top five African-American stuntwomen, La Faye Baker, Kelsee Devoureaux, April Weeden-Washington, Sharon Schaffer, and Kim Washington."
tt0495747,Gerald Nott,Gerald Nott,2.8,10%,1h 20min,"Eighty-two years ago a viral outbreak turned three quarters of the world population into the walking dead. Now, Bounty Hunters are humanity's only salvation."
tt0497539,Stefan Faldbakken,"Harald Rosenløw-Eeg, Stefan Faldbakken",5.8,10%,1h 44min,"Turning his back on a delinquent past and joining the police force, HP is determined to start doing the right thing. Soon he finds himself trapped in a web of lies, stretching out from both sides of the law. HP soon realizes that his present mission is closely connected to his own past, and that everything he worked so hard to escape from, is coming back to haunt him."
tt0498380,Clint Eastwood,"Iris Yamashita, Paul Haggis, Tadamichi Kuribayashi",7.8,91%,2h 21min,
tt0498397,"Jamie Nash, David Thomas Sckrabulis",Jamie Nash,4.2,27%,1h 25min,"It's the night before Christmas and Gabe Snow, a tabloid writer haunted by the Ghosts of Christmas past, is investigating a Yule Tide conspiracy. Gabe knows that Flight 1225 was brought down one foggy Christmas Eve, by a flying creature with a ""glowing nose"". Now, a blood-sucking Vampire - Santa Claus - has put Gabe on his list and unleashed the demonic fury of the No... Leer todo"
tt0496276,Nahala Johnson,Nahala Johnson,5.2,27%,1h 22min,"Homeboy Cameron tries to juggle his time between his girlfriend Sandy, the record label, and hanging out with his boyz. But his relationship with Sandy eventually sours when Cameron devotes more time to his friends. Tired of his lies and excuses, Sandy ends the relationship. Dealing with depression from the breakup."
tt0498536,Yasuichirô Yamamoto,"Gôshô Aoyama, Hiroshi Kashiwabara",7.1,27%,1h 51min,Conan and Kogoro Mori was tasked to solve a crime on a given time. The lives of their loved ones(as well as their own) are on the line. Solving the mystery means saving everyone.
tt0499238,Neten Chokling,"Neten Chokling, Tenzing Choyang Gyari",7.0,41%,1h 30min,"Milarepa is a tale of greed and vengeance - demons, magic, murder and redemption. It is the story of the man who became Tibet's greatest mystic."
tt0499464,Leigh Scott,"Leigh Scott, Bram Stoker",2.7,41%,1h 47min,A team of vampire hunters set out to battle an evil vampire clan in the dark underworld.
tt0499518,Ryûhei Kitamura,"Isao Kiriyama, Ryûhei Kitamura, Tsutomu Takahashi",6.3,85%,2h 38min,"A man and a woman are together on the 'Chrysalis Day', the fatal day everything in your life will be decided depends on how you spend the day. A violent man holding pure love, Sai and a stunningly beautiful playgirl, Sheila. While Sheila flees with a large sum of money, she is chased by a cool but violent gang, crazy killers and an out of control cop. No one can stop ... Leer todo"
tt0757223,Yun-ho Yang,"Hie-jae Kim, Yun-ho Yang",6.4,85%,2h 2min,"After 1988 Seoul Olympic, Ji Kang-heon, who is sentenced for 7 years, and other inmates escape from the police van. After escaping, Ji Kang-heon and inmates make the entire Seoul under fear while they hold hostages."
tt0757210,Jeong-woo Kim,Jeong-woo Kim,5.2,85%,1h 44min,"Im Jung Hwan is a playboy from rich family. He is a simple minded who likes to fooling around, wasting money for the girls and living his playboy lifestyle. He has not yet graduated from college majoring in drama after nine years."
tt0756204,Poj Arnon,Poj Arnon,4.6,19%,1h 42min,"Five undercover agents, each with her own specialty, must combat international terrorists who have come to Thailand. They must use every resources available and known to them as this mission will be one that is unlike any they have known."
tt0757215,Si-myung Lee,"Soon-Wook Jeon, Se-Gyeom Kim",5.1,80%,1h 50min,"A mosquito from Transylvania finds its way to Seoul where it bites Na Do-yol, a corrupt police officer. Soon after he begins to develop a thirst for blood, and finds out that he has vampire super powers whenever he becomes sexually aroused. When Do-yol's past misdeeds come back to threaten his partner and girlfriend, he decides to clean up his act and sets out for rev... Leer todo"
tt0757353,Dong-won Kim,"Seok-beom Kang, Dong-won Kim",5.6,60%,2h 4min,"Doo-sik (JUNG Jun-ho), the number two of a leading gang, the D-Dogs, is full of ambition and expectation, for his once in a life time opportunity to be back to school not as a student, not a guard, but as a student teacher! It's really something for him, 'cause he already failed to complete his high school course years ago. Now it's kind of a second chance for him. He... Leer todo"
tt0757378,Jing Wong,Jing Wong,5.4,60%,1h 30min,Dirección
tt0756715,"Daniel Fajemisin-Duncan, Jonathan Pearson","Daniel Fajemisin-Duncan, Jonathan Pearson, Stephen Follows",6.9,60%,6min,'Space Chase' is a fast-paced short film from Catsnake Studios. Our hero and heroine become locked in a frantic race using elements of Parkour to reach their goal.
tt0758763,Stuart Paul,"Simon Paul, Stuart Paul",2.7,60%,2h 18min,"A mysterious college professor becomes the focus of a murderer investigation when he is framed by his rival, Dr. Crazx, a Pulitzer prize winning psychiatrist."
tt0758743,Jim Hickey,"Bobby Allen, Lee Dainton, Jim Hickey",6.0,40%,1h 34min,"Four guys set off on a world tour to enact the seven deadly sins. Based on the MTV Europe series ""Dirty Sanchez""."
tt0259324,Mark Steven Johnson,Mark Steven Johnson,5.3,40%,1h 50min,
tt0293564,Brett Ratner,"Jeff Nathanson, Ross La, Manna",6.2,40%,1h 31min,
tt0330972,Ray Brady,Ray Brady,6.6,40%,1h 30min,"Aliens appear at the UN and invite Earth to join the Galactic Federation, there is a catch though, Earth has one year to send a team of it's best fighters to represent the planet in an unarmed combat tournament. The fate of the Earth depends on the tournaments outcome."
tt0337978,Len Wiseman,"John Carlin, Roderick Thorp, Mark Bomback",7.1,82%,2h 8min,
tt0357545,Chris Lackey,"Chad Fifer, Chris Lackey",5.4,46%,1h 19min,"Being a superhero is easy, but what if you are the Chosen One?"
tt0372873,Hyung-rae Shim,Hyung-rae Shim,3.5,46%,1h 47min,
tt0373889,David Yates,"Michael Goldenberg, J.K. Rowling",7.5,46%,2h 18min,
tt0381849,James Mangold,"Halsted Welles, Michael Brandt, Derek Haas",7.6,89%,2h 2min,
tt0385683,Shaky González,Shaky González,5.1,89%,1h 32min,"In this modern-day western, rumor has it that notorious gangster Frank Lowies hid millions in cash before getting tossed in the slammer. Going on little more than cryptic tattoos on a sexy stripper's body, every gunslinging scoundrel in the desert hot town of Copenhagen is on the hunt, their brows dripping with sweat and blood, and their pistols blazing in unflinching... Leer todo"
tt0389722,David Slade,"Steve Niles, Stuart Beattie, Brian Nelson",6.6,89%,1h 53min,
tt0389328,Sebastian Gutierrez,Sebastian Gutierrez,4.9,33%,1h 37min,"A reporter wakes up in a morgue and finds herself a member of the undead, before vowing revenge against the sect which put her there."
tt0397907,"Lightning Bear, Kenny Richards-Preston","Amanda Elizabeth, Kenny Richards-Preston",6.0,81%,2007,"Band reunites after 20 years, becoming involved with not only each others lives, but others who help change their outlooks."
tt0413300,Sam Raimi,"Sam Raimi, Ivan Raimi, Alvin Sargent",6.3,81%,2h 19min,
tt0416044,Sergei Bodrov,"Arif Aliev, Sergei Bodrov",7.2,81%,2h 6min,
tt0417875,Michael Kallio,"Michael Kallio, Oliver Theess",4.7,81%,1h 26min,A father has one mission: Save the life of his little girl.
tt0418279,Michael Bay,"Roberto Orci, Alex Kurtzman, John Rogers",7.0,81%,2h 24min,
tt0425112,Edgar Wright,"Edgar Wright, Simon Pegg",7.8,81%,2h 1min,
tt0431197,Peter Berg,Matthew Michael Carnahan,7.0,81%,1h 50min,
tt0432021,Russell Mulcahy,Paul W.S. Anderson,6.2,81%,1h 34min,
tt0433438,Ziad Ahmed,Ziad Ahmed,7.1,81%,2h 15min,A young Moroccan man fulfills his dream of going to America only to find himself caught in a triangle of two warring mafia families and the FBI.
tt0435705,Lee Tamahori,"Gary Goldman, Jonathan Hensleigh, Paul Bernbaum",6.2,81%,1h 36min,
tt0438052,Pearry Reginald Teo,"Pearry Reginald Teo, Keith Collea",4.2,23%,1h 36min,"Michelle, an assassin to a new breed of killers (DNA Hackers), finds she has greater obstacles in her life... Family."
