0
60%
60%
60%
 8%
 8%
50%
82%
18%
59%
68%
68%
11%
40%
67%
51%
51%
16%
16%
16%
26%
81%
38%
32%
33%
37%
20%
20%
20%
 0%
46%
 0%
 0%
20%
20%
47%
70%
25%
80%
50%
50%
50%
36%
36%
25%
 0%
 9%
16%
98%
 9%
49%
49%
49%
49%
49%
49%
95%
 0%
 0%
81%
81%
14%
14%
 5%
20%
20%
46%
46%
11%
47%
21%
37%
30%
30%
41%
26%
60%
60%
60%
60%
89%
82%
40%
40%
70%
10%
 8%
 8%
26%
17%
17%
56%
12%
18%
38%
 0%
25%
87%
39%
59%
78%
11%
33%
13%
13%
23%
80%
20%
20%
70%
52%
52%
80%
63%
86%
86%
92%
13%
13%
13%
83%
58%
81%
81%
25%
25%
71%
71%
30%
30%
30%
65%
22%
36%
26%
26%
26%
92%
60%
90%
57%
57%
47%
47%
47%
29%
29%
29%
29%
40%
40%
15%
15%
24%
61%
 0%
88%
88%
50%
50%
50%
50%
50%
93%
90%
90%
30%
64%
60%
60%
60%
60%
43%
43%
43%
43%
43%
43%
43%
18%
23%
67%
90%
90%
 4%
 4%
50%
89%
89%
89%
89%
89%
89%
89%
75%
69%
14%
14%
62%
62%
94%
94%
91%
91%
91%
44%
12%
20%
20%
20%
37%
00%
49%
49%
65%
44%
32%
56%
59%
 0%
13%
 2%
18%
18%
96%
96%
50%
50%
50%
46%
19%
19%
19%
19%
35%
27%
54%
56%
00%
12%
24%
65%
65%
11%
11%
11%
71%
43%
73%
25%
23%
23%
93%
93%
93%
12%
11%
54%
54%
70%
70%
70%
12%
27%
53%
17%
33%
50%
13%
62%
 0%
57%
26%
62%
12%
12%
12%
43%
43%
 7%
23%
23%
11%
 5%
20%
25%
45%
20%
00%
23%
23%
23%
20%
78%
78%
 8%
 7%
68%
60%
28%
28%
42%
42%
62%
10%
69%
27%
37%
95%
11%
40%
 4%
10%
10%
10%
77%
50%
40%
80%
12%
12%
63%
63%
32%
13%
13%
13%
85%
29%
63%
83%
51%
13%
22%
22%
64%
74%
74%
74%
74%
52%
13%
80%
52%
52%
52%
30%
30%
30%
12%
25%
56%
56%
68%
38%
85%
32%
81%
81%
25%
25%
25%
51%
51%
51%
57%
43%
87%
68%
62%
16%
62%
62%
40%
20%
50%
66%
66%
66%
58%
58%
 9%
87%
87%
84%
84%
33%
33%
33%
33%
33%
92%
48%
92%
92%
81%
81%
25%
25%
89%
78%
75%
20%
20%
20%
44%
16%
17%
17%
17%
40%
51%
70%
82%
82%
75%
75%
75%
35%
35%
35%
35%
35%
35%
35%
65%
65%
65%
65%
65%
65%
65%
39%
53%
67%
59%
86%
63%
63%
63%
63%
43%
43%
43%
65%
65%
38%
38%
38%
90%
90%
29%
59%
95%
29%
 5%
 5%
57%
67%
00%
50%
50%
50%
86%
86%
 3%
19%
30%
65%
40%
13%
13%
33%
33%
55%
21%
 3%
39%
 0%
 0%
 0%
44%
44%
44%
20%
20%
23%
48%
53%
53%
17%
40%
18%
28%
28%
38%
48%
48%
20%
25%
47%
13%
66%
64%
45%
97%
27%
41%
31%
 0%
20%
78%
17%
82%
10%
49%
81%
40%
40%
20%
29%
29%
77%
77%
52%
67%
00%
67%
 7%
72%
18%
25%
15%
15%
66%
38%
38%
67%
67%
20%
20%
75%
64%
52%
60%
20%
10%
65%
65%
76%
76%
86%
29%
86%
86%
69%
69%
31%
45%
83%
83%
43%
33%
33%
53%
48%
15%
 3%
36%
36%
36%
 0%
48%
94%
48%
 0%
33%
42%
82%
40%
40%
71%
71%
36%
53%
61%
12%
12%
82%
82%
51%
51%
51%
51%
51%
83%
83%
83%
83%
21%
21%
25%
25%
52%
20%
20%
20%
20%
20%
 0%
 0%
 0%
69%
69%
52%
52%
87%
52%
26%
92%
00%
00%
83%
71%
93%
93%
93%
53%
53%
53%
90%
90%
90%
10%
40%
33%
33%
33%
13%
76%
76%
48%
90%
90%
90%
90%
12%
 0%
 0%
